	Abditibacteriota	Acidobacteriota	Actinobacteriota	Aenigmarchaeota	Armatimonadota	Bacteroidota	Bdellovibrionota	Chloroflexi	Crenarchaeota	Cyanobacteria	Dadabacteria	Deferrisomatota	Deinococcota	Dependentiae	Desulfobacterota	Elusimicrobiota	Entotheonellaeota	FCPU426	Fibrobacterota	Firmicutes	Gemmatimonadota	Halanaerobiaeota	Hydrogenedentes	Latescibacterota	MBNT15	Methylomirabilota	Myxococcota	Nanoarchaeota	NB1-j	Nitrospirota	Patescibacteria	Planctomycetota	Proteobacteria	RCP2-54	SAR324 clade(Marine group B)	Spirochaetota	Sumerlaeota	Thermoplasmatota	TX1A-33	Verrucomicrobiota	WPS-2	WS2	WS4	Unclassified
avca-elkld_46_c13	0.17515132259615	10.8178344779269	29.1916155469202	0	0.331565526961084	2.84885662845924	0.414660573029955	5.55433356958395	1.30426636035552	0.299793891699457	0	0	0.043176837663237	0.0122198597160105	0.0211810901744181	0.053767382750446	0.0309569779472265	0	0.0179224609168153	0.986550007739244	5.17796189033083	0	0	0.00325862925760279	0	0.0154784889736132	5.18773777810364	0.0334009498904286	0	0.294905947813052	0.0325862925760279	2.81301170662561	31.2404786926379	0.0480647815496411	0	0	0.03503026451923	0.183297895740157	0	2.54336013555898	0	0.0154784889736132	0	0.27209554300984
avca-elkld_47_c13	0.138903357988679	12.9492655484946	31.1831093516686	0	0.431294926554849	2.57943535784978	0.403514254957114	5.40542417612946	1.2098482480814	0.622287043789284	0	0	0.0347258394971698	0.00208355036983019	0.123623988609925	0.0597284439351321	0.0194464701184151	0.00972323505920756	0	2.3141299440914	5.14914748064034	0	0	0.0159738861686981	0	0.0145848525888113	4.13445845053304	0	0	0.345174844601868	0.0638955446747925	2.98642219675661	27.1201861304997	0.0604229607250755	0.00555613431954718	0	0.0305587387575095	0.256276695489113	0	2.14744591450498	0	0	0	0.18335243254505
avca-elkld_48_c13	0.176320773199242	8.65865604388428	32.5579572911905	0	0.494351204858617	3.74126559132763	0.257950760791484	5.37451838307321	0.873767387187357	0.348723306994057	0	0	0.0711813491804349	0	0	0.0457127930516555	0.0215503167243519	0	0	1.74361653497029	4.77829295369947	0	0	0.0581205511656762	0.00914255861033109	0.0626918304708418	3.06928753346829	0.0241624763273036	0	0.361784105008816	0.173708613596291	2.9713315483576	30.9109906615294	0.0626918304708418	0.00326519950368968	0	0.0378763142428002	0.19917716972507	0	2.71272774766538	0	0.00457127930516555	0	0.194605890419908
avca-elkld_49_c12	0.288168857218549	10.1026702926563	32.3057293159098	0	0.693119089970318	3.51695762890555	0.323311400781786	7.09987510880672	1.44571017673996	0.301144565611129	0	0	0.0448743248576727	0.00270327258178751	0.00486589064721752	0.0205448716215851	0.0383864706613827	0	0.00648785419629003	0.737993414827991	5.43303723487654	0	0	0.00486589064721752	0	0.0129757083925801	2.77788290504485	0.0102724358107925	0.00540654516357502	0.359535253377739	0.0578500332502528	2.82059461183709	27.8528987191895	0.0600126513156828	0.00216261806543001	0	0.0481182519558177	0.0616346148647553	0	3.26285000621753	0	0	0	0.297359983996628
avca-elkld_50_c12	0.272699990866507	7.60558969742044	37.5308255372451	0	0.485379888049477	2.89075038164951	0.584543521091844	4.19031588836263	1.03599900836367	0.284443052674156	0	0	0.0652392322647147	0.00130478464529429	0.0137002387755901	0.0548009551023604	0.0293576545191216	0	0.0228337312926501	0.782218394853929	5.41289910100338	0	0	0.0430578932947117	0	0.0606724860061847	2.19334298873971	0.0130478464529429	0	0.414269124880938	0.026748085228533	2.31990709933326	30.5332654845318	0.0260956929058859	0	0	0.0508866011664775	0.23551362847562	0	2.40406570895474	0	0	0	0.41622630184888
avca-elkld_51_c12	0.455966091535728	4.1393729217508	37.2622054773016	0	0.357494541251017	6.34856074552953	0.505915428636668	2.27911689572006	0.607241226755719	0.321102881363189	0	0	0.106320731829145	0	0	0.00570849566867891	0.00285424783433946	0.00356780979292432	0.00713561958584864	0.591542863666852	4.79156855189736	0	0	0	0	0	1.72896062565113	0.0135576772131124	0	0.150561573261406	0.0956173024503718	1.62263989382198	36.7555764867063	0	0.00356780979292432	0	0.0385323457635827	0.170541308101782	0	1.50276148477972	0	0	0	0.13200896233819
avca-elkld_52_c12	0.440294113962898	5.72382348151767	37.4682148986008	0	0.425262735961319	4.0866558941791	0.369521375872133	3.26744579309308	0.685180313905277	0.569313441809778	0	0	0.0951987273433292	0.00375784450039457	0.00250522966692972	0.0162839928350432	0	0	0.0112735335011837	0.697080154823193	4.69354778099282	0	0	0	0	0.004384151917127	2.82527275687999	0.00814199641752158	0	0.248644044442774	0.0707727380907645	2.2866483784901	33.4304109829269	0	0	0	0.0557413600891862	0.132777172347275	0	2.10501922763769	0.00375784450039457	0	0	0.273070033695348
avca-elkld_53_c12	0.295176894287127	6.66195890120754	32.1905232681308	0	0.47030576936657	5.1253442553492	0.479485912011864	4.56464938916743	1.12633288609561	0.248570016241791	0	0	0.117929524751077	0	0.0268342631170115	0.0360144057623049	0.0953322505472777	0	0.0141232963773745	0.682861379846056	4.42271026057482	0	0	0.00706164818868724	0	0.00706164818868724	2.01327589859473	0.0254219334792741	0	0.283172092366358	0.00776781300755596	1.83673469387755	36.0059317844785	0.0423698891321234	0.00635548336981852	0	0.0367205705811736	0.0353082409434362	0	3.01814843584493	0	0.0134171315585058	0	0.103100063554834
avca-elkld_54_c12	0.247075067218952	4.77355489345897	36.8012660578608	0	0.30117320285186	4.21480997020565	0.285831940508199	3.19744204636291	0.969729267091377	0.32539624865764	0	0	0.176020799521999	0	0	0.0282602201067429	0	0	0.0524832659125225	1.0327091861864	4.93423443063731	0	0	0.00968921832231185	0	0	2.42795662459931	0.0177635669242384	0	0.231733804875292	0.0250304806659723	1.43884892086331	36.7245597461425	0	0	0	0.0403717430096327	0.285831940508199	0	1.29754782032959	0.00322973944077062	0	0	0.15744979773757
avca-elkld_55_c12	0.332996292551399	3.0886417256488	41.2126727334007	0	0.295247724974722	6.04651162790698	0.44556791371756	1.3953488372093	0.499494438827098	0.258847320525784	0	0	0.313447927199191	0.00404448938321537	0	0.0182002022244692	0.00337040781934614	0	0.00539265251095383	0.504213009774183	3.10953825412875	0	0	0	0	0.00876306033029997	1.43107516009437	0.00943714189416919	0	0.121334681496461	0.062015503875969	0.860128075497135	39.0225817323896	0	0.00876306033029997	0	0.0357263228850691	0.110549376474553	0	0.717896865520728	0	0	0	0.07819346140883
avca-elkld_56_c12	0.372474090375151	9.59288061499115	35.3367136038541	0	0.536779028444828	2.90990736472722	0.464663286396146	5.54324714139146	0.718183575453883	0.219321071178981	0	0	0.057989978142239	0.0126388413899752	0.0349426791369902	0.071372280790448	0.00817807384057217	0	0.0163561476811443	0.888436203589431	5.44585371656283	0	0	0.199991078464901	0	0.0185865314558458	2.29580836542608	0	0	0.478045589044355	0.0416338304610947	2.83407431638737	28.3429735476484	0.026764605296418	0.0170996089393782	0	0.0349426791369902	0.116723417542712	0	3.1292284359062	0	0.013382302648209	0	0.220807993695445
avca-elkld_57_c12	0.47889666643565	9.38942407651258	33.2698038672119	0	0.593942754175619	4.11740245339247	0.377018504400859	7.38027583339109	1.83519301406889	0.213459006168134	0	0	0.0492064592140828	0.00277219488530044	0	0.0589091413126343	0.0720770670178114	0	0	0.511469956337931	5.95467461362534	0	0	0.0180192667544528	0	0.0519786540993832	2.49428234804907	0.0145540231478273	0	0.44493727909072	0.0623743849192598	2.83664841638367	25.4951833113868	0.0602952387552845	0	0	0.0512856053780581	0.0797006029523876	0	3.792362603091	0	0.0159401205904775	0	0.277912537251368
avca-elkld_58_c12	0.349850835570107	8.27093911265862	33.9421790471758	0	0.527684751988167	3.73700524360754	0.394724814479337	4.8538687186817	1.20993543133035	0.291680862909994	0	0	0.0382259820337884	0.00332399843772073	0.0174509917980339	0.0523529753941016	0	0	0.00830999609430184	0.592502721523721	6.81585879654637	0	0	0.0398879812526488	0	0.0199439906263244	3.62066529828731	0.0240989886734753	0	0.441260792607427	0.0872549589901693	2.53621080798092	28.7608964823787	0.0440429792997997	0	0	0.0830999609430184	0.250961882047915	0	2.76307370135536	0	0.0124649941414528	0	0.210242901185836
avca-elkld_59_c12	0.220591152549097	4.99027970640746	31.1271573100575	0	0.324538781987701	4.43642134497124	0.461813132315017	2.76611783376314	0.853005356080143	0.307875421543345	0	0	0.172981551279508	0	0	0.0341202142432057	0	0	0.0119024003173973	0.698274151953977	4.173775044634	0	0	0	0	0.00872842689942472	3.8722475699266	0	0	0.229319579448522	0.121404483237453	1.91707994445547	41.4957349732196	0	0.0142828803808768	0	0.0301527474707399	0.26899424717318	0	1.36718904979171	0	0	0	0.0960126958936769
avca-elkld_60_c12	0.381541553486473	7.44869600715979	35.5155521361617	0	0.428645448978631	3.73376878267833	0.421579864654807	3.55320384995839	1.08260453139475	0.332082463219708	0	0	0.122470128279609	0.00863571417356215	0	0.0408233760932029	0	0	0	0.422364929579676	5.89112719621913	0	0	0	0	0	3.32789021652091	0.0298324671450329	0	0.608425316773697	0.0808616872615365	2.69277269230165	31.1623671277615	0	0.0204116880466015	0	0.0635902589144122	0.211967529714707	0	2.21152789335678	0.00706558432382358	0	0	0.20019155584167
avca-elkld_61_c12	0.377179277164823	9.08258711946534	37.5162606942026	0	0.485928046858331	2.69118790823806	0.141098087260563	5.18139707754889	1.26988278534507	0.280819607816146	0	0	0.0426735678544143	0.0165188004597733	0	0.0550626681992443	0.0289079008046032	0	0	1.09230568040251	5.19860416136115	0	0	0	0	0.0289079008046032	2.47300208549856	0	0	0.469409246398557	0.0419852845019238	3.02431705084349	27.3055771600052	0.0137656670498111	0.00894768358237719	0	0.0406087177969426	0.0805291522413947	0	2.93277536496225	0	0	0	0.119761303333348
avca-elkld_62_c12	0.194931773879142	10.0625565365847	27.3254850998229	0	0.446559390487839	2.37166991552956	0.144606250557403	4.82933914306463	1.4849214539617	15.1218642102715	0	0	0.133776707564117	0.00318515970390755	0.0114665749340672	0.0369478525653276	0.00828141523015964	0	0.0057332874670336	0.58606938551899	6.01612964874059	0	0	0	0	0.00955547911172266	2.14361248072978	0.0057332874670336	0	0.272649670654487	0.0171998624011008	2.37931429881894	23.8339130323994	0.0414070761507982	0	0	0.031214565098294	0.0923696314133191	0	2.20731567480793	0	0.0146517346379747	0	0.167539400425539
