asv	avca-elkld_01_c21	avca-elkld_02_c21	avca-elkld_03_c21	avca-elkld_04_c21	avca-elkld_05_c21	avca-elkld_06_c21	avca-elkld_07_c21	avca-elkld_08_c21	avca-elkld_09_c21	avca-elkld_10_c21	avca-elkld_11_c21	avca-elkld_12_c21	avca-elkld_13_c21	avca-elkld_14_c21	avca-elkld_15_c21	avca-elkld_16_c19	avca-elkld_17_c19	avca-elkld_18_c19	avca-elkld_19_c19	avca-elkld_20_c19	avca-elkld_21_c19	avca-elkld_22_c19	avca-elkld_23_c19	avca-elkld_24_c19	avca-elkld_25_c19	avca-elkld_26_c19	avca-elkld_27_c19	avca-elkld_28_c19	avca-elkld_29_c19	avca-elkld_30_c19	avca-elkld_31_c19	avca-elkld_32_c19	avca-elkld_33_c13	avca-elkld_34_c13	avca-elkld_35_c13	avca-elkld_36_c13	avca-elkld_37_c13	avca-elkld_38_c13	avca-elkld_39_c13	avca-elkld_40_c13	avca-elkld_41_c13	avca-elkld_42_c13	avca-elkld_43_c13	avca-elkld_44_c13	avca-elkld_45_c13	avca-elkld_46_c13	avca-elkld_47_c13	avca-elkld_48_c13	avca-elkld_49_c12	avca-elkld_50_c12	avca-elkld_51_c12	avca-elkld_52_c12	avca-elkld_53_c12	avca-elkld_54_c12	avca-elkld_55_c12	avca-elkld_56_c12	avca-elkld_57_c12	avca-elkld_58_c12	avca-elkld_59_c12	avca-elkld_60_c12	avca-elkld_61_c12	avca-elkld_62_c12	taxonomy
ASV_1	650	1442	6430	5188	3084	1413	2868	111	3297	2111	4356	872	166	1852	774	2583	9384	1069	2214	32	4332	484	427	4885	823	5684	5693	3873	3535	3396	316	233	2767	306	1714	3421	526	9255	1059	734	984	1489	273	531	7	214	460	854	2040	738	3713	5030	5446	6127	17935	2807	850	5827	2194	1646	8063	4774	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__NA;s__NA
ASV_2	125	98	1641	3917	77	230	313	121	1867	121	63	3986	319	1501	757	0	498	1167	3185	60	969	60	80	225	97	0	948	1014	533	110	67	151	6608	2105	828	1633	336	332	1705	1094	552	187	81	4066	1617	2385	1439	3129	2891	12990	2150	16004	1632	9657	15554	1671	1351	1343	4567	3979	2660	1248	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia;s__diffluens
ASV_4	0	1963	1457	576	596	721	241	308	3658	287	131	761	916	5440	2168	703	522	2345	233	141	1302	496	286	213	499	0	7369	879	2693	1507	1832	534	3652	6374	1152	2183	417	2240	501	457	658	259	2259	3590	689	1811	1063	928	1510	728	1936	3548	981	1900	2514	1250	1441	1269	1254	1033	1534	14715	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia;s__globosa
ASV_6	323	1342	3538	1379	0	2586	1316	2638	2626	574	3609	0	690	10923	4148	327	1107	2675	1050	1063	0	799	0	589	730	0	4439	0	1832	2764	1257	341	3887	1232	4875	0	3225	2468	0	4540	0	399	1716	0	0	0	3311	0	0	2082	1677	0	1414	2332	0	4374	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__equiseti
ASV_7	323	0	2258	1571	116	427	1158	147	1094	839	73	4521	149	309	4754	0	174	722	882	817	1036	172	0	0	610	0	93	484	1022	27	678	55	305	470	160	1175	364	1213	3294	1630	147	133	253	676	917	247	634	8595	3385	1731	953	661	20166	9698	2308	1779	206	72	891	747	1072	848	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta;s__triticicola
ASV_8	874	7834	547	2594	1586	2425	5716	813	3644	2470	68	1047	786	4072	5781	351	561	0	1950	1986	89	363	363	1109	1123	0	395	373	267	786	2077	5142	122	595	325	781	1482	332	1581	267	232	365	9036	555	751	3784	1986	1148	758	780	247	167	1124	188	320	2200	355	241	98	93	228	1538	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Vaginatispora;s__NA
ASV_9	600	1186	1397	1424	2961	1125	379	391	4733	477	160	2651	283	1103	2114	151	194	5400	1222	145	1757	97	345	151	699	398	2983	1755	1921	247	987	106	878	12655	527	1125	1529	493	626	167	475	235	179	3663	844	1108	1176	257	1980	4102	993	743	5452	2219	1730	538	847	500	775	703	511	2906	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__NA;s__NA
ASV_10	0	0	0	0	12535	35	0	0	0	10204	14332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8994	0	0	0	0	11444	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__NA;s__NA
ASV_11	3645	535	744	50	1746	346	1394	68	214	188	21	1041	361	8635	254	60	403	280	178	1442	704	247	21915	710	1383	0	306	1413	93	1279	1947	7879	4170	53	2846	126	53	428	69	114	41	133	315	1075	5387	785	170	339	789	39	264	108	156	94	48	2181	1381	328	1277	993	211	384	k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA
ASV_12	333	582	1963	1005	7286	1313	5254	660	856	1271	80	1251	766	1628	3853	144	230	406	1044	16834	567	100	125	266	331	135	810	293	432	1001	2956	347	306	532	0	574	600	730	360	532	125	374	1886	2353	4721	1454	1107	3135	1656	415	335	130	1880	597	860	969	600	546	434	327	341	521	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__NA
ASV_13	1000	381	858	538	409	554	379	975	1109	302	285	1355	58	347	282	725	308	2492	644	185	962	119	115	245	616	126	2114	199	417	638	1149	51	1476	8343	712	530	937	1580	898	655	603	316	580	3174	2066	793	4373	1602	1333	9011	1572	1124	530	2068	3398	914	607	867	1459	1171	2693	4340	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__basi-inflatum
ASV_14	316	1311	92	2650	107	261	785	7879	2984	1812	99	937	254	391	325	12530	174	497	374	431	3276	1730	286	80	0	151	844	98	533	0	767	145	2832	0	0	226	409	363	204	725	0	231	233	324	375	2103	132	683	64	53	782	8462	1806	304	571	232	762	2830	634	456	2174	303	k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA
ASV_15	0	0	430	693	1224	6146	1795	78	1542	472	44	1348	511	341	6201	82	87	423	923	3961	0	0	65	570	170	0	221	635	127	0	2637	6010	728	124	333	424	402	490	156	150	274	86	13959	234	1920	3350	1169	424	666	159	354	178	2352	73	273	477	11	113	201	124	275	187	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Vaginatispora;s__NA
ASV_16	0	0	169	0	0	128	43	0	228	119	0	260	0	298	542	0	57352	94	0	0	138	0	0	0	9	0	86	49	0	100	5136	0	96	237	0	0	0	0	0	0	92	0	0	264	0	107	102	0	0	108	0	121	221	0	0	0	0	62	0	0	0	0	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma;s__paraflava
ASV_17	6203	138	100	724	171	66	2450	0	4651	564	65	308	489	590	97	439	256	0	118	140	219	60	0	3394	556	305	52	0	135	312	110	5134	132	268	223	339	142	175	2774	616	617	288	82	221	503	3426	451	105	109	173	171	3473	122	879	915	1221	10745	1246	370	223	2290	349	k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA
ASV_18	83	382	761	977	616	147	125	340	1675	167	74	1081	97	799	426	0	288	877	349	32	272	250	82	0	0	0	805	1361	820	194	43	12	846	1652	442	1060	253	704	558	733	558	77	104	725	859	352	410	3735	1200	12350	626	616	216	1611	7344	653	30	281	909	693	409	142	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__magnum
ASV_19	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	28074	20876	13	0	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Clarireedia;s__bennettii
ASV_20	347	200	285	554	221	300	1267	161	1440	332	415	139	455	1026	2243	589	219	493	261	375	441	226	382	305	148	0	674	12059	873	414	201	106	160	43	683	102	67	133	790	274	1498	276	69	265	726	93	102	313	109	0	12919	72	128	393	431	582	0	192	187	115	245	45	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Albifimbria;s__verrucaria
ASV_21	0	446	451	122	461	1860	55	165	760	50	348	481	132	615	1342	130	30	343	5262	580	130	307	59	16	0	0	216	1818	1046	215	841	41	1475	1234	362	216	493	1351	1386	519	198	53	154	1720	320	264	204	857	1826	215	1123	2853	690	614	1012	1678	534	101	1055	705	958	3938	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Sclerostagonospora;s__NA
ASV_22	367	401	107	146	86	191	556	431	812	328	73	1247	7014	251	509	1019	141	168	303	293	455	2480	131	503	3758	0	1191	826	192	475	613	439	606	83	1579	575	0	940	3586	761	156	114	103	138	552	341	122	112	1058	220	236	260	132	435	90	1358	412	3679	1612	1327	200	344	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Wiesneriomycetaceae;g__Spissiomyces;s__NA
ASV_23	0	0	0	0	1335	0	0	0	0	0	0	3413	0	0	0	0	0	0	0	0	1002	0	560	0	0	74	0	0	0	0	0	0	0	0	0	2049	0	0	1902	0	1012	0	0	1926	2872	2509	0	14239	0	0	0	1905	0	0	5138	0	825	614	1884	1354	1073	911	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__equiseti
ASV_24	0	0	396	536	1152	146	0	1792	422	465	142	454	150	4502	469	2578	0	139	397	641	0	237	161	0	894	0	0	443	411	1708	971	4755	254	0	184	376	0	2705	385	141	277	193	2630	872	1039	763	1869	171	1262	0	67	305	396	157	470	1990	206	0	0	0	2128	892	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Vaginatispora;s__NA
ASV_25	0	4824	819	1948	332	1706	1571	0	372	435	0	0	628	1387	1173	0	0	242	1152	1538	469	0	180	0	623	0	472	623	341	699	616	495	264	637	719	2912	502	242	700	0	993	231	986	496	635	507	899	477	1784	155	181	0	558	354	210	1085	420	1209	166	182	1067	445	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Zopfiaceae;g__Didymocrea;s__leucaenae
ASV_26	0	0	131	0	210	85	0	628	687	108	33	9255	122	180	435	136	198	232	1058	0	287	0	73	0	245	0	131	55	400	783	970	286	304	306	0	95	377	595	753	369	30	82	135	196	474	526	618	463	435	330	327	1036	10445	1041	1922	179	271	62	556	455	620	317	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Wojnowiciella;s__NA
ASV_27	0	0	655	41	1169	1452	25	0	109	1087	4474	252	0	1384	3488	0	72	500	0	211	160	191	1245	1538	77	0	2653	229	182	346	1207	167	1093	357	45	51	383	1463	0	163	0	0	395	0	172	0	78	83	124	0	223	288	459	76	2124	40	1606	0	849	605	106	177	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__NA;s__NA
ASV_28	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Poaceascoma;s__NA
ASV_29	0	92	589	258	622	561	244	7	0	0	0	267	63	0	656	0	0	6	5486	311	162	0	19	238	5	0	30	0	43	956	1550	8468	10	0	315	0	46	85	0	0	19	268	1330	771	1910	3564	493	399	264	0	44	79	362	0	0	0	85	0	0	0	38	108	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae;g__Podospora;s__intestinacea
ASV_30	0	0	42	328	151	610	0	58	67	137	0	122	18966	30	334	307	50	52	234	36	0	0	594	99	194	0	131	23	71	0	657	459	205	191	101	560	95	254	442	334	36	75	1074	80	176	1072	654	307	288	127	401	210	82	32	124	18	0	80	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Teichosporaceae;g__Teichosporaceae_gen_Incertae_sedis;s__NA
ASV_31	76	619	531	648	686	672	277	448	1772	646	136	437	199	2119	795	360	273	319	1124	477	308	291	146	128	602	166	943	352	295	302	656	453	398	1028	925	481	125	258	345	490	149	134	183	1376	338	1059	697	356	177	329	288	322	537	211	467	456	425	654	157	102	429	296	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia;s__randhawae
ASV_32	0	0	169	556	310	87	108	111	526	60	0	59	231	0	337	0	73	846	1040	174	0	0	0	0	457	0	182	123	918	128	847	131	373	265	1389	316	305	1380	245	1210	3289	62	51	631	355	306	228	179	636	638	1093	1265	1018	741	1998	462	410	599	576	443	296	953	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Amarenomyces;s__ammophilae
ASV_33	175	0	589	608	521	121	710	362	718	463	35	307	503	134	85	74	1311	299	119	932	1303	356	2347	1003	0	0	128	221	89	54	100	371	57	140	2257	156	132	357	2337	502	172	469	577	453	414	570	184	122	167	62	193	1087	696	622	274	436	273	336	1300	767	0	82	k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA
ASV_34	0	0	98	98	371	114	80	47	22	0	21	8	85	21	113	0	53	226	749	190	274	265	532	196	0	0	302	141	227	1024	206	40	587	944	609	1133	625	1113	864	376	101	507	214	908	610	585	490	575	638	163	623	467	296	643	1411	1525	487	566	728	493	944	1866	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Keissleriella;s__quadriseptata
ASV_35	229	740	169	209	0	0	86	287	632	138	155	104	0	69	180	425	176	774	141	0	167	886	123	106	1840	0	1953	0	117	105	623	130	1055	519	206	426	848	1661	473	503	132	366	90	271	160	210	103	352	446	261	735	2225	512	298	274	646	449	1015	291	312	617	630	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paracamarosporium;s__psoraleae
ASV_36	0	2097	126	0	44	74	241	66	228	31	13	99	46	59	150	873	0	175	0	45	494	829	58	0	1528	0	642	53	182	352	274	172	1233	189	457	286	120	460	601	549	80	56	276	115	298	137	117	261	253	0	395	1974	491	838	355	777	92	868	198	180	4745	574	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraconiothyrium;s__NA
ASV_37	288	326	30	3194	238	315	149	37	967	0	129	26	50	154	0	1307	24	874	37	93	355	0	113	0	846	0	794	1123	364	427	296	30	87	1132	198	1032	407	387	126	42	655	363	107	245	0	0	1457	203	261	437	362	298	155	296	181	164	61	0	351	343	187	2718	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Comoclathris;s__NA
ASV_38	42	0	922	113	1998	324	16	276	262	143	86	1647	117	219	1028	29	74	339	814	251	179	73	35	20	0	0	455	180	460	196	395	13	152	158	155	256	193	164	434	80	59	28	107	465	374	273	183	394	1949	135	432	403	4322	332	419	378	106	0	344	252	121	624	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__NA
ASV_39	3048	84	166	277	78	295	88	218	685	82	189	552	57	1235	302	0	263	1283	374	248	137	203	319	22	161	0	106	436	232	309	0	572	435	166	309	77	408	33	0	0	0	55	30	87	141	0	280	92	74	77	190	895	18	0	99	50	231	0	336	195	6519	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neodidymelliopsis;s__ranunculi
ASV_40	50	592	0	307	110	965	530	92	0	141	0	144	968	82	214	0	231	0	645	327	56	31	121	368	227	0	784	63	93	1265	6525	1267	84	167	146	748	132	285	185	550	0	0	455	174	253	573	203	58	128	50	245	235	104	459	204	376	0	265	148	121	946	453	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Neophaeococcomyces;s__NA
ASV_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770	0	0	971	385	0	0	419	292	0	113	374	0	0	1543	0	0	17079	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella;s__ellipsoidea
ASV_42	0	137	16	0	24	0	416	0	82	33	0	0	0	0	40	127	0	39	51	0	31	0	0	39	0	0	34	0	0	17	0	20358	86	34	0	41	159	27	45	45	0	334	96	28	0	76	108	0	0	0	9	0	0	0	19	61	19	89	0	0	16	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__NA;s__NA
ASV_43	0	0	0	1006	42	0	0	0	0	0	697	29	179	0	252	596	0	840	205	9	567	1964	325	467	987	0	535	1180	191	0	342	0	281	945	4	745	161	1116	326	208	127	205	0	414	105	0	142	372	166	0	387	1023	262	84	378	23	146	2766	207	218	1304	212	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Aplosporellaceae;g__Aplosporella;s__NA
ASV_44	0	0	0	0	0	46	40	0	8	19853	0	21	0	33	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	537	434	16	0	0	0	0	0	23	0	35	0	0	445	11	324	45	220	0	0	0	0	0	18	0	10	97	0	0	0	0	0	9	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Zopfiella;s__NA
ASV_45	138	2201	262	247	154	0	216	85	0	79	225	28	0	126	14	1218	137	186	33	0	24	8004	69	117	589	0	141	32	15	0	33	146	202	71	451	171	79	2029	30	212	56	16	18	27	23	14	277	72	116	61	169	214	184	40	149	1476	394	0	45	29	226	103	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__NA;g__NA;s__NA
ASV_46	0	0	505	0	6595	765	0	0	0	715	0	0	0	786	2130	0	0	0	2607	0	0	0	517	0	0	0	1261	269	0	0	118	0	0	3833	0	0	458	0	0	0	49	0	0	167	139	156	0	0	0	126	0	0	0	0	826	0	0	0	0	0	0	141	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__NA;g__NA;s__NA
ASV_48	0	222	51	0	46	0	0	0	0	0	24	49	0	38	0	0	0	11	334	39	277	0	344	54	0	0	71	277	31	136	350	9	132	122	238	295	264	224	251	436	136	93	592	151	508	467	296	790	412	222	312	29	9987	180	212	500	203	534	146	98	634	282	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraconiothyrium;s__NA
ASV_49	958	623	215	597	256	484	323	509	230	302	55	127	363	102	423	636	194	222	163	613	297	564	204	510	86	226	324	347	133	382	520	78	429	229	389	537	274	505	417	664	241	178	332	192	607	402	289	196	450	110	158	171	257	189	148	409	393	853	82	75	480	235	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pseudochaetosphaeronema;s__kunmingense
ASV_50	0	0	0	0	14	71	0	0	3	12807	0	0	0	42	358	0	0	0	58	34	22	0	0	33	0	0	97	0	10	1567	1563	315	149	15	0	0	0	0	0	0	0	0	130	445	0	146	68	0	25	0	40	0	452	0	47	99	6	0	47	41	0	1845	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__NA;f__NA;g__NA;s__NA
ASV_51	0	106	755	919	172	147	78	131	950	119	29	218	28	1252	773	84	101	388	296	55	351	142	44	103	0	0	1160	179	593	359	177	128	512	676	517	201	47	290	1582	211	51	24	548	942	296	115	232	176	194	105	167	509	135	289	782	246	308	261	338	286	522	305	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia;s__NA
ASV_52	0	0	312	129	1471	701	55	0	318	30	623	26	0	76	959	0	390	161	329	508	300	259	23	75	140	0	34	2844	76	530	693	0	110	293	58	488	208	366	67	81	94	52	568	180	38	328	318	1891	490	446	764	67	368	44	251	389	90	427	132	102	139	846	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Tiarosporella;s__var._karoo
ASV_53	0	0	0	419	335	555	241	42	0	57	461	0	0	0	0	0	0	1078	0	253	0	687	331	0	71	0	0	0	0	0	589	0	2648	0	0	0	0	0	0	477	0	0	223	0	0	185	108	0	0	229	5099	88	380	2461	0	0	0	0	536	379	0	1195	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pleiochaeta;s__NA
ASV_54	0	0	65	0	0	101	27	137	610	0	22	479	21	159	72	0	114	0	81	217	43	0	43	11	0	0	215	414	160	217	1579	120	265	118	99	688	192	78	108	58	24	0	799	57	311	264	92	149	427	5821	81	167	546	257	287	185	72	10	801	665	327	285	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__NA;s__NA
ASV_55	0	0	201	895	306	878	89	87	685	45	175	151	28	152	125	0	18	354	73	905	315	0	99	0	118	53	189	88	54	0	40	0	499	213	259	276	459	375	125	192	0	0	2496	139	1461	102	70	4599	0	0	186	212	53	0	116	249	143	89	443	323	74	21	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Bartaliniaceae;g__Bartalinia;s__pondoensis
ASV_56	0	0	183	0	159	175	213	130	67	0	0	24	142	33	30	72	143	1489	139	60	993	0	40	0	0	0	809	186	384	820	1425	323	184	308	0	1027	23	464	24	64	22	149	357	40	230	128	79	52	13	189	373	405	4779	303	131	98	163	105	367	300	50	110	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Flabellascoma;s__NA
ASV_57	61	575	149	432	39	457	282	41	0	193	10	316	125	266	1123	1874	0	165	202	223	412	48	102	714	215	872	1256	182	305	1029	1282	617	770	0	1011	258	207	10	407	0	0	17	111	44	48	188	229	123	50	133	17	112	0	28	46	378	241	0	13	0	94	694	k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA
ASV_58	0	0	212	365	644	398	23	92	944	0	16	674	107	471	840	45	108	1913	2034	146	128	0	0	26	0	0	233	172	903	0	233	19	64	145	3	105	222	1426	1480	0	15	38	36	146	149	0	59	183	486	0	383	142	953	230	350	548	0	0	0	0	0	286	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__NA;s__NA
ASV_59	0	0	135	0	290	189	235	0	0	0	0	151	0	182	0	0	0	0	0	0	0	0	0	0	906	0	0	0	0	0	69	0	487	0	704	1653	0	560	1476	2250	536	291	181	307	88	217	359	434	0	646	322	771	565	0	875	551	0	0	770	715	0	0	k__Fungi;p__Blastocladiomycota;c__Blastocladiomycota_cls_Incertae_sedis;o__Blastocladiomycota_ord_Incertae_sedis;f__Blastocladiomycota_fam_Incertae_sedis;g__Blastocladiomycota_gen_Incertae_sedis;s__NA
ASV_60	0	163	316	186	42	0	0	248	441	0	77	354	0	654	617	0	0	449	347	0	347	113	0	0	0	0	183	107	176	153	0	0	236	235	0	403	111	322	427	630	280	151	77	904	272	605	123	754	500	837	357	342	416	1921	1250	1222	298	0	344	331	196	0	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma;s__paraflava
ASV_61	79	0	52	507	491	115	1859	28	38	300	184	131	25	1528	817	90	25	62	380	52	49	27	110	56	446	0	705	112	175	259	140	145	19	0	0	42	65	82	2955	555	31	21	303	57	29	92	93	204	38	44	40	221	44	3381	70	137	199	199	89	72	44	31	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Dimorphiseta;s__terrestris
ASV_62	165	1013	555	549	341	69	72	41	423	199	150	132	0	117	0	0	70	95	0	0	135	44	0	0	657	0	294	13	68	39	0	0	482	1517	315	303	4877	182	322	365	238	51	61	392	97	55	812	27	149	0	135	729	0	176	302	31	0	0	219	233	528	64	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideales_fam_Incertae_sedis;g__Dothideales_gen_Incertae_sedis;s__NA
ASV_63	575	429	118	273	105	370	134	399	543	183	649	112	206	650	481	653	141	166	59	122	98	346	77	527	145	323	432	190	310	187	612	49	600	349	505	247	196	310	247	353	68	46	277	144	255	228	185	206	268	138	363	223	336	243	96	452	175	398	189	160	523	141	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys;s__eriocamporesii
ASV_64	69	0	70	0	216	264	164	0	391	0	156	308	365	630	225	758	0	0	172	145	192	532	0	413	0	0	29	12	0	76	253	22	639	360	0	498	0	1350	0	0	88	123	0	591	0	0	180	741	0	19	600	983	675	288	120	1521	769	394	582	558	513	0	k__Fungi;p__Chytridiomycota;c__GS13;o__GS13_ord_Incertae_sedis;f__GS13_fam_Incertae_sedis;g__GS13_gen_Incertae_sedis;s__NA
ASV_65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	0	0	0	0	0	0	0	0	229	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	72	0	0	0	14514	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__basi-inflatum
ASV_66	0	0	32	0	0	81	19	98	81	0	0	26	0	101	5	98	18	197	37	0	3157	0	0	0	0	0	0	5	80	193	231	2829	245	126	0	97	495	99	110	137	0	0	1149	258	107	296	203	196	68	28	194	1213	119	109	167	85	69	0	136	114	0	1556	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Articulospora;s__NA
ASV_67	417	182	0	0	0	0	0	0	481	0	0	1207	0	265	463	0	153	0	0	0	204	0	0	0	0	0	0	136	0	479	0	0	425	312	0	210	303	279	0	520	0	272	0	199	520	898	382	469	1073	259	137	399	435	328	439	1206	0	137	481	409	455	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__NA;s__NA
ASV_68	33	0	0	63	0	20	0	43	282	0	0	0	2981	0	111	126	0	0	51	56	49	0	0	25	0	0	0	0	21	82	1749	37	45	0	480	82	49	93	111	211	0	11	235	0	1680	308	85	124	533	0	90	190	3040	261	254	322	0	141	163	127	302	6	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__NA
