Sample,Year,Treatment,Functional,Native,Common,Scientific,Cover
23,2013,Control,Annual forb,Unknown native status,Annual forb (year summed),NA,0.08333333333333333
23,2013,Control,Annual grass,Unknown native status,Annual grass (year summed),NA,1.25
23,2013,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.08333333333333333
23,2013,Control,Perennial forb,Native,Buckwheat,Eriogonum inflatum,0.4166666666666667
23,2013,Control,Perennial forb,Native,Slender janusia,Janusia gracilis,0.08333333333333333
23,2013,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,2.9166666666666665
23,2013,Control,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,0.08333333333333333
23,2013,Control,Perennial grass,Native,Slender grama,Bouteloua repens,8.333333333333334
23,2013,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,2.5833333333333335
23,2013,Control,Shrub,Native,Eastern Mojave buckwheat,Eriogonum fasciculatum,0.8333333333333334
24,2013,Control,Annual forb,Unknown native status,Annual forb (year summed),NA,0.4166666666666667
24,2013,Control,Annual grass,Native,Needle grama,Bouteloua aristidoides,0.08333333333333333
24,2013,Control,Annual grass,Unknown native status,Annual grass (year summed),NA,0.08333333333333333
24,2013,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.08333333333333333
24,2013,Control,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.4166666666666667
24,2013,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,8.75
24,2013,Control,Perennial grass,Native,Slender grama,Bouteloua repens,5.833333333333333
24,2013,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.4166666666666667
24,2013,Control,Shrub,Native,Eastern Mojave buckwheat,Eriogonum fasciculatum,0.5
24,2013,Control,Tree,Native,Velvet mesquite,Prosopis velutina,26.666666666666668
25,2013,Control,Annual grass,Unknown native status,Annual grass (year summed),NA,0.5
25,2013,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.9166666666666666
25,2013,Control,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,0.08333333333333333
25,2013,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.4166666666666667
25,2013,Control,Tree,Native,Velvet mesquite,Prosopis velutina,59.166666666666664
26,2013,Control,Annual forb,Unknown native status,Annual forb (year summed),NA,0.9166666666666666
26,2013,Control,Annual grass,Unknown native status,Annual grass (year summed),NA,2.9166666666666665
26,2013,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,1.25
26,2013,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.4166666666666667
26,2013,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.4166666666666667
26,2013,Control,Perennial grass,Native,Slender grama,Bouteloua repens,3.3333333333333335
26,2013,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.16666666666666666
26,2013,Control,Shrub,Native,Eastern Mojave buckwheat,Eriogonum fasciculatum,0.4166666666666667
26,2013,Control,Tree,Native,Velvet mesquite,Prosopis velutina,26.666666666666668
27,2013,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.8333333333333334
27,2013,Control,Perennial grass,Native,Slender grama,Bouteloua repens,2.9166666666666665
27,2013,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.08333333333333333
27,2013,Control,Tree,Native,Velvet mesquite,Prosopis velutina,46.666666666666664
28,2013,Control,Annual grass,Unknown native status,Annual grass (year summed),NA,0.4166666666666667
28,2013,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.4166666666666667
28,2013,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,5.083333333333333
28,2013,Control,Perennial grass,Native,Slender grama,Bouteloua repens,10
28,2013,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,1
28,2013,Control,Shrub,Native,Desert zinnia,Zinnia acerosa,0.4166666666666667
28,2013,Control,Shrub,Native,False mesquite,Calliandra eriophylla,8.75
28,2013,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,10.416666666666666
28,2013,Control,Tree,Native,Velvet mesquite,Prosopis velutina,38.75
29,2013,Control,Annual grass,Unknown native status,Annual grass (year summed),NA,3
29,2013,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,3.3333333333333335
29,2013,Control,Perennial grass,Native,Slender grama,Bouteloua repens,10.083333333333334
29,2013,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.4166666666666667
29,2013,Control,Shrub,Native,Cholla,Cylindropuntia,0.08333333333333333
29,2013,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,5
29,2013,Control,Tree,Native,Velvet mesquite,Prosopis velutina,12.5
30,2013,Control,Annual grass,Unknown native status,Annual grass (year summed),NA,0.25
30,2013,Control,Perennial forb,Native,Ragweed,Ambrosia confertiflora,0.8333333333333334
30,2013,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,2.5833333333333335
30,2013,Control,Perennial grass,Native,Arizona cottontop,Digitaria californica,5
30,2013,Control,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,2.9166666666666665
30,2013,Control,Perennial grass,Native,Slender grama,Bouteloua repens,5
30,2013,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,6.75
30,2013,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,2.5
30,2013,Control,Tree,Native,Velvet mesquite,Prosopis velutina,38.75
31,2013,Control,Annual grass,Unknown native status,Annual grass (year summed),NA,0.08333333333333333
31,2013,Control,Perennial forb,Native,Buckwheat,Eriogonum inflatum,2.9166666666666665
31,2013,Control,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.16666666666666666
31,2013,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,6.25
31,2013,Control,Perennial grass,Native,Slender grama,Bouteloua repens,0.4166666666666667
31,2013,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,3.75
31,2013,Control,Shrub,Native,Desert zinnia,Zinnia acerosa,8.75
31,2013,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,2.5
31,2013,Control,Tree,Native,Velvet mesquite,Prosopis velutina,16.666666666666668
32,2013,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.4166666666666667
32,2013,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,5.416666666666667
32,2013,Control,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.4166666666666667
32,2013,Control,Perennial grass,Native,Slender grama,Bouteloua repens,3
32,2013,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,3.8333333333333335
32,2013,Control,Shrub,Native,False mesquite,Calliandra eriophylla,8.75
32,2013,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,2.9166666666666665
32,2013,Control,Tree,Native,Velvet mesquite,Prosopis velutina,10
33,2013,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,0.4166666666666667
33,2013,Treated,Perennial forb,Native,Ayenia,Ayenia microphylla,0.4166666666666667
33,2013,Treated,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,0.08333333333333333
33,2013,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,2.5
33,2013,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,65.83333333333333
34,2013,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,0.08333333333333333
34,2013,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.4166666666666667
34,2013,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,0.4166666666666667
34,2013,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,45.416666666666664
34,2013,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,2.9166666666666665
34,2013,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,6.25
35,2013,Treated,Annual grass,Native,Feather fingergrass,Chloris virgata,2.5
35,2013,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,0.08333333333333333
35,2013,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.4166666666666667
35,2013,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,25.833333333333332
35,2013,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,6.666666666666667
37,2013,Treated,Annual grass,Native,Feather fingergrass,Chloris virgata,0.08333333333333333
37,2013,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,0.5
37,2013,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.4166666666666667
37,2013,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,2.5
37,2013,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.08333333333333333
37,2013,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,39.166666666666664
37,2013,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,7.5
38,2013,Treated,Annual grass,Native,Sixweek threeawn,Aristida adscensionis,0.8333333333333334
38,2013,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,0.08333333333333333
38,2013,Treated,Perennial forb,Native,Ragweed,Ambrosia confertiflora,0.08333333333333333
38,2013,Treated,Perennial forb,Unknown native status,"Unknown perennial forb, C13",NA,0.4166666666666667
38,2013,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.08333333333333333
38,2013,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,2.9166666666666665
38,2013,Treated,Perennial grass,Unknown native status,"Unknown perennial grass, C13",NA,0.16666666666666666
38,2013,Treated,Shrub,Native,Desert zinnia,Zinnia acerosa,2.5
38,2013,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,15.5
38,2013,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,12.916666666666666
39,2013,Treated,Annual grass,Native,Sixweek threeawn,Aristida adscensionis,0.4166666666666667
39,2013,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,0.08333333333333333
39,2013,Treated,Perennial forb,Unknown native status,"Unknown perennial forb, C13",NA,2.5
39,2013,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,2.5
39,2013,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,2.9166666666666665
39,2013,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,0.4166666666666667
39,2013,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,0.4166666666666667
39,2013,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,2.5
39,2013,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,65.5
40,2013,Treated,Annual grass,Native,Sixweek threeawn,Aristida adscensionis,3.4166666666666665
40,2013,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,0.4166666666666667
40,2013,Treated,Perennial forb,Native,Ragweed,Ambrosia confertiflora,0.5
40,2013,Treated,Perennial forb,Native,Slender janusia,Janusia gracilis,0.08333333333333333
40,2013,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.08333333333333333
40,2013,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,2.9166666666666665
40,2013,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,2.5
40,2013,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,2.5833333333333335
40,2013,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.4166666666666667
41,2013,Treated,Annual grass,Native,Feather fingergrass,Chloris virgata,0.16666666666666666
41,2013,Treated,Annual grass,Native,Sixweek threeawn,Aristida adscensionis,0.5
41,2013,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.08333333333333333
41,2013,Treated,Perennial forb,Native,Ayenia,Ayenia microphylla,0.5
41,2013,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.4166666666666667
41,2013,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,3
41,2013,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,0.5
41,2013,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.4166666666666667
41,2013,Treated,Shrub,Native,Desert zinnia,Zinnia acerosa,2.9166666666666665
41,2013,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,11.666666666666666
41,2013,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,8.833333333333334
41,2013,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,22.583333333333332
42,2013,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,0.08333333333333333
42,2013,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.5
42,2013,Treated,Perennial forb,Native,Ragweed,Ambrosia confertiflora,0.08333333333333333
42,2013,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,1
42,2013,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,0.4166666666666667
42,2013,Treated,Perennial grass,Native,Tanglehead,Heteropogon contortus,0.4166666666666667
42,2013,Treated,Perennial grass,Unknown native status,"Unknown perennial grass, C13",NA,0.08333333333333333
42,2013,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,37.916666666666664
42,2013,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,42.916666666666664
43,2013,Treated,Annual grass,Unknown native status,"Unknown annual grass, C13",NA,0.08333333333333333
43,2013,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.16666666666666666
43,2013,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.08333333333333333
43,2013,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,2.5
43,2013,Treated,Perennial grass,Native,Tanglehead,Heteropogon contortus,5.416666666666667
43,2013,Treated,Shrub,Native,Desert zinnia,Zinnia acerosa,2.5
43,2013,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,33.75
43,2013,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,6.25
44,2013,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,3.4166666666666665
44,2013,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.08333333333333333
44,2013,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,2.5833333333333335
44,2013,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.4166666666666667
44,2013,Treated,Shrub,Native,Desert zinnia,Zinnia acerosa,6.666666666666667
44,2013,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,25.5
44,2013,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.5833333333333334
44,2013,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,0.5
45,2013,Treated,Annual grass,Native,Sixweek threeawn,Aristida adscensionis,2.5833333333333335
45,2013,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.4166666666666667
45,2013,Treated,Perennial grass,Invasive,Buffelgrass,Pennisetum ciliare,0.16666666666666666
45,2013,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.08333333333333333
45,2013,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,2.5
45,2013,Treated,Perennial grass,Native,Tanglehead,Heteropogon contortus,6.333333333333333
45,2013,Treated,Shrub,Native,Desert zinnia,Zinnia acerosa,2.5
45,2013,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,30
45,2013,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.4166666666666667
46,2013,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,0.16666666666666666
46,2013,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.4166666666666667
46,2013,Treated,Perennial forb,Native,Ragweed,Ambrosia confertiflora,5.5
46,2013,Treated,Perennial forb,Native,Slender janusia,Janusia gracilis,0.08333333333333333
46,2013,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,5
46,2013,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.5
46,2013,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,1.6666666666666667
46,2013,Treated,Perennial grass,Native,Tanglehead,Heteropogon contortus,2.9166666666666665
46,2013,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,19.166666666666668
46,2013,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,2.5
47,2013,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,0.16666666666666666
47,2013,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.4166666666666667
47,2013,Treated,Perennial forb,Native,Ragweed,Ambrosia confertiflora,5.5
47,2013,Treated,Perennial grass,Invasive,Buffelgrass,Pennisetum ciliare,2.5833333333333335
47,2013,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.08333333333333333
47,2013,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.4166666666666667
47,2013,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,5
47,2013,Treated,Perennial grass,Native,Tanglehead,Heteropogon contortus,2.5
47,2013,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,2.5
47,2013,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,42.916666666666664
49,2013,Control,Annual grass,Native,Needle grama,Bouteloua aristidoides,0.20833333333333337
49,2013,Control,Annual grass,Native,Sixweek threeawn,Aristida adscensionis,0.4166666666666667
49,2013,Control,Annual grass,Unknown native status,Cupgrass,Eriochloa,1.0416666666666667
49,2013,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.4166666666666667
49,2013,Control,Perennial forb,Native,Ragweed,Ambrosia confertiflora,2.0833333333333335
49,2013,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.5
49,2013,Control,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.8333333333333334
49,2013,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,14.25
49,2013,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.4166666666666667
49,2013,Control,Perennial grass,Native,Tanglehead,Heteropogon contortus,0.4166666666666667
49,2013,Control,Shrub,Native,Desert zinnia,Zinnia acerosa,5
49,2013,Control,Shrub,Native,False mesquite,Calliandra eriophylla,8
49,2013,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.4166666666666667
49,2013,Control,Tree,Native,Velvet mesquite,Prosopis velutina,13.75
50,2013,Control,Annual grass,Native,Arizona panic,Panicum,0.08333333333333333
50,2013,Control,Annual grass,Native,Mexican panic,Panicum,1.25
50,2013,Control,Annual grass,Native,Needle grama,Bouteloua aristidoides,0.08333333333333333
50,2013,Control,Annual grass,Native,Sixweek threeawn,Aristida adscensionis,0.4166666666666667
50,2013,Control,Annual grass,Unknown native status,Cupgrass,Eriochloa,1.75
50,2013,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.4166666666666667
50,2013,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,5
50,2013,Control,Perennial forb,Native,Ragweed,Ambrosia confertiflora,0.8333333333333334
50,2013,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.8333333333333334
50,2013,Control,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,1.25
50,2013,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,10.083333333333334
50,2013,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.5
50,2013,Control,Shrub,Native,Burroweed,Isocoma tenuisecta,2.9166666666666665
50,2013,Control,Shrub,Native,False mesquite,Calliandra eriophylla,5
50,2013,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,10
50,2013,Control,Tree,Native,Velvet mesquite,Prosopis velutina,12.916666666666666
51,2013,Control,Annual grass,Native,Needle grama,Bouteloua aristidoides,1.25
51,2013,Control,Annual grass,Unknown native status,Cupgrass,Eriochloa,1.6666666666666667
51,2013,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.4166666666666667
51,2013,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.5
51,2013,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,5
51,2013,Control,Perennial forb,Native,Ragweed,Ambrosia confertiflora,0.08333333333333333
51,2013,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.4166666666666667
51,2013,Control,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,2.9166666666666665
51,2013,Control,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,0.4166666666666667
51,2013,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,7.5
51,2013,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.5
51,2013,Control,Perennial grass,Native,Tanglehead,Heteropogon contortus,0.8333333333333334
51,2013,Control,Shrub,Native,Desert zinnia,Zinnia acerosa,2.5
51,2013,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.5
51,2013,Control,Tree,Native,Velvet mesquite,Prosopis velutina,56.25
52,2013,Control,Annual grass,Native,Arizona panic,Panicum,0.20833333333333337
52,2013,Control,Annual grass,Native,Feather fingergrass,Chloris virgata,1.0416666666666667
52,2013,Control,Annual grass,Native,Mexican panic,Panicum,0.20833333333333337
52,2013,Control,Annual grass,Native,Needle grama,Bouteloua aristidoides,0.4166666666666667
52,2013,Control,Annual grass,Native,Sixweek threeawn,Aristida adscensionis,1.4583333333333333
52,2013,Control,Annual grass,Unknown native status,Cupgrass,Eriochloa,1.25
52,2013,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.08333333333333333
52,2013,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,5.833333333333333
52,2013,Control,Perennial forb,Native,Ragweed,Ambrosia confertiflora,2.5
52,2013,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,2.5833333333333335
52,2013,Control,Perennial grass,Native,Arizona cottontop,Digitaria californica,2.5
52,2013,Control,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,2.9166666666666665
52,2013,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,5.083333333333333
52,2013,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,2.75
52,2013,Control,Perennial grass,Native,Tanglehead,Heteropogon contortus,0.08333333333333333
52,2013,Control,Shrub,Native,False mesquite,Calliandra eriophylla,2.5833333333333335
52,2013,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.5
52,2013,Control,Shrub,Native,Staghorn cholla,Cylindropuntia versicolor,2.9166666666666665
52,2013,Control,Tree,Native,Velvet mesquite,Prosopis velutina,39.583333333333336
53,2013,Control,Annual grass,Native,Feather fingergrass,Chloris virgata,0.16666666666666666
53,2013,Control,Annual grass,Native,Needle grama,Bouteloua aristidoides,0.16666666666666666
53,2013,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.4166666666666667
53,2013,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,3.3333333333333335
53,2013,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,5
53,2013,Control,Perennial grass,Native,Arizona cottontop,Digitaria californica,2.5
53,2013,Control,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.8333333333333334
53,2013,Control,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,5.083333333333333
53,2013,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,7.5
53,2013,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,3.0833333333333335
53,2013,Control,Shrub,Native,Brittlebush,Encelia farinosa,0.08333333333333333
53,2013,Control,Shrub,Native,Burroweed,Isocoma tenuisecta,3
53,2013,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.5
53,2013,Control,Tree,Native,Velvet mesquite,Prosopis velutina,63.75
54,2013,Control,Annual grass,Native,Sixweek threeawn,Aristida adscensionis,0.08333333333333333
54,2013,Control,Annual grass,Unknown native status,Cupgrass,Eriochloa,0.16666666666666666
54,2013,Control,Perennial forb,Native,Ragweed,Ambrosia confertiflora,0.08333333333333333
54,2013,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,11.25
54,2013,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.4166666666666667
54,2013,Control,Shrub,Native,Brickellia,Brickellia coulteri,19.166666666666668
54,2013,Control,Shrub,Native,Burroweed,Isocoma tenuisecta,2.5
54,2013,Control,Shrub,Native,Desert zinnia,Zinnia acerosa,2.5
54,2013,Control,Tree,Native,Velvet mesquite,Prosopis velutina,38
55,2013,Control,Annual grass,Invasive,Stinkgrass,Eragrostis cilianensis,0.8333333333333334
55,2013,Control,Annual grass,Native,Feather fingergrass,Chloris virgata,1.875
55,2013,Control,Annual grass,Native,Mexican panic,Panicum,1.4583333333333333
55,2013,Control,Annual grass,Native,Needle grama,Bouteloua aristidoides,0.8333333333333334
55,2013,Control,Annual grass,Native,Sixweek grama,Bouteloua barbata,1.0416666666666667
55,2013,Control,Annual grass,Native,Sixweek threeawn,Aristida adscensionis,2.5833333333333335
55,2013,Control,Annual grass,Unknown native status,Cupgrass,Eriochloa,0.8333333333333334
55,2013,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.08333333333333333
55,2013,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.4166666666666667
55,2013,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,2.9166666666666665
55,2013,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,2.5833333333333335
55,2013,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,3.3333333333333335
55,2013,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.16666666666666666
55,2013,Control,Perennial grass,Native,Tanglehead,Heteropogon contortus,0.4166666666666667
55,2013,Control,Shrub,Native,Brickellia,Brickellia coulteri,6.75
55,2013,Control,Shrub,Native,Burroweed,Isocoma tenuisecta,0.4166666666666667
55,2013,Control,Shrub,Native,Desert zinnia,Zinnia acerosa,2.5
55,2013,Control,Shrub,Native,False mesquite,Calliandra eriophylla,2.5
55,2013,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,2.9166666666666665
55,2013,Control,Tree,Native,Velvet mesquite,Prosopis velutina,50.833333333333336
56,2013,Control,Annual grass,Native,Needle grama,Bouteloua aristidoides,0.20833333333333337
56,2013,Control,Annual grass,Native,Sixweek threeawn,Aristida adscensionis,1.0416666666666667
56,2013,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,2.5
56,2013,Control,Perennial forb,Native,Ragweed,Ambrosia confertiflora,0.08333333333333333
56,2013,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,1.6666666666666667
56,2013,Control,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,5
56,2013,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,5.416666666666667
56,2013,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.08333333333333333
56,2013,Control,Shrub,Native,Brickellia,Brickellia coulteri,20.416666666666668
56,2013,Control,Shrub,Native,Burroweed,Isocoma tenuisecta,2.5
56,2013,Control,Shrub,Native,Desert zinnia,Zinnia acerosa,2.5
56,2013,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,5
56,2013,Control,Tree,Native,Velvet mesquite,Prosopis velutina,16.75
