Sample,Year,Treatment,Functional,Native,Common,Scientific,Cover
1,2012,Treated,Annual forb,Unknown native status,Annual forb (year summed),NA,2.9166666666666665
1,2012,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,5.5
1,2012,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,2.5833333333333335
1,2012,Treated,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.4166666666666667
1,2012,Treated,Perennial forb,Native,Slender janusia,Janusia gracilis,0.4166666666666667
1,2012,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,2.6666666666666665
1,2012,Treated,Perennial grass,Native,Slender grama,Bouteloua repens,5.833333333333333
1,2012,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,16.666666666666668
2,2012,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,0.5
2,2012,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.4166666666666667
2,2012,Treated,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.08333333333333333
2,2012,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.08333333333333333
2,2012,Treated,Perennial grass,Native,Slender grama,Bouteloua repens,6.25
2,2012,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.4166666666666667
2,2012,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,10.5
2,2012,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,8.75
3,2012,Treated,Annual forb,Native,Coulter's spiderling,Boerhavia coulteri,0.08333333333333333
3,2012,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,0.5
3,2012,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.4166666666666667
3,2012,Treated,Perennial forb,Native,Ayenia,Ayenia microphylla,0.08333333333333333
3,2012,Treated,Perennial forb,Native,Ragweed,Ambrosia confertiflora,0.08333333333333333
3,2012,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,10.416666666666666
3,2012,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,5.416666666666667
3,2012,Treated,Perennial grass,Native,Slender grama,Bouteloua repens,0.4166666666666667
3,2012,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,2.5833333333333335
3,2012,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,6.666666666666667
4,2012,Treated,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.08333333333333333
4,2012,Treated,Perennial forb,Native,Ayenia,Ayenia microphylla,0.08333333333333333
4,2012,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.08333333333333333
4,2012,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,2.5
4,2012,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.08333333333333333
4,2012,Treated,Tree,Native,Foothill palo verde,Parkinsonia microphylla,24.583333333333332
5,2012,Treated,Perennial forb,Native,Ragweed,Ambrosia confertiflora,0.8333333333333334
5,2012,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,5
5,2012,Treated,Perennial grass,Native,Slender grama,Bouteloua repens,0.4166666666666667
5,2012,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.08333333333333333
5,2012,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,2.5
6,2012,Treated,Annual forb,Unknown native status,Annual forb (year summed),NA,0.16666666666666666
6,2012,Treated,Annual grass,Unknown native status,Annual grass (year summed),NA,0.4166666666666667
6,2012,Treated,Annual grass,Unknown native status,Brachiaria,Brachiaria,0.08333333333333333
6,2012,Treated,Perennial forb,Native,Ayenia,Ayenia microphylla,0.4166666666666667
6,2012,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.5833333333333334
6,2012,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,2.9166666666666665
6,2012,Treated,Perennial grass,Native,Tanglehead,Heteropogon contortus,0.4166666666666667
6,2012,Treated,Perennial grass,Unknown native status,"Unknown perennial grass, C21",NA,0.08333333333333333
6,2012,Treated,Shrub,Native,AZ wrightwort,Carlowrightia arizonica,0.08333333333333333
6,2012,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,5.416666666666667
6,2012,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,10.416666666666666
7,2012,Treated,Annual grass,Native,Sixweek threeawn,Aristida adscensionis,0.8333333333333334
7,2012,Treated,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.08333333333333333
7,2012,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,2.5
7,2012,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.4166666666666667
7,2012,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.08333333333333333
7,2012,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,30.5
8,2012,Treated,Annual grass,Native,Sixweek grama,Bouteloua barbata,0.08333333333333333
8,2012,Treated,Annual grass,Unknown native status,Annual panic,Panicum,0.4166666666666667
8,2012,Treated,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.08333333333333333
8,2012,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,2.5
8,2012,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.08333333333333333
8,2012,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,0.08333333333333333
9,2012,Treated,Annual grass,Native,Sixweek threeawn,Aristida adscensionis,0.08333333333333333
9,2012,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.08333333333333333
9,2012,Treated,Perennial forb,Native,Ayenia,Ayenia microphylla,0.4166666666666667
9,2012,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,11.666666666666666
9,2012,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,1.25
9,2012,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,13.333333333333334
9,2012,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,2.5
9,2012,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,0.08333333333333333
10,2012,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.5
10,2012,Treated,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.5
10,2012,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.5
10,2012,Treated,Shrub,Native,Desert zinnia,Zinnia acerosa,0.4166666666666667
10,2012,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,0.16666666666666666
10,2012,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,6.333333333333333
11,2012,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,2.5
11,2012,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,53.75
12,2012,Treated,Annual grass,Native,Needle grama,Bouteloua aristidoides,0.08333333333333333
12,2012,Treated,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.08333333333333333
12,2012,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,9.25
12,2012,Treated,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,2.9166666666666665
12,2012,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.08333333333333333
12,2012,Treated,Shrub,Native,Desert zinnia,Zinnia acerosa,0.4166666666666667
12,2012,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,7.166666666666667
12,2012,Treated,Shrub,Native,Shortleaf baccharis,Baccharis brachyphylla,2.5833333333333335
12,2012,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.08333333333333333
12,2012,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,22.5
13,2012,Treated,Perennial grass,Invasive,Buffelgrass,Pennisetum ciliare,0.4166666666666667
13,2012,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,5.833333333333333
13,2012,Treated,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.4166666666666667
13,2012,Treated,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,5
13,2012,Treated,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,2.5
13,2012,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,14.166666666666666
13,2012,Treated,Shrub,Native,Shortleaf baccharis,Baccharis brachyphylla,6.666666666666667
13,2012,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,0.4166666666666667
14,2012,Treated,Perennial forb,Native,Ragweed,Ambrosia confertiflora,0.5
14,2012,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,4.166666666666667
14,2012,Treated,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.4166666666666667
14,2012,Treated,Perennial grass,Native,Purple threeawn,Aristida purpurea var. purpurea,2.5
14,2012,Treated,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,5
14,2012,Treated,Shrub,Native,AZ wrightwort,Carlowrightia arizonica,3.3333333333333335
14,2012,Treated,Shrub,Native,Desert zinnia,Zinnia acerosa,0.16666666666666666
14,2012,Treated,Shrub,Native,False mesquite,Calliandra eriophylla,2.5
14,2012,Treated,Shrub,Native,Shortleaf baccharis,Baccharis brachyphylla,8.75
14,2012,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,2.9166666666666665
15,2012,Treated,Perennial forb,Native,Ayenia,Ayenia microphylla,0.08333333333333333
15,2012,Treated,Perennial forb,Native,Ragweed,Ambrosia confertiflora,0.8333333333333334
15,2012,Treated,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,5
15,2012,Treated,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.4166666666666667
15,2012,Treated,Perennial grass,Native,Purple threeawn,Aristida purpurea var. purpurea,2.5
15,2012,Treated,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.08333333333333333
15,2012,Treated,Tree,Native,Velvet mesquite,Prosopis velutina,6.25
16,2012,Control,Annual forb,Unknown native status,Annual aster,NA,0.08333333333333333
16,2012,Control,Annual grass,Unknown native status,Annual panic,Panicum,0.08333333333333333
16,2012,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.08333333333333333
16,2012,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,3.0833333333333335
16,2012,Control,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.4166666666666667
16,2012,Control,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,2.5
16,2012,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,2.5
16,2012,Control,Perennial grass,Native,Slender grama,Bouteloua repens,0.5833333333333334
16,2012,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,6.833333333333333
16,2012,Control,Shrub,Native,AZ wrightwort,Carlowrightia arizonica,0.5
16,2012,Control,Shrub,Native,False mesquite,Calliandra eriophylla,27.5
16,2012,Control,Shrub,Native,Ocotillo,Fouquieria splendens,2.5
16,2012,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,2.9166666666666665
16,2012,Control,Tree,Native,Velvet mesquite,Prosopis velutina,43.333333333333336
18,2012,Control,Annual forb,Native,Coulter's spiderling,Boerhavia coulteri,0.4166666666666667
18,2012,Control,Annual forb,Native,Sorrel buckwheat,Eriogonum polycladon,0.4166666666666667
18,2012,Control,Annual grass,Native,Feather fingergrass,Chloris virgata,0.4166666666666667
18,2012,Control,Annual grass,Unknown native status,Annual bristlegrass,Setaria,0.4166666666666667
18,2012,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.4166666666666667
18,2012,Control,Perennial forb,Native,Ragweed,Ambrosia confertiflora,1.4166666666666667
18,2012,Control,Perennial forb,Unknown native status,Lambsquarters,Chenopodium album,0.4166666666666667
18,2012,Control,Perennial grass,Native,Arizona cottontop,Digitaria californica,2.5
18,2012,Control,Perennial grass,Native,Bush muhly,Muhlenbergia porteri,0.4166666666666667
18,2012,Control,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.4166666666666667
18,2012,Control,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,5
18,2012,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,0.4166666666666667
18,2012,Control,Perennial grass,Native,Slender grama,Bouteloua repens,7.5
18,2012,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,2.5
18,2012,Control,Perennial grass,Native,Tanglehead,Heteropogon contortus,22.916666666666668
18,2012,Control,Shrub,Native,AZ wrightwort,Carlowrightia arizonica,0.5
18,2012,Control,Tree,Native,Velvet mesquite,Prosopis velutina,55
19,2012,Control,Annual grass,Native,Arizona panic,Panicum,0.8333333333333334
19,2012,Control,Annual grass,Native,Feather fingergrass,Chloris virgata,0.4166666666666667
19,2012,Control,Annual grass,Native,Needle grama,Bouteloua aristidoides,2.5
19,2012,Control,Annual grass,Unknown native status,Annual grass (year summed),NA,2.5
19,2012,Control,Annual grass,Unknown native status,Brown panic,Panicum,0.8333333333333334
19,2012,Control,Annual grass,Unknown native status,Cupgrass,Eriochloa,0.8333333333333334
19,2012,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.5
19,2012,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,1.25
19,2012,Control,Perennial forb,Native,Ragweed,Ambrosia confertiflora,0.4166666666666667
19,2012,Control,Perennial forb,Unknown native status,"Unknown perennial forb, C19",NA,2.5
19,2012,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,3.3333333333333335
19,2012,Control,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,7.083333333333333
19,2012,Control,Perennial grass,Native,Purple threeawn,Aristida purpurea var. purpurea,0.4166666666666667
19,2012,Control,Perennial grass,Native,Slender grama,Bouteloua repens,2.9166666666666665
19,2012,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.5
19,2012,Control,Shrub,Native,AZ wrightwort,Carlowrightia arizonica,2.9166666666666665
19,2012,Control,Shrub,Native,Eastern Mojave buckwheat,Eriogonum fasciculatum,2.5
19,2012,Control,Shrub,Native,Trixis,Trixis,12.5
19,2012,Control,Tree,Native,Velvet mesquite,Prosopis velutina,65.5
20,2012,Control,Annual grass,Native,Feather fingergrass,Chloris virgata,0.08333333333333333
20,2012,Control,Annual grass,Unknown native status,Annual panic,Panicum,0.16666666666666666
20,2012,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.08333333333333333
20,2012,Control,Perennial forb,Native,Ragweed,Ambrosia confertiflora,0.8333333333333334
20,2012,Control,Perennial forb,Unknown native status,"Unknown perennial forb, C19",NA,0.08333333333333333
20,2012,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,9.166666666666666
20,2012,Control,Perennial grass,Native,Bush muhly,Muhlenbergia porteri,2.5
20,2012,Control,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.4166666666666667
20,2012,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,7.083333333333333
20,2012,Control,Perennial grass,Native,Slender grama,Bouteloua repens,9.166666666666666
20,2012,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.9166666666666666
20,2012,Control,Perennial grass,Native,Sprucetop grama,Bouteloua chondrosioides,2.5
20,2012,Control,Shrub,Native,AZ wrightwort,Carlowrightia arizonica,0.4166666666666667
20,2012,Control,Shrub,Native,False mesquite,Calliandra eriophylla,17.083333333333332
20,2012,Control,Shrub,Native,Prickly pear,Opuntia engelmannii,0.5
21,2012,Control,Annual forb,Native,Coulter's spiderling,Boerhavia coulteri,0.8333333333333334
21,2012,Control,Annual grass,Native,Feather fingergrass,Chloris virgata,0.08333333333333333
21,2012,Control,Annual grass,Unknown native status,Annual panic,Panicum,0.5
21,2012,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,8.75
21,2012,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.9166666666666666
21,2012,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,1.25
21,2012,Control,Perennial grass,Native,Purple threeawn,Aristida purpurea var. purpurea,0.8333333333333334
21,2012,Control,Perennial grass,Native,Slender grama,Bouteloua repens,32.083333333333336
21,2012,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,6.75
21,2012,Control,Shrub,Native,AZ wrightwort,Carlowrightia arizonica,2.9166666666666665
21,2012,Control,Shrub,Native,Eastern Mojave buckwheat,Eriogonum fasciculatum,0.4166666666666667
21,2012,Control,Shrub,Native,False mesquite,Calliandra eriophylla,6.333333333333333
22,2012,Control,Annual grass,Unknown native status,Annual panic,Panicum,0.08333333333333333
22,2012,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.08333333333333333
22,2012,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.08333333333333333
22,2012,Control,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,0.08333333333333333
22,2012,Control,Perennial grass,Native,Purple threeawn,Aristida purpurea var. purpurea,0.5
22,2012,Control,Perennial grass,Native,Slender grama,Bouteloua repens,8.833333333333334
22,2012,Control,Shrub,Native,Eastern Mojave buckwheat,Eriogonum fasciculatum,0.5
22,2012,Control,Shrub,Native,False mesquite,Calliandra eriophylla,8.75
22,2012,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,2.9166666666666665
22,2012,Control,Tree,Native,Velvet mesquite,Prosopis velutina,49.583333333333336
23,2012,Control,Annual forb,Native,Coulter's spiderling,Boerhavia coulteri,0.4166666666666667
23,2012,Control,Annual grass,Unknown native status,Annual panic,Panicum,0.5833333333333334
23,2012,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.4166666666666667
23,2012,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.5833333333333334
23,2012,Control,Perennial forb,Native,Slender janusia,Janusia gracilis,0.4166666666666667
23,2012,Control,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.4166666666666667
23,2012,Control,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,0.4166666666666667
23,2012,Control,Perennial grass,Native,Purple threeawn,Aristida purpurea var. purpurea,1.25
23,2012,Control,Perennial grass,Native,Slender grama,Bouteloua repens,8.75
23,2012,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.5
23,2012,Control,Shrub,Native,Eastern Mojave buckwheat,Eriogonum fasciculatum,0.4166666666666667
23,2012,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,2.5
24,2012,Control,Annual grass,Native,Needle grama,Bouteloua aristidoides,2.9166666666666665
24,2012,Control,Annual grass,Unknown native status,Annual panic,Panicum,0.16666666666666666
24,2012,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.4166666666666667
24,2012,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.5833333333333334
24,2012,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.08333333333333333
24,2012,Control,Perennial forb,Unknown native status,Flameflower,Talinum,0.4166666666666667
24,2012,Control,Perennial grass,Native,Slender grama,Bouteloua repens,8.333333333333334
24,2012,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.5
24,2012,Control,Shrub,Native,AZ wrightwort,Carlowrightia arizonica,3.3333333333333335
24,2012,Control,Shrub,Native,False mesquite,Calliandra eriophylla,21.25
24,2012,Control,Tree,Native,Velvet mesquite,Prosopis velutina,10.416666666666666
25,2012,Control,Annual grass,Unknown native status,Annual panic,Panicum,0.4166666666666667
25,2012,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.08333333333333333
25,2012,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,0.08333333333333333
25,2012,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,6.333333333333333
25,2012,Control,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,2.5
25,2012,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,2.5833333333333335
25,2012,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,6.25
25,2012,Control,Shrub,Native,Burroweed,Isocoma tenuisecta,6.25
25,2012,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,2.5
25,2012,Control,Tree,Native,Velvet mesquite,Prosopis velutina,49.166666666666664
26,2012,Control,Annual forb,Native,Coulter's spiderling,Boerhavia coulteri,2.9166666666666665
26,2012,Control,Annual grass,Unknown native status,Annual grass (year summed),NA,24.583333333333332
26,2012,Control,Annual grass,Unknown native status,Annual panic,Panicum,2.5
26,2012,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.9166666666666666
26,2012,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.9166666666666666
26,2012,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.5
26,2012,Control,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,2.5
26,2012,Control,Perennial grass,Native,Purple threeawn,Aristida purpurea var. purpurea,0.08333333333333333
26,2012,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,6.25
26,2012,Control,Perennial grass,Native,Slender grama,Bouteloua repens,1.3333333333333333
26,2012,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,2.5
26,2012,Control,Shrub,Native,Eastern Mojave buckwheat,Eriogonum fasciculatum,0.08333333333333333
26,2012,Control,Tree,Native,Velvet mesquite,Prosopis velutina,53.75
27,2012,Control,Annual forb,Native,Coulter's spiderling,Boerhavia coulteri,0.8333333333333334
27,2012,Control,Annual grass,Unknown native status,Annual panic,Panicum,8.833333333333334
27,2012,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,2.9166666666666665
27,2012,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.08333333333333333
27,2012,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,2.5833333333333335
27,2012,Control,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,0.4166666666666667
27,2012,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,6.25
27,2012,Control,Perennial grass,Native,Slender grama,Bouteloua repens,2.5
27,2012,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,2.5
27,2012,Control,Shrub,Native,Eastern Mojave buckwheat,Eriogonum fasciculatum,0.08333333333333333
27,2012,Control,Tree,Native,Velvet mesquite,Prosopis velutina,40.833333333333336
28,2012,Control,Annual grass,Unknown native status,Annual panic,Panicum,0.5
28,2012,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.8333333333333334
28,2012,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.08333333333333333
28,2012,Control,Perennial forb,Native,Ayenia,Ayenia microphylla,2.5
28,2012,Control,Perennial forb,Native,Slender janusia,Janusia gracilis,0.8333333333333334
28,2012,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,5.833333333333333
28,2012,Control,Perennial grass,Native,Slender grama,Bouteloua repens,8.916666666666666
28,2012,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,2.5
28,2012,Control,Shrub,Native,Burroweed,Isocoma tenuisecta,0.4166666666666667
28,2012,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.4166666666666667
28,2012,Control,Tree,Native,Velvet mesquite,Prosopis velutina,6.666666666666667
29,2012,Control,Annual grass,Unknown native status,Annual lovegrass,Eragrostis,0.4166666666666667
29,2012,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.08333333333333333
29,2012,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.08333333333333333
29,2012,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,7.5
29,2012,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,6.25
29,2012,Control,Perennial grass,Native,Slender grama,Bouteloua repens,13.75
29,2012,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,8.75
29,2012,Control,Shrub,Native,Desert zinnia,Zinnia acerosa,0.5
29,2012,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,22.083333333333332
30,2012,Control,Annual forb,Unknown native status,Annual aster,NA,0.08333333333333333
30,2012,Control,Annual grass,Unknown native status,Annual panic,Panicum,0.08333333333333333
30,2012,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.08333333333333333
30,2012,Control,Perennial forb,Native,Ragweed,Ambrosia confertiflora,0.4166666666666667
30,2012,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,11.25
30,2012,Control,Perennial grass,Native,Sideoats grama,Bouteloua curtipendula,2.5
30,2012,Control,Perennial grass,Native,Slender grama,Bouteloua repens,15.833333333333334
30,2012,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,0.08333333333333333
30,2012,Control,Shrub,Native,False mesquite,Calliandra eriophylla,2.5
30,2012,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,1.25
31,2012,Control,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.4166666666666667
31,2012,Control,Perennial grass,Native,Slender grama,Bouteloua repens,0.8333333333333334
31,2012,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,2.5
31,2012,Control,Shrub,Native,Desert zinnia,Zinnia acerosa,2.5
31,2012,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,0.8333333333333334
31,2012,Control,Tree,Native,Velvet mesquite,Prosopis velutina,65.83333333333333
32,2012,Control,Annual grass,Unknown native status,Annual panic,Panicum,0.8333333333333334
32,2012,Control,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.4166666666666667
32,2012,Control,Perennial forb,Native,Arizona blue eyes,Evolvulus arizonicus,0.08333333333333333
32,2012,Control,Perennial grass,Invasive,Lehmann lovegrass,Eragrostis lehmanniana,0.5
32,2012,Control,Perennial grass,Native,Arizona cottontop,Digitaria californica,0.4166666666666667
32,2012,Control,Perennial grass,Native,Cane beardgrass,Bothriochloa barbinodis,2.9166666666666665
32,2012,Control,Perennial grass,Native,Slender grama,Bouteloua repens,5.916666666666667
32,2012,Control,Perennial grass,Native,Spidergrass,Aristida ternipes var. ternipes/gentilis,9.166666666666666
32,2012,Control,Shrub,Native,Desert zinnia,Zinnia acerosa,0.4166666666666667
32,2012,Control,Shrub,Native,False mesquite,Calliandra eriophylla,2.9166666666666665
32,2012,Control,Shrub,Native,Snakeweed,Gutierrezia sarothrae,10
32,2012,Control,Tree,Native,Velvet mesquite,Prosopis velutina,29.583333333333332
33,2012,Treated,Annual grass,Unknown native status,Brown panic,Panicum,0.08333333333333333
33,2012,Treated,Annual grass,Unknown native status,"Unknown annual grass, C13",NA,0.08333333333333333
33,2012,Treated,Perennial forb,Invasive,Spreading fantails,Sida abutifolia,0.5
33,2012,Treated,Perennial forb,Native,Ayenia,Ayenia microphylla,0.4166666666666667
33,2012,Treated,Perennial forb,Native,Fern acacia,Acacia angustissima,2.5
33,2012,Treated,Perennial forb,Unknown native status,"Unknown perennial forb, C13",NA,0.08333333333333333
33,2012,Treated,Perennial grass,Native,Plains bristlegrass,Setaria vulpiseta,0.5833333333333334
33,2012,Treated,Perennial grass,Unknown native status,"Unknown perennial grass, C13",NA,0.16666666666666666
