	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_2293	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_2362	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_2528	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_2542	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_2882	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_2930	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_2950	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_2973	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_3032	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_3343	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_4263	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_4631	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_6590	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_7087	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_7502	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_7655	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_7802	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_8516	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_9193	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_9207	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_9754	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_9842	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_9870	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_10041	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_10155	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_10174	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_11747	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_12522	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_12597	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_13241	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_13278	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_13322	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_13413	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_14559	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_14755	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_15092	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_15611	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_16213	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_16668	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_16740	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_17872	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_18221	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_21785	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_22005	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	NA
ASV_71	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_860	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_889	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_916	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_1282	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_1352	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_1413	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_1506	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_1590	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_2229	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_2305	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_2341	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_2367	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_2465	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_4236	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_4560	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_5110	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_5748	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_5750	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_6330	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_9517	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_9624	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_10023	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_10447	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_11262	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_17284	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_18092	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_18096	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_21313	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	NA
ASV_18996	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011_GWC1_47_15	NA	NA
ASV_3508	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_8142	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_9308	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_9610	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_10152	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_10593	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11047	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11154	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_11719	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_12352	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_12393	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_12663	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_12780	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_12951	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_13204	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_13253	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_13419	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_14264	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_14618	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_14638	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_14738	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_15001	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_15683	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_15783	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_16047	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_16164	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_16658	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_16720	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_17024	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_17234	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_17370	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_17588	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_17732	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_17752	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_17907	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_17954	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_17974	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_18085	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_18099	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_18198	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_18224	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_18378	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_18425	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_18438	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_18486	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_18740	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_18833	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_19108	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_19217	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_19263	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_19320	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_19614	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_19782	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_20314	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_20700	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_20809	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
ASV_450	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_670	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_1080	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_2549	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_2598	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_2780	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_3748	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_3762	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_3882	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_3885	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_3990	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_4101	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_4261	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_4378	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_4778	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_5059	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_5650	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_6089	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_6235	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_6808	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_7125	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_8306	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_8415	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_8661	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_8854	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_8914	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_8982	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_9008	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_9215	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_9357	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_9711	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_9786	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_10084	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_10146	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_10227	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_10606	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_10912	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_12121	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_12355	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_12493	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_12572	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_12771	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_13242	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_13639	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_13673	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_13743	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_15117	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_15234	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_15529	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_15944	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_16082	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_16312	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_18736	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_18949	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_19375	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_19505	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_21487	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
ASV_17556	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	NA
ASV_2664	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_5403	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_6545	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_7480	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_8831	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_9322	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_12529	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_16490	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_16662	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_16709	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_17163	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_17528	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_17839	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_18502	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_18728	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_18827	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_19307	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_20266	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_21489	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	NA
ASV_102	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
ASV_850	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
ASV_1188	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
ASV_1250	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
ASV_1970	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
ASV_2372	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
ASV_2402	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
ASV_2610	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
ASV_2779	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
ASV_3094	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
ASV_3323	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
ASV_3360	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
ASV_3626	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
ASV_3672	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
ASV_3699	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
ASV_4104	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
ASV_4290	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
ASV_4924	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
