# -------------------------------------NOTICE------------------------------------------
# These data readings are Preliminary.
#
# Most data relayed by telemetry have received little or no review.
# Inaccuracies in the data may be present because of instrument
# malfunctions and/or physical changes at the measurement site.
#
# Subsequent review may result in significant revisions to the data.
# * (asterisk) indicates questionable data
#
# Retrieved: 2023-02-10 15:57:56 (MST)
# (Note: Gage clock may be different from current time)
#
# This file contains data for 1 Altar Wash at Highway 286 sensor(s):
# 6380
#
# -------------------------------------------------------------------------------------
#
# Data provided for Altar Wash at Highway 286 sensors
# over the period of '01/01/2016' to '11/30/2016'
#

Sensor ID,Date and Time (MST),Value (in)
6380,2016-11-30 22:08:28,6.10,*
6380,2016-11-30 10:08:27,6.10,*
6380,2016-11-29 22:08:26,6.10,*
6380,2016-11-29 10:08:25,6.10,*
6380,2016-11-28 22:36:32,6.10,*
6380,2016-11-28 22:11:58,6.06,*
6380,2016-11-28 22:08:24,6.02,*
6380,2016-11-28 21:33:29,6.02,*
6380,2016-11-28 10:08:23,5.98,*
6380,2016-11-27 22:08:22,5.98,*
6380,2016-11-27 10:08:21,5.98,*
6380,2016-11-26 22:08:20,5.98,*
6380,2016-11-26 10:08:20,5.98,*
6380,2016-11-25 22:08:19,5.98,*
6380,2016-11-25 10:08:18,5.98,*
6380,2016-11-24 22:08:17,5.98,*
6380,2016-11-24 10:08:16,5.98,*
6380,2016-11-23 22:08:15,5.98,*
6380,2016-11-23 10:08:14,5.98,*
6380,2016-11-22 22:08:13,5.98,*
6380,2016-11-22 10:08:12,5.98,*
6380,2016-11-21 22:08:11,5.98,*
6380,2016-11-21 10:08:11,5.98,*
6380,2016-11-21 08:13:36,5.98,*
6380,2016-11-20 22:08:11,5.94,*
6380,2016-11-20 10:08:09,5.94,*
6380,2016-11-19 22:08:08,5.94,*
6380,2016-11-19 10:08:07,5.94,*
6380,2016-11-18 22:08:06,5.94,*
6380,2016-11-18 10:08:06,5.94,*
6380,2016-11-17 22:08:05,5.94,*
6380,2016-11-17 10:08:04,5.94,*
6380,2016-11-16 22:08:03,5.94,*
6380,2016-11-16 10:08:03,5.94,*
6380,2016-11-15 22:08:02,5.94,*
6380,2016-11-15 10:08:01,5.94,*
6380,2016-11-14 22:08:00,5.94,*
6380,2016-11-14 10:07:59,5.94,*
6380,2016-11-13 10:07:58,5.94,
6380,2016-11-12 22:07:57,5.94,
6380,2016-11-12 10:07:56,5.94,
6380,2016-11-11 22:07:55,5.94,
6380,2016-11-11 10:07:55,5.94,
6380,2016-11-10 22:07:54,5.94,
6380,2016-11-10 10:07:53,5.94,
6380,2016-11-09 22:07:53,5.94,
6380,2016-11-09 10:07:52,5.94,
6380,2016-11-08 22:07:51,5.94,
6380,2016-11-08 10:07:50,5.94,
6380,2016-11-07 22:07:49,5.94,
6380,2016-11-07 10:07:49,5.94,
6380,2016-11-06 22:07:48,5.94,
6380,2016-11-06 10:07:47,5.94,*
6380,2016-11-05 22:07:46,5.94,*
6380,2016-11-05 10:07:46,5.94,*
6380,2016-11-04 22:07:45,5.94,*
6380,2016-11-04 10:07:44,5.94,*
6380,2016-11-03 22:07:43,5.94,*
6380,2016-11-03 10:07:43,5.94,*
6380,2016-11-02 22:07:42,5.94,*
6380,2016-11-02 10:07:41,5.94,*
6380,2016-11-01 22:07:41,5.94,*
6380,2016-11-01 10:07:40,5.94,*
6380,2016-10-31 22:07:39,5.94,*
6380,2016-10-31 10:07:39,5.94,*
6380,2016-10-30 22:07:38,5.94,*
6380,2016-10-30 10:07:38,5.94,*
6380,2016-10-29 22:07:37,5.94,*
6380,2016-10-29 10:07:37,5.94,*
6380,2016-10-28 22:07:35,5.94,*
6380,2016-10-28 10:07:35,5.94,*
6380,2016-10-27 22:07:34,5.94,*
6380,2016-10-27 10:07:33,5.94,*
6380,2016-10-26 22:07:33,5.94,*
6380,2016-10-26 10:07:32,5.94,*
6380,2016-10-25 22:07:31,5.94,*
6380,2016-10-25 10:07:31,5.94,*
6380,2016-10-24 22:07:30,5.94,*
6380,2016-10-24 10:07:30,5.94,*
6380,2016-10-23 22:07:29,5.94,*
6380,2016-10-23 16:04:17,5.94,*
6380,2016-10-23 10:07:28,5.91,*
6380,2016-10-22 22:07:27,5.91,
6380,2016-10-22 10:07:27,5.91,
6380,2016-10-21 22:07:26,5.91,
6380,2016-10-21 10:07:26,5.91,
6380,2016-10-20 22:07:25,5.91,
6380,2016-10-20 10:07:24,5.91,
6380,2016-10-19 22:07:23,5.91,
6380,2016-10-19 10:07:23,5.91,*
6380,2016-10-18 22:07:23,5.91,*
6380,2016-10-18 10:07:22,5.91,*
6380,2016-10-17 22:07:21,5.91,*
6380,2016-10-17 10:07:20,5.91,
6380,2016-10-16 22:07:19,5.91,
6380,2016-10-16 10:07:19,5.91,*
6380,2016-10-15 22:07:18,5.91,*
6380,2016-10-15 10:07:18,5.91,*
6380,2016-10-14 22:07:17,5.91,*
6380,2016-10-14 10:07:16,5.91,*
6380,2016-10-13 22:07:15,5.91,
6380,2016-10-13 10:07:15,5.91,
6380,2016-10-12 22:07:14,5.91,
6380,2016-10-12 10:07:13,5.91,
6380,2016-10-11 22:07:13,5.91,
6380,2016-10-11 10:07:11,5.91,*
6380,2016-10-10 22:07:11,5.91,*
6380,2016-10-10 10:07:11,5.91,*
6380,2016-10-09 10:07:09,5.91,*
6380,2016-10-08 22:07:09,5.91,*
6380,2016-10-08 10:07:08,5.91,*
6380,2016-10-07 22:07:08,5.91,
6380,2016-10-07 10:07:07,5.91,*
6380,2016-10-06 22:07:06,5.91,*
6380,2016-10-06 10:07:06,5.91,*
6380,2016-10-05 22:07:05,5.91,
6380,2016-10-05 10:07:04,5.91,
6380,2016-10-04 22:07:04,5.91,
6380,2016-10-04 10:07:03,5.91,
6380,2016-10-03 22:07:02,5.91,
6380,2016-10-03 10:07:01,5.91,
6380,2016-10-02 22:07:01,5.91,
6380,2016-10-02 10:07:00,5.91,*
6380,2016-10-01 22:07:00,5.91,*
6380,2016-10-01 10:06:59,5.91,*
6380,2016-09-30 22:06:59,5.91,*
6380,2016-09-30 10:06:58,5.91,*
6380,2016-09-29 22:06:57,5.91,*
6380,2016-09-29 19:09:37,5.91,*
6380,2016-09-29 10:06:56,5.87,*
6380,2016-09-29 07:35:58,5.87,*
6380,2016-09-29 07:12:33,5.83,*
6380,2016-09-29 06:30:05,5.79,*
6380,2016-09-29 06:01:42,5.75,*
6380,2016-09-28 22:06:56,5.71,*
6380,2016-09-28 10:06:55,5.71,*
6380,2016-09-27 22:06:55,5.71,*
6380,2016-09-27 15:09:49,5.71,*
6380,2016-09-27 15:05:10,5.67,*
6380,2016-09-27 10:06:54,5.63,*
6380,2016-09-27 05:23:08,5.63,*
6380,2016-09-27 05:07:13,5.59,*
6380,2016-09-26 22:06:53,5.55,*
6380,2016-09-26 10:06:52,5.55,*
6380,2016-09-25 22:06:52,5.55,*
6380,2016-09-25 10:06:51,5.55,*
6380,2016-09-24 22:06:51,5.55,*
6380,2016-09-24 10:06:50,5.55,*
6380,2016-09-23 22:06:49,5.55,*
6380,2016-09-23 10:06:48,5.55,*
6380,2016-09-22 22:06:48,5.55,*
6380,2016-09-22 10:06:47,5.55,*
6380,2016-09-21 22:06:47,5.55,*
6380,2016-09-21 10:06:46,5.55,*
6380,2016-09-20 22:06:46,5.55,*
6380,2016-09-20 10:06:45,5.55,*
6380,2016-09-19 22:06:44,5.55,*
6380,2016-09-16 22:06:41,5.55,*
6380,2016-09-16 10:06:40,5.55,*
6380,2016-09-15 22:06:39,5.55,*
6380,2016-09-15 10:06:39,5.55,*
6380,2016-09-14 22:06:38,5.55,*
6380,2016-09-14 10:06:37,5.55,*
6380,2016-09-13 22:06:37,5.55,*
6380,2016-09-13 10:06:36,5.55,*
6380,2016-09-12 22:06:36,5.55,*
6380,2016-09-12 10:06:35,5.55,*
6380,2016-09-11 22:06:34,5.55,
6380,2016-09-11 10:06:34,5.55,
6380,2016-09-10 22:06:33,5.55,
6380,2016-09-10 10:06:33,5.55,
6380,2016-09-09 22:06:32,5.55,
6380,2016-09-09 10:06:32,5.55,
6380,2016-09-08 22:06:31,5.55,
6380,2016-09-08 10:06:31,5.55,
6380,2016-09-07 22:06:30,5.55,
6380,2016-09-07 21:09:04,5.55,
6380,2016-09-07 18:55:13,5.51,
6380,2016-09-07 15:10:54,5.43,
6380,2016-09-07 12:39:16,5.39,
6380,2016-09-07 11:02:39,5.35,
6380,2016-09-07 10:24:14,5.31,
6380,2016-09-07 10:16:32,5.28,
6380,2016-09-07 10:07:55,5.24,
6380,2016-09-07 10:00:39,5.20,
6380,2016-09-07 09:53:02,5.16,
6380,2016-09-07 09:45:35,5.12,
6380,2016-09-07 09:36:37,5.08,
6380,2016-09-07 09:27:19,5.04,
6380,2016-09-07 09:16:00,5.00,
6380,2016-09-07 09:07:46,4.96,
6380,2016-09-07 08:54:59,4.92,
6380,2016-09-07 08:34:02,4.84,
6380,2016-09-07 08:22:24,4.80,
6380,2016-09-07 07:58:34,4.76,
6380,2016-09-07 07:36:31,4.72,
6380,2016-09-07 07:24:01,4.69,
6380,2016-09-07 06:59:58,4.65,
6380,2016-09-07 06:38:36,4.61,
6380,2016-09-07 06:20:21,4.57,
6380,2016-09-07 05:58:09,4.53,
6380,2016-09-07 05:43:31,4.49,
6380,2016-09-07 05:28:17,4.45,
6380,2016-09-07 05:21:37,4.41,
6380,2016-09-07 05:01:09,4.37,
6380,2016-09-07 04:50:42,4.33,
6380,2016-09-07 04:33:24,4.29,
6380,2016-09-07 04:11:47,4.25,
6380,2016-09-07 03:26:29,4.21,
6380,2016-09-07 02:47:54,4.17,
6380,2016-09-07 01:37:37,4.13,
6380,2016-09-06 22:06:28,4.09,
6380,2016-09-06 10:06:27,4.09,
6380,2016-09-05 22:06:27,4.09,
6380,2016-09-05 10:06:26,4.09,
6380,2016-09-04 22:06:26,4.09,
6380,2016-09-04 10:06:25,4.09,
6380,2016-09-03 22:06:24,4.09,
6380,2016-09-03 10:06:24,4.09,
6380,2016-09-02 22:06:23,4.09,
6380,2016-09-02 10:06:23,4.09,*
6380,2016-09-01 22:06:22,4.09,*
6380,2016-09-01 10:06:21,4.09,*
6380,2016-08-31 22:06:21,4.09,*
6380,2016-08-31 14:32:20,4.09,*
6380,2016-08-31 14:29:45,4.06,*
6380,2016-08-31 14:27:50,4.02,*
6380,2016-08-31 10:06:20,3.98,*
6380,2016-08-30 22:06:20,3.98,*
6380,2016-08-30 22:06:19,3.98,*
6380,2016-08-30 10:06:19,3.98,*
6380,2016-08-29 22:06:18,3.98,*
6380,2016-08-29 10:06:18,3.98,
6380,2016-08-28 22:06:17,3.98,
6380,2016-08-28 10:06:16,3.98,*
6380,2016-08-27 22:06:16,3.98,*
6380,2016-08-27 10:06:15,3.98,*
6380,2016-08-26 22:06:15,3.98,*
6380,2016-08-26 10:06:14,3.98,*
6380,2016-08-25 22:06:13,3.98,*
6380,2016-08-25 20:05:13,3.98,*
6380,2016-08-25 19:12:25,3.94,*
6380,2016-08-25 19:08:42,3.90,*
6380,2016-08-25 19:07:07,3.86,*
6380,2016-08-25 19:05:33,3.82,*
6380,2016-08-25 19:04:04,3.78,*
6380,2016-08-25 10:06:13,3.74,*
6380,2016-08-24 22:06:12,3.74,*
6380,2016-08-24 10:06:12,3.74,*
6380,2016-08-23 22:06:11,3.74,*
6380,2016-08-23 10:06:10,3.74,*
6380,2016-08-22 22:06:10,3.74,*
