# -------------------------------------NOTICE------------------------------------------
# These data readings are Preliminary.
#
# Most data relayed by telemetry have received little or no review.
# Inaccuracies in the data may be present because of instrument
# malfunctions and/or physical changes at the measurement site.
#
# Subsequent review may result in significant revisions to the data.
# * (asterisk) indicates questionable data
#
# Retrieved: 2023-02-02 20:30:35 (MST)
# (Note: Gage clock may be different from current time)
#
# This file contains data for 1 Altar Wash at Highway 286 sensor(s):
# 6380
#
# -------------------------------------------------------------------------------------
#
# Data provided for Altar Wash at Highway 286 sensors
# over the period of '01/01/2013' to '11/30/2013'
#

Sensor ID,Date and Time (MST),Value (in)
6380,2013-11-30 22:43:32,.08,*
6380,2013-11-30 10:43:29,.08,*
6380,2013-11-29 22:43:26,.08,*
6380,2013-11-29 10:43:23,.08,*
6380,2013-11-28 22:43:20,.08,*
6380,2013-11-28 10:43:17,.08,*
6380,2013-11-27 22:43:14,.08,*
6380,2013-11-27 10:43:11,.08,*
6380,2013-11-26 22:43:08,.08,*
6380,2013-11-26 11:49:17,.08,*
6380,2013-11-25 21:39:00,12.40,*
6380,2013-11-25 10:56:04,12.40,*
6380,2013-11-25 09:38:58,12.36,*
6380,2013-11-24 21:38:55,12.36,*
6380,2013-11-24 09:38:52,12.36,*
6380,2013-11-23 21:38:49,12.36,*
6380,2013-11-23 09:38:46,12.36,*
6380,2013-11-23 09:37:14,12.36,*
6380,2013-11-23 08:31:05,12.32,*
6380,2013-11-23 08:11:22,12.28,*
6380,2013-11-23 07:35:52,12.24,*
6380,2013-11-23 07:00:10,12.20,*
6380,2013-11-23 06:24:59,12.17,*
6380,2013-11-23 06:02:41,12.13,*
6380,2013-11-23 05:45:25,12.09,*
6380,2013-11-23 05:11:09,12.05,*
6380,2013-11-23 04:33:59,12.01,*
6380,2013-11-23 04:02:31,11.97,*
6380,2013-11-23 03:16:10,11.93,*
6380,2013-11-23 01:56:02,11.89,*
6380,2013-11-23 01:20:01,11.85,*
6380,2013-11-23 00:45:05,11.81,*
6380,2013-11-23 00:19:26,11.77,*
6380,2013-11-23 00:06:59,11.73,*
6380,2013-11-22 23:52:43,11.69,*
6380,2013-11-22 23:41:35,11.65,*
6380,2013-11-22 23:29:41,11.61,*
6380,2013-11-22 23:19:17,11.57,*
6380,2013-11-22 22:39:26,11.54,*
6380,2013-11-22 22:16:20,11.50,*
6380,2013-11-22 21:56:14,11.46,*
6380,2013-11-22 21:38:43,11.42,*
6380,2013-11-22 21:29:37,11.42,*
6380,2013-11-22 21:14:40,11.38,*
6380,2013-11-22 20:49:41,11.34,*
6380,2013-11-22 20:04:00,11.30,*
6380,2013-11-22 19:58:23,11.26,*
6380,2013-11-22 19:42:14,11.22,*
6380,2013-11-22 17:24:12,11.18,*
6380,2013-11-22 14:46:04,11.14,*
6380,2013-11-22 14:14:17,11.10,*
6380,2013-11-22 14:03:50,11.06,*
6380,2013-11-22 11:28:36,11.02,*
6380,2013-11-22 11:22:38,10.98,*
6380,2013-11-22 10:36:56,10.94,*
6380,2013-11-22 10:11:10,10.91,*
6380,2013-11-22 09:59:03,10.87,*
6380,2013-11-22 09:53:17,10.83,*
6380,2013-11-22 09:38:41,10.79,*
6380,2013-11-22 09:22:35,10.79,*
6380,2013-11-21 22:53:53,10.75,*
6380,2013-11-21 21:50:38,10.71,*
6380,2013-11-21 21:46:41,10.67,*
6380,2013-11-21 21:38:38,10.63,*
6380,2013-11-21 21:11:36,10.63,*
6380,2013-11-21 09:41:08,10.59,*
6380,2013-11-20 21:41:05,10.59,*
6380,2013-11-20 09:41:02,10.59,*
6380,2013-11-19 21:40:59,10.59,*
6380,2013-11-19 09:40:57,10.59,*
6380,2013-11-18 21:40:54,10.59,*
6380,2013-11-18 09:40:51,10.59,*
6380,2013-11-17 21:40:48,10.59,*
6380,2013-11-17 09:40:46,10.59,*
6380,2013-11-16 21:40:43,10.59,*
6380,2013-11-16 09:40:40,10.59,*
6380,2013-11-15 21:40:38,10.59,*
6380,2013-11-15 09:40:35,10.59,*
6380,2013-11-14 21:40:32,10.59,*
6380,2013-11-14 09:40:30,10.59,*
6380,2013-11-13 21:40:27,10.59,*
6380,2013-11-13 09:40:24,10.59,*
6380,2013-11-12 21:40:22,10.59,*
6380,2013-11-12 09:40:19,10.59,*
6380,2013-11-11 21:40:16,10.59,*
6380,2013-11-11 09:40:14,10.59,*
6380,2013-11-10 21:40:11,10.59,*
6380,2013-11-09 21:40:05,10.59,*
6380,2013-11-09 09:40:03,10.59,*
6380,2013-11-08 21:40:00,10.59,*
6380,2013-11-08 09:39:57,10.59,*
6380,2013-11-07 21:39:54,10.59,*
6380,2013-11-07 09:39:52,10.59,*
6380,2013-11-06 21:39:49,10.59,*
6380,2013-11-06 09:39:46,10.59,*
6380,2013-11-05 21:39:43,10.59,*
6380,2013-11-05 09:39:41,10.59,*
6380,2013-11-04 21:39:38,10.59,*
6380,2013-11-04 09:39:35,10.59,*
6380,2013-11-03 21:39:32,10.59,*
6380,2013-11-03 09:39:30,10.59,*
6380,2013-11-02 21:39:27,10.59,*
6380,2013-11-02 09:39:24,10.59,*
6380,2013-11-01 21:39:22,10.59,*
6380,2013-11-01 09:39:19,10.59,*
6380,2013-10-31 21:39:16,10.59,*
6380,2013-10-31 09:39:13,10.59,*
6380,2013-10-30 21:39:10,10.59,*
6380,2013-10-30 09:39:08,10.59,*
6380,2013-10-29 21:39:05,10.59,*
6380,2013-10-29 09:39:02,10.59,*
6380,2013-10-28 21:39:00,10.59,*
6380,2013-10-28 09:38:57,10.59,*
6380,2013-10-27 21:38:55,10.59,*
6380,2013-10-27 09:38:52,10.59,*
6380,2013-10-26 21:38:49,10.59,*
6380,2013-10-26 09:38:46,10.59,*
6380,2013-10-25 21:38:44,10.59,*
6380,2013-10-25 09:38:41,10.59,*
6380,2013-10-24 21:38:38,10.59,*
6380,2013-10-24 09:38:36,10.59,*
6380,2013-10-23 21:38:33,10.59,*
6380,2013-10-23 09:38:30,10.59,*
6380,2013-10-22 21:38:28,10.59,*
6380,2013-10-22 09:38:25,10.59,*
6380,2013-10-21 21:38:22,10.59,*
6380,2013-10-21 09:38:20,10.59,*
6380,2013-10-20 21:38:17,10.59,*
6380,2013-10-20 09:38:14,10.59,*
6380,2013-10-19 21:38:12,10.59,*
6380,2013-10-19 09:38:09,10.59,*
6380,2013-10-18 21:38:06,10.59,*
6380,2013-10-18 09:38:04,10.59,*
6380,2013-10-17 21:38:01,10.59,*
6380,2013-10-17 09:37:58,10.59,*
6380,2013-10-16 21:37:55,10.59,*
6380,2013-10-16 09:43:16,10.59,*
6380,2013-10-15 21:43:13,10.59,*
6380,2013-10-15 09:43:12,10.59,*
6380,2013-10-14 09:43:05,10.59,*
6380,2013-10-13 21:43:03,10.59,*
6380,2013-10-13 09:43:00,10.59,*
6380,2013-10-12 21:42:58,10.59,*
6380,2013-10-12 09:42:55,10.59,*
6380,2013-10-11 21:42:52,10.59,*
6380,2013-10-11 09:42:50,10.59,*
6380,2013-10-10 21:42:47,10.59,*
6380,2013-10-10 09:42:44,10.59,*
6380,2013-10-09 21:42:42,10.59,*
6380,2013-10-09 09:42:39,10.59,*
6380,2013-10-08 21:42:37,10.59,*
6380,2013-10-08 09:42:34,10.59,*
6380,2013-10-07 21:42:31,10.59,*
6380,2013-10-07 09:42:29,10.59,*
6380,2013-10-06 21:42:26,10.59,*
6380,2013-10-06 09:42:24,10.59,*
6380,2013-10-05 21:42:21,10.59,*
6380,2013-10-05 09:42:18,10.59,*
6380,2013-10-04 21:42:16,10.59,*
6380,2013-10-04 09:42:13,10.59,*
6380,2013-10-03 21:42:11,10.59,*
6380,2013-10-03 09:42:08,10.59,*
6380,2013-10-02 21:42:05,10.59,*
6380,2013-10-02 09:42:03,10.59,*
6380,2013-10-01 21:42:00,10.59,*
6380,2013-10-01 09:41:58,10.59,*
6380,2013-09-30 21:41:55,10.59,*
6380,2013-09-30 09:41:52,10.59,*
6380,2013-09-29 21:41:50,10.59,*
6380,2013-09-29 09:41:47,10.59,*
6380,2013-09-28 21:41:45,10.59,*
6380,2013-09-28 09:41:42,10.59,*
6380,2013-09-27 21:41:40,10.59,*
6380,2013-09-27 09:41:37,10.59,*
6380,2013-09-26 21:41:34,10.59,*
6380,2013-09-26 09:41:32,10.59,*
6380,2013-09-25 21:41:29,10.59,*
6380,2013-09-25 09:41:27,10.59,*
6380,2013-09-24 21:41:24,10.59,*
6380,2013-09-24 09:41:22,10.59,*
6380,2013-09-23 21:41:19,10.59,*
6380,2013-09-23 09:41:16,10.59,*
6380,2013-09-22 21:41:14,10.59,*
6380,2013-09-22 09:41:11,10.59,*
6380,2013-09-21 21:41:09,10.59,*
6380,2013-09-21 09:41:06,10.59,*
6380,2013-09-20 21:41:04,10.59,*
6380,2013-09-20 09:41:01,10.59,*
6380,2013-09-19 21:40:58,10.59,*
6380,2013-09-19 09:40:56,10.59,*
6380,2013-09-18 21:40:53,10.59,*
6380,2013-09-18 09:40:51,10.59,*
6380,2013-09-17 21:40:48,10.59,*
6380,2013-09-17 09:40:46,10.59,*
6380,2013-09-16 21:40:43,10.59,*
6380,2013-09-16 09:40:40,10.59,*
6380,2013-09-15 21:40:38,10.59,*
6380,2013-09-15 09:40:35,10.59,*
6380,2013-09-14 21:40:33,10.59,*
6380,2013-09-14 09:40:30,10.59,*
6380,2013-09-13 21:40:28,10.59,*
6380,2013-09-13 09:40:25,10.59,*
6380,2013-09-12 21:40:23,10.59,*
6380,2013-09-12 09:40:20,10.59,*
6380,2013-09-11 21:40:17,10.59,*
6380,2013-09-11 09:40:15,10.59,*
6380,2013-09-10 21:40:12,10.59,*
6380,2013-09-10 09:40:10,10.59,*
6380,2013-09-09 23:19:47,10.59,*
6380,2013-09-09 22:56:30,10.55,*
6380,2013-09-09 22:45:03,10.51,*
6380,2013-09-09 22:41:22,10.47,*
6380,2013-09-09 22:36:06,10.43,*
6380,2013-09-09 22:25:18,10.39,*
6380,2013-09-09 22:14:25,10.35,*
6380,2013-09-09 22:06:59,10.31,*
6380,2013-09-09 22:00:36,10.28,*
6380,2013-09-09 21:55:42,10.24,*
6380,2013-09-09 21:51:23,10.20,*
6380,2013-09-09 21:46:21,10.16,*
6380,2013-09-09 21:40:08,10.12,*
6380,2013-09-09 21:30:15,10.12,*
6380,2013-09-09 21:23:52,10.08,*
6380,2013-09-09 21:18:45,10.04,*
6380,2013-09-09 21:13:40,10.00,*
6380,2013-09-09 21:11:43,9.96,*
6380,2013-09-09 21:10:37,9.92,*
6380,2013-09-09 21:09:16,9.88,*
6380,2013-09-09 21:08:13,9.84,*
6380,2013-09-09 21:07:27,9.80,*
6380,2013-09-09 21:06:56,9.76,*
6380,2013-09-09 21:06:26,9.72,*
6380,2013-09-09 21:05:56,9.69,*
6380,2013-09-09 21:04:57,9.65,*
6380,2013-09-09 21:04:27,9.61,*
6380,2013-09-09 21:03:27,9.57,*
6380,2013-09-09 21:02:44,9.53,*
6380,2013-09-09 21:02:08,9.49,*
6380,2013-09-09 21:01:36,9.45,*
6380,2013-09-09 21:00:53,9.41,*
6380,2013-09-09 21:00:18,9.37,*
6380,2013-09-09 20:59:52,9.33,*
6380,2013-09-09 20:59:18,9.29,*
6380,2013-09-09 20:58:42,9.25,*
6380,2013-09-09 20:58:00,9.21,*
6380,2013-09-09 20:57:12,9.17,*
6380,2013-09-09 20:56:29,9.13,*
6380,2013-09-09 20:55:21,9.09,*
6380,2013-09-09 20:53:59,9.06,*
6380,2013-09-09 20:52:30,9.02,*
6380,2013-09-09 20:50:10,8.98,*
6380,2013-09-09 20:47:31,8.94,*
6380,2013-09-09 20:46:00,8.90,*
6380,2013-09-09 20:43:59,8.86,*
6380,2013-09-09 09:40:05,8.82,*
6380,2013-09-09 08:53:09,8.82,*
6380,2013-09-09 08:34:23,8.78,*
6380,2013-09-09 08:22:59,8.74,*
6380,2013-09-09 07:44:24,8.70,*
6380,2013-09-09 07:27:44,8.66,*
6380,2013-09-09 07:19:39,8.62,*
6380,2013-09-09 03:33:34,8.58,*
6380,2013-09-09 00:38:34,8.54,*
6380,2013-09-08 21:40:02,8.50,*
6380,2013-09-08 14:51:25,8.50,*
6380,2013-09-08 13:36:54,8.46,*
6380,2013-09-08 12:36:09,8.43,*
6380,2013-09-08 12:30:36,8.39,*
6380,2013-09-08 09:39:59,8.35,*
6380,2013-09-07 21:39:57,8.35,*
6380,2013-09-07 09:39:55,8.35,*
6380,2013-09-06 23:12:29,8.35,*
6380,2013-09-06 21:39:52,8.31,*
6380,2013-09-06 20:27:10,8.31,*
6380,2013-09-06 09:39:49,8.27,*
6380,2013-09-05 21:39:47,8.27,*
6380,2013-09-05 09:39:44,8.27,*
6380,2013-09-04 21:39:42,8.27,*
6380,2013-09-04 09:39:39,8.27,*
6380,2013-09-03 21:39:37,8.27,*
6380,2013-09-03 09:39:34,8.27,*
