# -------------------------------------NOTICE------------------------------------------
# These data readings are Preliminary.
#
# Most data relayed by telemetry have received little or no review.
# Inaccuracies in the data may be present because of instrument
# malfunctions and/or physical changes at the measurement site.
#
# Subsequent review may result in significant revisions to the data.
# * (asterisk) indicates questionable data
#
# Retrieved: 2023-02-10 15:58:40 (MST)
# (Note: Gage clock may be different from current time)
#
# This file contains data for 1 Altar Wash at Highway 286 sensor(s):
# 6380
#
# -------------------------------------------------------------------------------------
#
# Data provided for Altar Wash at Highway 286 sensors
# over the period of '01/01/2019' to '11/30/2019'
#

Sensor ID,Date and Time (MST),Value (in)
6380,2019-11-30 22:12:07,4.13,
6380,2019-11-30 10:12:07,4.13,
6380,2019-11-29 22:12:06,4.13,
6380,2019-11-29 10:12:06,4.13,
6380,2019-11-29 06:46:28,4.13,
6380,2019-11-29 06:28:44,4.09,
6380,2019-11-29 05:54:19,4.06,
6380,2019-11-29 05:35:51,4.02,
6380,2019-11-29 04:55:55,3.98,
6380,2019-11-29 04:20:55,3.94,
6380,2019-11-28 22:12:06,3.90,
6380,2019-11-28 10:12:06,3.90,
6380,2019-11-27 22:12:05,3.90,
6380,2019-11-27 10:12:05,3.90,
6380,2019-11-26 22:12:05,3.90,
6380,2019-11-26 10:12:05,3.90,
6380,2019-11-25 22:12:05,3.90,
6380,2019-11-25 10:12:04,3.90,
6380,2019-11-24 22:12:04,3.90,
6380,2019-11-24 10:12:04,3.90,
6380,2019-11-23 22:12:04,3.90,
6380,2019-11-23 10:12:04,3.90,
6380,2019-11-22 22:12:03,3.90,
6380,2019-11-22 10:12:03,3.90,
6380,2019-11-21 22:12:03,3.90,
6380,2019-11-21 10:12:03,3.90,
6380,2019-11-21 05:53:26,3.90,
6380,2019-11-21 05:34:37,3.86,
6380,2019-11-20 22:12:02,3.82,
6380,2019-11-20 21:48:46,3.82,
6380,2019-11-20 21:40:18,3.78,
6380,2019-11-20 20:40:57,3.74,
6380,2019-11-20 20:38:18,3.70,
6380,2019-11-20 20:22:36,3.66,
6380,2019-11-20 20:21:07,3.62,
6380,2019-11-20 20:15:52,3.58,
6380,2019-11-20 20:05:53,3.54,
6380,2019-11-20 10:12:02,3.50,
6380,2019-11-19 22:12:02,3.50,
6380,2019-11-19 12:16:13,3.50,
6380,2019-11-19 12:15:15,3.46,
6380,2019-11-19 10:12:02,3.43,
6380,2019-11-18 22:12:02,3.43,
6380,2019-11-18 10:12:02,3.43,
6380,2019-11-17 22:12:02,3.43,
6380,2019-11-17 10:12:02,3.43,
6380,2019-11-16 22:12:02,3.43,
6380,2019-11-16 10:12:02,3.43,
6380,2019-11-15 22:12:01,3.43,
6380,2019-11-15 10:12:01,3.43,
6380,2019-11-14 22:12:01,3.43,
6380,2019-11-14 10:12:01,3.43,
6380,2019-11-13 22:12:01,3.43,
6380,2019-11-13 10:12:01,3.43,
6380,2019-11-12 22:12:01,3.43,
6380,2019-11-12 10:12:00,3.43,
6380,2019-11-11 22:12:00,3.43,
6380,2019-11-11 10:12:00,3.43,
6380,2019-11-10 22:12:01,3.43,
6380,2019-11-10 10:12:00,3.43,
6380,2019-11-09 22:12:00,3.43,
6380,2019-11-09 10:12:00,3.43,
6380,2019-11-08 22:12:00,3.43,
6380,2019-11-08 10:12:00,3.43,
6380,2019-11-07 22:12:00,3.43,
6380,2019-11-07 10:12:00,3.43,
6380,2019-11-06 22:12:00,3.43,
6380,2019-11-06 10:12:00,3.43,
6380,2019-11-05 22:12:00,3.43,
6380,2019-11-05 10:12:00,3.43,
6380,2019-11-04 22:12:00,3.43,
6380,2019-11-04 10:12:00,3.43,
6380,2019-11-03 22:12:00,3.43,
6380,2019-11-03 10:12:00,3.43,
6380,2019-11-02 22:11:59,3.43,
6380,2019-11-02 10:11:59,3.43,
6380,2019-11-01 22:11:59,3.43,
6380,2019-11-01 10:11:59,3.43,
6380,2019-10-31 22:11:59,3.43,
6380,2019-10-31 10:11:59,3.43,
6380,2019-10-30 22:11:58,3.43,
6380,2019-10-30 10:11:58,3.43,
6380,2019-10-29 22:11:58,3.43,
6380,2019-10-29 10:11:58,3.43,
6380,2019-10-28 22:11:58,3.43,
6380,2019-10-28 10:11:58,3.43,
6380,2019-10-27 22:11:57,3.43,
