# -------------------------------------NOTICE------------------------------------------
# These data readings are Preliminary.
#
# Most data relayed by telemetry have received little or no review.
# Inaccuracies in the data may be present because of instrument
# malfunctions and/or physical changes at the measurement site.
#
# Subsequent review may result in significant revisions to the data.
# * (asterisk) indicates questionable data
#
# Retrieved: 2023-02-10 15:58:23 (MST)
# (Note: Gage clock may be different from current time)
#
# This file contains data for 1 Altar Wash at Highway 286 sensor(s):
# 6380
#
# -------------------------------------------------------------------------------------
#
# Data provided for Altar Wash at Highway 286 sensors
# over the period of '01/01/2017' to '11/30/2017'
#

Sensor ID,Date and Time (MST),Value (in)
6380,2017-11-30 22:20:20,.28,
6380,2017-11-30 10:20:18,.28,
6380,2017-11-29 22:20:16,.28,
6380,2017-11-29 10:20:13,.28,
6380,2017-11-28 22:20:10,.28,
6380,2017-11-28 10:20:08,.28,
6380,2017-11-27 22:20:05,.28,
6380,2017-11-27 10:20:04,.28,
6380,2017-11-26 22:20:01,.28,
6380,2017-11-26 10:19:58,.28,
6380,2017-11-25 22:19:56,.28,
6380,2017-11-25 10:19:53,.28,
6380,2017-11-24 22:19:51,.28,
6380,2017-11-24 10:19:48,.28,
6380,2017-11-23 22:19:46,.28,
6380,2017-11-23 10:19:44,.28,
6380,2017-11-22 22:19:41,.28,
6380,2017-11-22 10:19:39,.28,
6380,2017-11-21 22:19:36,.28,
6380,2017-11-21 10:19:34,.28,
6380,2017-11-20 22:19:31,.28,
6380,2017-11-20 10:19:29,.28,
6380,2017-11-19 22:19:26,.28,
6380,2017-11-19 10:19:24,.28,
6380,2017-11-18 22:19:21,.28,
6380,2017-11-18 10:19:19,.28,
6380,2017-11-17 22:19:16,.28,
6380,2017-11-17 10:19:14,.28,
6380,2017-11-16 22:19:12,.28,
6380,2017-11-16 10:19:09,.28,
6380,2017-11-15 22:19:07,.28,
6380,2017-11-15 10:19:05,.28,
6380,2017-11-14 22:19:02,.28,
6380,2017-11-14 10:18:59,.28,
6380,2017-11-13 22:18:57,.28,
6380,2017-11-13 10:18:55,.28,
6380,2017-11-12 22:18:53,.28,
6380,2017-11-12 10:18:50,.28,
6380,2017-11-11 22:18:48,.28,
6380,2017-11-11 10:18:45,.28,
6380,2017-11-10 22:18:43,.28,
6380,2017-11-10 10:18:41,.28,
6380,2017-11-09 22:18:38,.28,
6380,2017-11-09 10:18:36,.28,
6380,2017-11-08 22:18:33,.28,
6380,2017-11-08 10:18:31,.28,
6380,2017-11-07 22:55:23,.28,
6380,2017-11-07 22:39:24,.24,
6380,2017-11-07 22:10:14,.20,
6380,2017-11-07 20:10:19,.12,
6380,2017-11-07 10:18:26,.08,
6380,2017-11-06 22:18:24,.08,
6380,2017-11-06 10:18:22,.08,
6380,2017-11-05 22:18:20,.08,
6380,2017-11-05 10:18:17,.08,
6380,2017-11-04 22:18:15,.08,
6380,2017-11-04 10:18:12,.08,
6380,2017-11-03 22:18:10,.08,
6380,2017-11-02 22:18:05,.08,
6380,2017-11-02 10:18:03,.08,
6380,2017-11-01 22:18:01,.08,
6380,2017-11-01 10:17:58,.08,
6380,2017-10-31 22:17:56,.08,
6380,2017-10-31 10:17:54,.08,
6380,2017-10-30 22:17:51,.08,
6380,2017-10-30 10:17:49,.08,
6380,2017-10-29 22:17:46,.08,
6380,2017-10-29 10:17:44,.08,
6380,2017-10-28 22:17:42,.08,
6380,2017-10-28 10:17:39,.08,
6380,2017-10-27 22:17:37,.08,
6380,2017-10-27 10:17:34,.08,
6380,2017-10-26 22:17:32,.08,
6380,2017-10-26 10:17:30,.08,
6380,2017-10-25 22:17:27,.08,
6380,2017-10-25 10:17:25,.08,
6380,2017-10-24 22:17:23,.08,
6380,2017-10-24 10:17:21,.08,
6380,2017-10-23 22:17:18,.08,
6380,2017-10-23 10:17:17,.08,
6380,2017-10-22 22:17:14,.08,
6380,2017-10-22 10:17:12,.08,
6380,2017-10-21 22:17:09,.08,
6380,2017-10-21 10:17:07,.08,
6380,2017-10-20 22:17:05,.08,
6380,2017-10-20 10:17:03,.08,
6380,2017-10-19 22:17:00,.08,
6380,2017-10-19 10:16:57,.08,
6380,2017-10-18 22:16:55,.08,
6380,2017-10-18 10:16:53,.08,
6380,2017-10-17 22:16:50,.08,
6380,2017-10-17 10:16:48,.08,
6380,2017-10-16 22:16:46,.08,
6380,2017-10-16 10:16:43,.08,
6380,2017-10-15 22:16:41,.08,
6380,2017-10-15 10:16:39,.08,
6380,2017-10-14 22:16:37,.08,
6380,2017-10-14 10:16:35,.08,
6380,2017-10-13 22:16:32,.08,
6380,2017-10-13 10:16:30,.08,
6380,2017-10-12 22:16:27,.08,
6380,2017-10-12 10:16:25,.08,
6380,2017-10-11 22:16:23,.08,
6380,2017-10-11 10:16:21,.08,
6380,2017-10-10 22:16:20,.08,
6380,2017-10-10 10:16:16,.08,
6380,2017-10-09 22:16:14,.08,
6380,2017-10-09 10:16:11,.08,
6380,2017-10-08 22:16:09,.08,
6380,2017-10-08 10:16:07,.08,
6380,2017-10-07 22:16:05,.08,
6380,2017-10-07 10:16:02,.08,
6380,2017-10-06 22:16:00,.08,
6380,2017-10-06 10:15:57,.08,
6380,2017-10-05 22:15:55,.08,
6380,2017-10-05 10:15:54,.08,
6380,2017-10-04 22:15:51,.08,
6380,2017-10-04 10:15:49,.08,
6380,2017-10-03 22:15:47,.08,
6380,2017-10-03 10:15:43,.08,
6380,2017-10-02 22:15:42,.08,
6380,2017-10-02 10:15:40,.08,
6380,2017-10-01 22:15:37,.08,
6380,2017-10-01 10:15:34,.08,
6380,2017-09-30 22:15:32,.08,
6380,2017-09-30 10:15:30,.08,
6380,2017-09-29 22:15:28,.08,
6380,2017-09-29 10:15:26,.08,
6380,2017-09-28 22:15:23,.08,
6380,2017-09-28 10:15:21,.08,
6380,2017-09-27 22:15:19,.08,
6380,2017-09-27 10:15:16,.08,
6380,2017-09-26 22:15:13,.08,
6380,2017-09-26 10:15:12,.08,
6380,2017-09-25 22:15:10,.08,
6380,2017-09-25 10:15:07,.08,
6380,2017-09-24 22:15:05,.08,
6380,2017-09-24 10:15:02,.08,
6380,2017-09-23 22:15:00,.08,
6380,2017-09-23 10:14:58,.08,
6380,2017-09-22 22:14:56,.08,
6380,2017-09-22 10:14:53,.08,
6380,2017-09-21 22:14:51,.08,
6380,2017-09-21 10:14:49,.08,
6380,2017-09-20 22:14:47,.08,
6380,2017-09-20 10:14:44,.08,
6380,2017-09-19 22:14:42,.08,
6380,2017-09-19 11:07:06,.08,
6380,2017-09-18 22:15:52,8.46,
6380,2017-09-18 10:15:50,8.46,
6380,2017-09-17 22:15:47,8.46,
6380,2017-09-17 10:15:45,8.46,
6380,2017-09-16 22:15:43,8.46,
6380,2017-09-16 10:15:40,8.46,
6380,2017-09-15 22:15:38,8.46,
