# -------------------------------------NOTICE------------------------------------------
# These data readings are Preliminary.
#
# Most data relayed by telemetry have received little or no review.
# Inaccuracies in the data may be present because of instrument
# malfunctions and/or physical changes at the measurement site.
#
# Subsequent review may result in significant revisions to the data.
# * (asterisk) indicates questionable data
#
# Retrieved: 2023-02-02 20:30:16 (MST)
# (Note: Gage clock may be different from current time)
#
# This file contains data for 1 Altar Wash at Highway 286 sensor(s):
# 6380
#
# -------------------------------------------------------------------------------------
#
# Data provided for Altar Wash at Highway 286 sensors
# over the period of '01/01/2012' to '11/30/2012'
#

Sensor ID,Date and Time (MST),Value (in)
6380,2012-11-30 22:16:40,.12,*
6380,2012-11-30 10:16:37,.12,*
6380,2012-11-29 22:16:34,.12,*
6380,2012-11-29 10:27:34,.12,*
6380,2012-11-29 01:57:35,11.69,*
6380,2012-11-28 13:57:32,11.69,*
6380,2012-11-28 01:57:29,11.69,*
6380,2012-11-27 13:57:27,11.69,*
6380,2012-11-27 01:57:24,11.69,*
6380,2012-11-26 13:57:21,11.69,*
6380,2012-11-26 01:57:18,11.69,*
6380,2012-11-25 13:57:16,11.69,*
6380,2012-11-25 01:57:13,11.69,*
6380,2012-11-24 13:57:10,11.69,*
6380,2012-11-24 01:57:07,11.69,*
6380,2012-11-23 13:57:05,11.69,*
6380,2012-11-23 01:57:02,11.69,*
6380,2012-11-22 13:56:59,11.69,*
6380,2012-11-22 01:56:56,11.69,*
6380,2012-11-21 13:56:54,11.69,*
6380,2012-11-21 01:56:51,11.69,*
6380,2012-11-20 13:56:48,11.69,*
6380,2012-11-20 01:56:46,11.69,*
6380,2012-11-19 13:56:43,11.69,*
6380,2012-11-19 01:56:40,11.69,*
6380,2012-11-18 13:56:37,11.69,*
6380,2012-11-18 01:56:35,11.69,*
6380,2012-11-17 13:56:32,11.69,*
6380,2012-11-17 01:56:29,11.69,*
6380,2012-11-16 13:56:27,11.69,*
6380,2012-11-16 01:56:24,11.69,*
6380,2012-11-15 13:56:21,11.69,*
6380,2012-11-15 01:56:18,11.69,*
6380,2012-11-14 13:57:14,11.69,*
6380,2012-11-14 01:57:11,11.69,*
6380,2012-11-13 13:57:08,11.69,*
6380,2012-11-13 01:57:05,11.69,*
6380,2012-11-12 13:57:02,11.69,*
6380,2012-11-12 01:56:59,11.69,*
6380,2012-11-11 13:56:56,11.69,*
6380,2012-11-11 01:56:54,11.69,*
6380,2012-11-10 13:56:51,11.69,*
6380,2012-11-10 01:56:48,11.69,*
6380,2012-11-09 13:56:45,11.69,*
6380,2012-11-09 02:17:52,11.69,*
6380,2012-11-09 01:56:43,11.65,*
6380,2012-11-08 13:56:40,11.65,*
6380,2012-11-08 01:56:38,11.65,*
6380,2012-11-07 13:56:35,11.65,*
6380,2012-11-07 01:56:32,11.65,*
6380,2012-11-06 13:56:30,11.65,*
6380,2012-11-06 01:56:27,11.65,*
6380,2012-11-05 13:56:24,11.65,*
6380,2012-11-05 01:56:22,11.65,*
6380,2012-11-04 13:56:19,11.65,*
6380,2012-11-04 01:56:16,11.65,*
6380,2012-11-03 13:56:14,11.65,*
6380,2012-11-03 01:56:11,11.65,*
6380,2012-11-02 13:56:08,11.65,*
6380,2012-11-02 01:56:06,11.65,*
6380,2012-11-01 13:56:03,11.65,*
6380,2012-11-01 02:03:05,11.65,*
6380,2012-10-31 14:03:02,11.65,*
6380,2012-10-31 02:03:00,11.65,*
6380,2012-10-30 14:02:57,11.65,*
6380,2012-10-30 02:02:55,11.65,*
6380,2012-10-29 14:02:51,11.65,*
6380,2012-10-29 02:02:48,11.65,*
6380,2012-10-28 14:02:45,11.65,*
6380,2012-10-28 02:02:43,11.65,*
6380,2012-10-27 14:02:40,11.65,*
6380,2012-10-27 02:02:38,11.65,*
6380,2012-10-26 14:02:35,11.65,*
6380,2012-10-26 02:02:32,11.65,*
6380,2012-10-25 14:02:29,11.65,*
6380,2012-10-25 02:02:27,11.65,*
6380,2012-10-24 14:02:24,11.65,*
6380,2012-10-24 02:02:22,11.65,*
6380,2012-10-23 14:02:19,11.65,*
6380,2012-10-23 02:02:16,11.65,*
6380,2012-10-22 14:02:14,11.65,*
6380,2012-10-22 02:02:11,11.65,*
6380,2012-10-21 14:02:09,11.65,*
6380,2012-10-21 02:02:06,11.65,*
6380,2012-10-20 14:02:03,11.65,*
6380,2012-10-20 02:02:01,11.65,*
6380,2012-10-19 14:01:58,11.65,*
6380,2012-10-19 02:01:56,11.65,*
6380,2012-10-18 14:01:53,11.65,*
6380,2012-10-18 02:01:51,11.65,*
6380,2012-10-17 14:01:48,11.65,*
6380,2012-10-17 02:01:45,11.65,*
6380,2012-10-16 14:01:43,11.65,*
6380,2012-10-16 02:01:40,11.65,*
6380,2012-10-15 14:01:38,11.65,*
6380,2012-10-15 02:01:35,11.65,*
6380,2012-10-14 14:01:33,11.65,*
6380,2012-10-14 02:01:30,11.65,*
6380,2012-10-13 14:01:27,11.65,*
6380,2012-10-13 02:01:25,11.65,*
6380,2012-10-12 02:01:19,11.65,*
6380,2012-10-11 14:01:17,11.65,*
6380,2012-10-11 02:01:14,11.65,*
6380,2012-10-10 14:01:12,11.65,*
6380,2012-10-10 02:01:09,11.65,*
6380,2012-10-09 14:01:07,11.65,*
6380,2012-10-09 02:01:04,11.65,*
6380,2012-10-08 14:01:01,11.65,*
6380,2012-10-08 02:00:59,11.65,*
6380,2012-10-07 14:00:56,11.65,*
6380,2012-10-07 02:00:54,11.65,*
6380,2012-10-06 14:00:51,11.65,*
6380,2012-10-06 02:00:49,11.65,*
6380,2012-10-05 14:00:46,11.65,*
6380,2012-10-05 02:00:43,11.65,*
6380,2012-10-04 14:00:41,11.65,*
6380,2012-10-04 02:00:38,11.65,*
6380,2012-10-03 14:00:36,11.65,*
6380,2012-10-03 02:00:33,11.65,*
6380,2012-10-02 14:00:31,11.65,*
6380,2012-10-02 02:00:28,11.65,*
6380,2012-10-01 14:00:26,11.65,*
6380,2012-10-01 02:00:23,11.65,*
6380,2012-09-30 14:00:21,11.65,*
6380,2012-09-30 02:00:18,11.65,*
6380,2012-09-29 14:00:15,11.65,*
6380,2012-09-29 02:00:13,11.65,*
6380,2012-09-28 14:00:10,11.65,*
6380,2012-09-28 02:00:08,11.65,*
6380,2012-09-27 14:00:05,11.65,*
6380,2012-09-27 02:00:03,11.65,*
6380,2012-09-26 14:00:00,11.65,*
6380,2012-09-26 01:59:58,11.65,*
6380,2012-09-25 13:59:55,11.65,*
6380,2012-09-25 01:59:52,11.65,*
6380,2012-09-24 13:59:50,11.65,*
6380,2012-09-24 01:59:48,11.65,*
6380,2012-09-23 13:59:45,11.65,*
6380,2012-09-23 01:59:42,11.65,*
6380,2012-09-22 13:59:40,11.65,*
6380,2012-09-22 01:59:37,11.65,*
6380,2012-09-21 13:59:35,11.65,*
6380,2012-09-21 01:59:32,11.65,*
6380,2012-09-20 13:59:30,11.65,*
6380,2012-09-20 01:59:27,11.65,*
6380,2012-09-19 13:59:25,11.65,*
6380,2012-09-19 01:59:22,11.65,*
6380,2012-09-18 13:59:19,11.65,*
6380,2012-09-18 01:59:17,11.65,*
6380,2012-09-17 13:59:14,11.65,*
6380,2012-09-17 01:59:12,11.65,*
6380,2012-09-16 13:59:09,11.65,*
6380,2012-09-16 01:59:07,11.65,*
6380,2012-09-15 13:59:04,11.65,*
6380,2012-09-15 01:59:02,11.65,*
6380,2012-09-14 13:58:59,11.65,*
6380,2012-09-14 01:58:57,11.65,*
6380,2012-09-13 13:58:54,11.65,*
6380,2012-09-13 01:58:52,11.65,*
6380,2012-09-12 13:58:49,11.65,*
6380,2012-09-12 01:58:46,11.65,*
6380,2012-09-11 13:58:44,11.65,*
6380,2012-09-11 13:34:48,11.65,*
6380,2012-09-11 12:13:12,11.61,*
6380,2012-09-11 12:12:04,11.57,*
6380,2012-09-11 12:11:33,11.54,*
6380,2012-09-11 12:11:03,11.50,*
6380,2012-09-11 12:10:33,11.46,*
6380,2012-09-11 12:10:03,11.42,*
6380,2012-09-11 12:09:33,11.38,*
6380,2012-09-11 12:09:06,11.34,*
6380,2012-09-11 12:08:36,11.30,*
6380,2012-09-11 12:07:58,11.26,*
6380,2012-09-11 12:07:15,11.22,*
6380,2012-09-11 12:06:44,11.18,*
6380,2012-09-11 12:06:13,11.14,*
6380,2012-09-11 12:05:05,11.10,*
6380,2012-09-11 06:32:32,11.06,*
6380,2012-09-11 01:58:41,11.02,*
6380,2012-09-10 21:44:59,11.02,*
6380,2012-09-10 18:07:37,10.98,*
6380,2012-09-10 16:44:09,10.94,*
6380,2012-09-10 16:39:53,10.91,*
6380,2012-09-10 16:37:01,10.87,*
6380,2012-09-10 16:34:26,10.83,*
6380,2012-09-10 16:00:00,10.79,*
6380,2012-09-10 15:54:24,10.75,*
6380,2012-09-10 15:53:14,10.71,*
6380,2012-09-10 15:51:30,10.67,*
6380,2012-09-10 15:50:24,10.63,*
6380,2012-09-10 15:49:14,10.59,*
6380,2012-09-10 15:48:12,10.55,*
6380,2012-09-10 15:47:30,10.51,*
6380,2012-09-10 15:46:53,10.47,*
6380,2012-09-10 15:46:13,10.43,*
6380,2012-09-10 15:45:24,10.39,*
6380,2012-09-10 15:44:51,10.35,*
6380,2012-09-10 15:43:14,10.31,*
6380,2012-09-10 15:42:02,10.28,*
6380,2012-09-10 15:40:46,10.24,*
6380,2012-09-10 15:38:23,10.20,*
6380,2012-09-10 15:36:13,10.16,*
6380,2012-09-10 15:35:07,10.12,*
6380,2012-09-10 15:34:19,10.08,*
6380,2012-09-10 15:33:23,10.04,*
6380,2012-09-10 15:31:47,10.00,*
6380,2012-09-10 15:30:14,9.96,*
6380,2012-09-10 13:58:39,9.92,*
6380,2012-09-10 01:58:36,9.92,*
6380,2012-09-10 00:02:45,9.92,*
6380,2012-09-09 23:22:44,9.88,*
6380,2012-09-09 16:36:50,9.84,*
6380,2012-09-09 16:28:44,9.80,*
6380,2012-09-09 16:27:22,9.76,*
6380,2012-09-09 16:25:23,9.72,*
6380,2012-09-09 16:21:54,9.69,*
6380,2012-09-09 16:19:27,9.65,*
6380,2012-09-09 16:18:53,9.61,*
6380,2012-09-09 16:18:23,9.57,*
6380,2012-09-09 16:17:53,9.53,*
6380,2012-09-09 16:17:26,9.49,*
6380,2012-09-09 16:16:59,9.45,*
6380,2012-09-09 16:15:41,9.41,*
6380,2012-09-09 13:58:34,9.37,*
6380,2012-09-09 01:58:31,9.37,*
6380,2012-09-08 13:58:29,9.37,*
6380,2012-09-08 01:58:26,9.37,*
6380,2012-09-07 13:58:24,9.37,*
6380,2012-09-07 08:03:45,9.37,*
6380,2012-09-07 01:58:21,9.33,*
6380,2012-09-06 13:58:18,9.29,*
