# -------------------------------------NOTICE------------------------------------------
# These data readings are Preliminary.
#
# Most data relayed by telemetry have received little or no review.
# Inaccuracies in the data may be present because of instrument
# malfunctions and/or physical changes at the measurement site.
#
# Subsequent review may result in significant revisions to the data.
# * (asterisk) indicates questionable data
#
# Retrieved: 2023-02-02 20:31:18 (MST)
# (Note: Gage clock may be different from current time)
#
# This file contains data for 1 Altar Wash at Highway 286 sensor(s):
# 6380
#
# -------------------------------------------------------------------------------------
#
# Data provided for Altar Wash at Highway 286 sensors
# over the period of '01/01/2015' to '11/30/2015'
#

Sensor ID,Date and Time (MST),Value (in)
6380,2015-11-30 21:34:53,7.24,*
6380,2015-11-30 09:34:52,7.24,*
6380,2015-11-29 21:34:51,7.24,*
6380,2015-11-29 09:34:50,7.24,*
6380,2015-11-28 21:34:48,7.24,*
6380,2015-11-28 09:34:47,7.24,*
6380,2015-11-27 21:34:46,7.24,*
6380,2015-11-27 09:34:45,7.24,*
6380,2015-11-26 21:34:44,7.24,*
6380,2015-11-26 09:34:44,7.24,*
6380,2015-11-25 21:34:43,7.24,*
6380,2015-11-25 09:34:42,7.24,*
6380,2015-11-24 21:34:41,7.24,*
6380,2015-11-24 09:34:41,7.24,*
6380,2015-11-23 21:34:40,7.24,*
6380,2015-11-23 09:34:39,7.24,*
6380,2015-11-22 21:34:38,7.24,*
6380,2015-11-22 09:34:37,7.24,*
6380,2015-11-21 21:34:36,7.24,*
6380,2015-11-21 09:34:35,7.24,*
6380,2015-11-20 21:34:34,7.24,*
6380,2015-11-20 09:34:33,7.24,*
6380,2015-11-19 21:34:32,7.24,*
6380,2015-11-19 09:34:31,7.24,*
6380,2015-11-18 21:34:30,7.24,*
6380,2015-11-18 09:34:29,7.24,*
6380,2015-11-17 21:34:28,7.24,*
6380,2015-11-17 09:34:27,7.24,*
6380,2015-11-16 21:34:26,7.24,*
6380,2015-11-16 09:34:25,7.24,*
6380,2015-11-16 05:15:58,7.24,*
6380,2015-11-15 21:34:24,7.20,*
6380,2015-11-15 09:53:07,7.20,*
6380,2015-11-15 09:34:24,7.17,*
6380,2015-11-14 21:34:24,7.17,*
6380,2015-11-14 09:34:23,7.17,*
6380,2015-11-13 21:34:22,7.17,*
6380,2015-11-13 09:34:20,7.17,
6380,2015-11-12 21:34:19,7.17,
6380,2015-11-12 09:34:18,7.17,
6380,2015-11-11 21:34:17,7.17,
6380,2015-11-11 09:34:16,7.17,
6380,2015-11-10 21:34:15,7.17,
6380,2015-11-10 09:34:19,7.17,
6380,2015-11-09 21:34:13,7.17,
6380,2015-11-09 09:34:12,7.17,
6380,2015-11-08 21:34:11,7.17,
6380,2015-11-08 09:34:11,7.17,
6380,2015-11-07 21:34:09,7.17,
6380,2015-11-07 09:34:09,7.17,
6380,2015-11-06 21:34:08,7.17,
6380,2015-11-06 09:34:07,7.17,
6380,2015-11-05 21:34:06,7.17,
6380,2015-11-05 09:34:05,7.17,
6380,2015-11-04 21:34:04,7.17,
6380,2015-11-04 09:34:04,7.17,
6380,2015-11-03 21:34:02,7.17,
6380,2015-11-03 09:34:01,7.17,
6380,2015-11-02 21:34:01,7.17,
6380,2015-11-02 09:34:00,7.17,
6380,2015-11-01 21:33:59,7.17,
6380,2015-11-01 09:33:58,7.17,
6380,2015-10-31 21:33:57,7.17,
6380,2015-10-31 09:33:57,7.17,
6380,2015-10-30 21:33:56,7.17,
6380,2015-10-30 09:33:55,7.17,
6380,2015-10-30 01:08:39,7.17,
6380,2015-10-29 22:30:16,7.13,
6380,2015-10-29 22:04:27,7.09,
6380,2015-10-29 21:33:54,7.05,
6380,2015-10-29 21:13:57,7.05,
6380,2015-10-29 21:11:47,7.01,
6380,2015-10-29 21:09:27,6.97,
6380,2015-10-29 09:33:54,6.93,
6380,2015-10-28 21:33:53,6.93,
6380,2015-10-28 09:33:52,6.93,
6380,2015-10-27 21:33:51,6.93,
6380,2015-10-27 09:33:50,6.93,
6380,2015-10-26 21:33:50,6.93,
6380,2015-10-26 09:33:49,6.93,
6380,2015-10-25 21:33:48,6.93,
6380,2015-10-25 09:33:48,6.93,
6380,2015-10-24 21:33:47,6.93,
6380,2015-10-24 09:33:46,6.93,
6380,2015-10-23 21:33:46,6.93,
6380,2015-10-23 09:33:45,6.93,
6380,2015-10-22 21:33:44,6.93,
6380,2015-10-22 09:33:43,6.93,
6380,2015-10-21 22:10:12,6.93,
6380,2015-10-21 21:33:42,6.89,
6380,2015-10-21 14:47:00,6.89,
6380,2015-10-21 14:45:06,6.85,
6380,2015-10-21 09:33:42,6.81,
6380,2015-10-21 04:22:57,6.81,
6380,2015-10-21 04:13:48,6.77,
6380,2015-10-21 02:39:11,6.73,
6380,2015-10-20 21:33:41,6.69,
6380,2015-10-20 09:33:40,6.69,
6380,2015-10-19 21:33:40,6.69,
6380,2015-10-19 09:33:41,6.69,
6380,2015-10-18 21:33:39,6.69,
6380,2015-10-18 09:33:38,6.69,
6380,2015-10-18 07:30:24,6.69,
6380,2015-10-17 19:38:20,6.65,
6380,2015-10-17 19:35:50,6.61,
6380,2015-10-17 19:33:21,6.57,
6380,2015-10-17 19:30:26,6.54,
6380,2015-10-17 19:26:35,6.50,
6380,2015-10-17 19:17:50,6.46,
6380,2015-10-17 18:19:47,6.42,
6380,2015-10-17 18:15:17,6.38,
6380,2015-10-17 18:09:31,6.34,
6380,2015-10-17 18:07:04,6.30,
6380,2015-10-17 18:03:29,6.26,
6380,2015-10-17 17:57:53,6.22,
6380,2015-10-17 17:54:09,6.18,
6380,2015-10-17 09:33:37,6.14,
6380,2015-10-16 21:33:36,6.14,
6380,2015-10-16 21:08:28,6.14,
6380,2015-10-16 20:19:21,6.10,
6380,2015-10-16 18:14:53,6.06,
6380,2015-10-16 16:10:51,6.02,
6380,2015-10-16 09:33:35,5.98,
6380,2015-10-15 21:33:35,5.98,
6380,2015-10-15 09:33:34,5.98,
6380,2015-10-14 21:33:33,5.98,
6380,2015-10-14 09:33:35,5.98,
6380,2015-10-12 21:33:34,5.98,
6380,2015-10-12 09:33:31,5.98,
6380,2015-10-11 21:33:30,5.98,
6380,2015-10-11 09:33:30,5.98,
6380,2015-10-10 21:33:29,5.98,
6380,2015-10-10 09:33:28,5.98,
6380,2015-10-09 21:33:28,5.98,
6380,2015-10-09 09:33:27,5.98,
6380,2015-10-08 21:33:26,5.98,
6380,2015-10-08 09:33:25,5.98,
6380,2015-10-07 21:33:25,5.98,
6380,2015-10-07 09:33:24,5.98,
6380,2015-10-06 21:33:23,5.98,
6380,2015-10-06 11:24:11,5.98,
6380,2015-10-06 11:22:16,5.94,
6380,2015-10-06 09:33:22,5.91,
6380,2015-10-05 21:33:22,5.91,
6380,2015-10-05 09:33:21,5.91,
6380,2015-10-05 04:27:53,5.91,
6380,2015-10-05 04:23:53,5.87,
6380,2015-10-05 04:18:49,5.83,
6380,2015-10-05 04:15:59,5.79,
6380,2015-10-04 21:33:20,5.75,
6380,2015-10-04 09:33:20,5.75,
6380,2015-10-03 21:33:19,5.75,
6380,2015-10-03 09:33:18,5.75,
6380,2015-10-02 21:33:18,5.75,
6380,2015-10-02 09:33:17,5.75,
6380,2015-10-01 21:33:17,5.75,
6380,2015-10-01 09:33:16,5.75,
6380,2015-09-30 21:33:15,5.75,
6380,2015-09-30 09:33:15,5.75,
6380,2015-09-29 21:33:14,5.75,
6380,2015-09-29 09:33:13,5.75,
6380,2015-09-28 21:33:13,5.75,
6380,2015-09-28 09:33:12,5.75,
6380,2015-09-27 21:33:12,5.75,
