# -------------------------------------NOTICE------------------------------------------
# These data readings are Preliminary.
#
# Most data relayed by telemetry have received little or no review.
# Inaccuracies in the data may be present because of instrument
# malfunctions and/or physical changes at the measurement site.
#
# Subsequent review may result in significant revisions to the data.
# * (asterisk) indicates questionable data
#
# Retrieved: 2023-02-02 20:32:11 (MST)
# (Note: Gage clock may be different from current time)
#
# This file contains data for 1 Altar Wash at Highway 286 sensor(s):
# 6380
#
# -------------------------------------------------------------------------------------
#
# Data provided for Altar Wash at Highway 286 sensors
# over the period of '01/01/2021' to '11/30/2021'
#

Sensor ID,Date and Time (MST),Value (in)
6380,2021-11-30 22:56:35,11.77,
6380,2021-11-30 10:56:35,11.77,
6380,2021-11-29 22:56:34,11.77,
6380,2021-11-29 10:56:35,11.77,
6380,2021-11-28 22:56:35,11.77,
6380,2021-11-28 10:56:34,11.77,
6380,2021-11-27 22:56:34,11.77,
6380,2021-11-27 10:56:34,11.77,
6380,2021-11-26 22:56:34,11.77,
6380,2021-11-26 10:56:34,11.77,
6380,2021-11-25 22:56:34,11.77,
6380,2021-11-25 10:56:34,11.77,
6380,2021-11-24 22:56:34,11.77,
6380,2021-11-24 10:56:35,11.77,
6380,2021-11-23 22:56:35,11.77,
6380,2021-11-23 10:56:35,11.77,
6380,2021-11-22 22:56:35,11.77,
6380,2021-11-22 10:56:34,11.77,
6380,2021-11-21 22:56:35,11.77,
6380,2021-11-21 10:56:35,11.77,
6380,2021-11-20 22:56:35,11.77,
6380,2021-11-20 10:56:35,11.77,
6380,2021-11-19 22:56:34,11.77,
6380,2021-11-19 10:56:35,11.77,
6380,2021-11-18 22:56:35,11.77,
6380,2021-11-18 10:56:34,11.77,
6380,2021-11-17 22:56:34,11.77,
6380,2021-11-17 10:56:35,11.77,
6380,2021-11-16 22:56:34,11.77,
6380,2021-11-16 10:56:35,11.77,
6380,2021-11-15 22:56:35,11.77,
6380,2021-11-15 10:56:35,11.77,
6380,2021-11-14 22:56:35,11.77,
6380,2021-11-14 10:56:35,11.77,
6380,2021-11-13 22:56:34,11.77,
6380,2021-11-13 10:56:34,11.77,
6380,2021-11-12 22:56:35,11.77,
6380,2021-11-12 10:56:34,11.77,
6380,2021-11-11 22:56:34,11.77,
6380,2021-11-11 10:56:35,11.77,
6380,2021-11-10 22:56:34,11.77,
6380,2021-11-10 10:56:34,11.77,
6380,2021-11-09 22:56:35,11.77,
6380,2021-11-09 10:56:35,11.77,
6380,2021-11-08 22:56:35,11.77,
6380,2021-11-08 10:56:35,11.77,
6380,2021-11-07 22:56:35,11.77,
6380,2021-11-07 10:56:35,11.77,
6380,2021-11-06 22:56:35,11.77,
6380,2021-11-06 10:56:35,11.77,
6380,2021-11-05 22:56:35,11.77,
6380,2021-11-05 10:56:35,11.77,
6380,2021-11-04 22:56:35,11.77,
6380,2021-11-04 10:56:35,11.77,
6380,2021-11-03 22:56:35,11.77,
6380,2021-11-03 10:56:35,11.77,
6380,2021-11-02 22:56:35,11.77,
6380,2021-11-02 10:56:35,11.77,
6380,2021-11-01 22:56:36,11.77,
6380,2021-11-01 10:56:35,11.77,
6380,2021-10-31 22:56:36,11.77,
6380,2021-10-31 10:56:36,11.77,
6380,2021-10-30 22:56:36,11.77,
6380,2021-10-30 10:56:36,11.77,
6380,2021-10-29 22:56:36,11.77,
6380,2021-10-29 10:56:36,11.77,
6380,2021-10-28 22:56:36,11.77,
6380,2021-10-28 10:56:36,11.77,
6380,2021-10-27 22:56:36,11.77,
6380,2021-10-27 10:56:36,11.77,
6380,2021-10-26 22:56:36,11.77,
6380,2021-10-26 10:56:37,11.77,
6380,2021-10-25 22:56:36,11.77,
6380,2021-10-25 10:56:36,11.77,
6380,2021-10-24 22:56:37,11.77,
6380,2021-10-24 10:56:37,11.77,
6380,2021-10-23 22:56:37,11.77,
6380,2021-10-23 10:56:37,11.77,
6380,2021-10-22 22:56:37,11.77,
6380,2021-10-22 10:56:37,11.77,
6380,2021-10-21 22:56:37,11.77,
6380,2021-10-21 10:56:37,11.77,
6380,2021-10-20 22:56:37,11.77,
6380,2021-10-20 10:56:38,11.77,
6380,2021-10-19 22:56:37,11.77,
6380,2021-10-19 10:56:38,11.77,
6380,2021-10-18 22:56:38,11.77,
6380,2021-10-18 10:56:38,11.77,
6380,2021-10-17 22:56:38,11.77,
6380,2021-10-17 10:56:38,11.77,
6380,2021-10-16 22:56:38,11.77,
6380,2021-10-16 10:56:39,11.77,
6380,2021-10-15 22:56:39,11.77,
6380,2021-10-15 10:56:39,11.77,
6380,2021-10-14 22:56:39,11.77,
6380,2021-10-14 10:56:39,11.77,
6380,2021-10-13 22:56:39,11.77,
6380,2021-10-13 10:56:39,11.77,
6380,2021-10-12 22:56:39,11.77,
6380,2021-10-12 10:56:39,11.77,
