Name,Washname,Distance,Elevation 2011,Elevation 2019
4+65,12,0,1022.030762,1022.067444
4+65,12,0.6,1021.975098,1021.984009
4+65,12,1.2,1021.975098,1021.913391
4+65,12,1.8,1021.805542,1021.773315
4+65,12,2.4,1021.688232,1021.63916
4+65,12,3,1021.484436,1021.63916
4+65,12,3.6,1021.429688,1021.481873
4+65,12,4.2,1021.272339,1021.340698
4+65,12,4.8,1021.389893,1021.294983
4+65,12,5.4,1021.326599,1021.450317
4+65,12,6,1021.559021,1021.547852
4+65,12,6.6,1021.601929,1021.62207
4+65,12,7.2,1021.615662,1021.592285
4+65,12,7.8,1021.652588,1021.652588
4+65,12,8.4,1021.680237,1021.670349
4+65,12,9,1021.680237,1021.677002
4+65,12,9.6,1021.593445,1021.604004
4+65,12,10.2,1021.502136,1021.513306
4+65,12,10.8,1021.190674,1021.158203
4+65,12,11.4,1020.870544,1021.158203
4+65,12,12,1020.634705,1020.643066
4+65,12,12.6,1020.625061,1020.654114
4+65,12,13.2,1020.747803,1020.817932
4+65,12,13.8,1020.843811,1020.878418
4+65,12,14.4,1021.00647,1021.11731
4+65,12,15,1021.222351,1021.483582
4+65,12,15.6,1021.604614,1021.483582
4+65,12,16.2,1021.669556,1021.704834
4+65,12,16.8,1021.695984,1021.74353
4+65,12,17.4,1021.727844,1021.780335
4+65,12,18,1021.760071,1021.790344
4+65,12,18.6,1021.762878,1021.826721
4+65,12,19.2,1021.797241,1021.826721
4+65,12,19.8,1021.845947,1021.874329
4+65,12,20.4,1021.949158,1021.861084
4+65,12,21,1021.96344,1021.915527
4+65,12,21.6,1022.006714,1022.004639
4+65,12,22.2,1021.926514,1022.014099
4+65,12,22.8,1021.876709,1021.969727
4+65,12,23.4,1021.859009,1021.922913
4+65,12,24,1021.90863,1021.917236
4+65,12,24.6,1021.848572,1021.872192
4+65,12,25.2,1021.848572,1021.882019
4+65,12,25.8,1021.848572,1021.882019
