Name,Washname,Distance,Elevation 2011,Elevation 2019
4+50,13,0,1022.780212,1022.803467
4+50,13,0.6,1022.74707,1022.820801
4+50,13,1.2,1022.805786,1022.82782
4+50,13,1.8,1022.784119,1022.816223
4+50,13,2.4000001,1022.81012,1022.823669
4+50,13,3,1022.874634,1022.857788
4+50,13,3.5999999,1022.796814,1022.857788
4+50,13,4.1999998,1022.717346,1022.77771
4+50,13,4.8000002,1022.736694,1022.729309
4+50,13,5.4000001,1022.700195,1022.730042
4+50,13,6,1022.692505,1022.718201
4+50,13,6.5999999,1022.645935,1022.683533
4+50,13,7.1999998,1022.606995,1022.683533
4+50,13,7.8000002,1022.651917,1022.691711
4+50,13,8.3999996,1022.640198,1022.656982
4+50,13,9,1022.640198,1022.685425
4+50,13,9.6000004,1022.660706,1022.668579
4+50,13,10.1999998,1022.669861,1022.717896
4+50,13,10.8000002,1022.700684,1022.71759
4+50,13,11.3999996,1022.722656,1022.720093
4+50,13,12,1022.713074,1022.754822
4+50,13,12.6000004,1022.689331,1022.693481
4+50,13,13.1999998,1022.669861,1022.661865
4+50,13,13.8000002,1022.62616,1022.649475
4+50,13,14.3999996,1022.569702,1022.69574
4+50,13,15,1022.580627,1022.716431
4+50,13,15.6000004,1022.580627,1022.632263
4+50,13,16.2000008,1022.426819,1022.450134
4+50,13,16.7999992,1022.08313,1022.278381
4+50,13,17.3999996,1021.881592,1021.991028
4+50,13,18,1021.835877,1021.991028
4+50,13,18.6000004,1022.150513,1021.960083
4+50,13,19.2000008,1022.361816,1022.185791
4+50,13,19.7999992,1022.621826,1022.630188
4+50,13,20.3999996,1022.669739,1022.627197
4+50,13,21,1022.614197,1022.608093
4+50,13,21.6000004,1022.57782,1022.603394
4+50,13,22.2000008,1022.572388,1022.595032
4+50,13,22.7999992,1022.572388,1022.613709
4+50,13,23.3999996,1022.544739,1022.602722
4+50,13,24,1022.607788,1022.574097
4+50,13,24.6000004,1022.606567,1022.58667
4+50,13,25.2000008,1022.635498,1022.569824
4+50,13,25.7999992,1022.675476,1022.637695
4+50,13,26.3999996,1022.687927,1022.624695
4+50,13,27,1022.672363,1022.63031
4+50,13,27.6000004,1022.687256,1022.680786
4+50,13,28.2000008,1022.638123,1022.686646
4+50,13,28.7999992,1022.625977,1022.686646
4+50,13,29.3999996,1022.625977,1022.681091
4+50,13,30,1022.585388,1022.683838
4+50,13,30.6000004,1022.655579,1022.669983
4+50,13,31.2000008,1022.635315,1022.697388
4+50,13,31.7999992,1022.697876,1022.729004
4+50,13,32.4000015,1022.771362,1022.740601
4+50,13,33,1022.752991,1022.793823
4+50,13,33.5999985,1022.769409,1022.774719
4+50,13,34.2000008,1022.671387,1022.735046
4+50,13,34.7999992,1022.673035,1022.732727
4+50,13,35.4000015,1022.579041,1022.638672
4+50,13,36,1022.520325,1022.554199
4+50,13,36.5999985,1022.520325,1022.554199
