Name,Washname,Distance,Elevation 2011,Elevation 2019
3+93,12,0,1021.736633,1021.694214
3+93,12,0.6,1021.638245,1021.631226
3+93,12,1.2,1021.586487,1021.621216
3+93,12,1.8,1021.572205,1021.622498
3+93,12,2.4,1021.545593,1021.585877
3+93,12,3,1021.532227,1021.580994
3+93,12,3.6,1021.615967,1021.599793
3+93,12,4.2,1021.604065,1021.608887
3+93,12,4.8,1021.558899,1021.656189
3+93,12,5.4,1021.490051,1021.613281
3+93,12,6,1021.434631,1021.452942
3+93,12,6.6,1021.377502,1021.429871
3+93,12,7.2,1021.30603,1021.357849
3+93,12,7.8,1021.216736,1021.261108
3+93,12,8.4,1021.212463,1021.228088
3+93,12,9,1021.16095,1021.152283
3+93,12,9.6,1021.078796,1021.139526
3+93,12,10.2,1020.993347,1021.059692
3+93,12,10.8,1020.943665,1020.903015
3+93,12,11.4,1020.848938,1020.863098
3+93,12,12,1020.915222,1020.932922
3+93,12,12.6,1021.055481,1021.116333
3+93,12,13.2,1021.230652,1021.197876
3+93,12,13.8,1021.293213,1021.235352
3+93,12,14.4,1020.996521,1021.235352
3+93,12,15,1020.671997,1020.802918
3+93,12,15.6,1020.311462,1020.539246
3+93,12,16.2,1020.311462,1020.393677
3+93,12,16.8,1020.214844,1020.321411
3+93,12,17.4,1020.353882,1020.425842
3+93,12,18,1020.521912,1020.613098
3+93,12,18.6,1020.592529,1020.59259
3+93,12,19.2,1020.663269,1020.623901
3+93,12,19.8,1020.67157,1020.548584
3+93,12,20.4,1020.610657,1020.591736
3+93,12,21,1020.620789,1020.613586
3+93,12,21.6,1020.621155,1020.623352
3+93,12,22.2,1020.675049,1020.681824
3+93,12,22.8,1020.68988,1020.702576
3+93,12,23.4,1020.700195,1020.764771
3+93,12,24,1020.786621,1020.764771
3+93,12,24.6,1020.84198,1020.804565
3+93,12,25.2,1020.84198,1020.899414
3+93,12,25.8,1020.994995,1021.001038
3+93,12,26.4,1021.078308,1021.114258
3+93,12,27,1021.169373,1021.1698
3+93,12,27.6,1021.294861,1021.242859
3+93,12,28.2,1021.427063,1021.290649
3+93,12,28.8,1021.42865,1021.441345
3+93,12,29.4,1021.527954,1021.555969
3+93,12,30,1021.577942,1021.639832
3+93,12,30.6,1021.646423,1021.708191
3+93,12,31.2,1021.566284,1021.62262
3+93,12,31.8,1021.533508,1021.572327
3+93,12,32.4,1021.481628,1021.474548
3+93,12,33,1021.473084,1021.492004
3+93,12,33.6,1021.473084,1021.492004
