Name,Washname,Distance,Elevation 2011,Elevation 2019
6+97,19,0,1028.67273,1028.708984
6+97,19,0.6,1028.690796,1028.695679
6+97,19,1.2,1028.745117,1028.695679
6+97,19,1.8,1028.859131,1028.708252
6+97,19,2.4000001,1028.891846,1028.762329
6+97,19,3,1028.724609,1028.686646
6+97,19,3.5999999,1028.609741,1028.622437
6+97,19,4.1999998,1028.524048,1028.496826
6+97,19,4.8000002,1028.483521,1028.465088
6+97,19,5.4000001,1028.57898,1028.500977
6+97,19,6,1028.606079,1028.533325
6+97,19,6.5999999,1028.514648,1028.578369
6+97,19,7.1999998,1028.559448,1028.567017
6+97,19,7.8000002,1028.594605,1028.573853
6+97,19,8.3999996,1028.401001,1028.59729
6+97,19,9,1028.401001,1028.395508
6+97,19,9.6000004,1028.030518,1028.181152
6+97,19,10.1999998,1027.946289,1027.624634
6+97,19,10.8000002,1027.790039,1027.244995
6+97,19,11.3999996,1027.263672,1026.973633
6+97,19,12,1027.010742,1026.875366
6+97,19,12.6000004,1027.021851,1026.891235
6+97,19,13.1999998,1026.922852,1026.8479
6+97,19,13.8000002,1026.831787,1026.871338
6+97,19,14.3999996,1026.924439,1026.914917
6+97,19,15,1026.916992,1026.945923
6+97,19,15.6000004,1026.827881,1027.008057
6+97,19,16.2000008,1026.977173,1027.069214
6+97,19,16.7999992,1027.042114,1027.079224
6+97,19,17.3999996,1027.177979,1027.218018
6+97,19,18,1027.357666,1027.393189
6+97,19,18.6000004,1027.507813,1027.510742
6+97,19,19.2000008,1027.417358,1027.490356
6+97,19,19.7999992,1027.577637,1027.608276
6+97,19,20.3999996,1027.803223,1027.722168
6+97,19,21,1028.013428,1027.862061
6+97,19,21.6000004,1028.157105,1028.047485
6+97,19,22.2000008,1028.282349,1028.167847
6+97,19,22.7999992,1028.359863,1028.300903
6+97,19,23.3999996,1028.338867,1028.372559
6+97,19,24,1028.32251,1028.319458
6+97,19,24.6000004,1028.274292,1028.284302
6+97,19,25.2000008,1028.224121,1028.273193
6+97,19,25.7999992,1028.176636,1028.248291
6+97,19,26.3999996,1028.195313,1028.232422
6+97,19,27,1028.204956,1028.237915
6+97,19,27.6000004,1028.182251,1028.240723
6+97,19,28.2000008,1028.194092,1028.130005
6+97,19,28.7999992,1028.01709,1027.986572
6+97,19,29.3999996,1027.769409,1027.710205
6+97,19,30,1027.584473,1027.710205
