Name,Washname,Distance,Elevation 2011,Elevation 2019
1+52,12,0,1020.179443,1020.17511
1+52,12,0.6,1020.155151,1020.177185
1+52,12,1.2,1020.148438,1020.212769
1+52,12,1.8,1020.225281,1020.147583
1+52,12,2.4,1020.100403,1020.089233
1+52,12,3,1020.132996,1020.063965
1+52,12,3.6,1020.18103,1020.075073
1+52,12,4.2,1020.145508,1020.137268
1+52,12,4.8,1020.184753,1020.160034
1+52,12,5.4,1020.132385,1020.164673
1+52,12,6,1020.193176,1020.163086
1+52,12,6.6,1020.184021,1020.132629
1+52,12,7.2,1019.993103,1019.955689
1+52,12,7.8,1019.879089,1019.955689
1+52,12,8.4,1019.879089,1019.870056
1+52,12,9,1019.896423,1019.878052
1+52,12,9.6,1019.981567,1019.937866
1+52,12,10.2,1020.03418,1019.949036
1+52,12,10.8,1020.03418,1019.977966
1+52,12,11.4,1019.951111,1019.95044
1+52,12,12,1019.733215,1019.851746
1+52,12,12.6,1019.733215,1019.658814
1+52,12,13.2,1019.456726,1019.473206
1+52,12,13.8,1019.260376,1019.417236
1+52,12,14.4,1019.154236,1019.299377
1+52,12,15,1019.042419,1019.04773
1+52,12,15.6,1019.042664,1019.098938
1+52,12,16.2,1019.013184,1019.026062
1+52,12,16.8,1018.984253,1019.015747
1+52,12,17.4,1019.066345,1019.091858
1+52,12,18,1019.174439,1019.269226
1+52,12,18.6,1019.387085,1019.576538
1+52,12,19.2,1019.64148,1019.576538
1+52,12,19.8,1019.918396,1019.809509
1+52,12,20.4,1019.858337,1019.876526
1+52,12,21,1019.851746,1019.876526
1+52,12,21.6,1019.954407,1019.948303
1+52,12,22.2,1019.918518,1019.967224
1+52,12,22.8,1019.96814,1019.943604
1+52,12,23.4,1019.970581,1019.963928
1+52,12,24,1019.970581,1019.998169
1+52,12,24.6,1020.017883,1019.996887
1+52,12,25.2,1019.92041,1019.945862
1+52,12,25.8,1019.92041,1019.886963
1+52,12,26.4,1019.836731,1019.866272
1+52,12,27,1019.908447,1019.871155
1+52,12,27.6,1019.917053,1019.913391
1+52,12,28.2,1019.907715,1019.913391
1+52,12,28.8,1019.955689,1019.944763
1+52,12,29.4,1020.014038,1020.000061
1+52,12,30,1020.022827,1020.009766
1+52,12,30.6,1020.024231,1020.009766
1+52,12,31.2,1020.031799,1020.031921
1+52,12,31.8,1020.04126,1020.034241
1+52,12,32.4,1020.079651,1020.034241
1+52,12,33,1020.079651,1020.044617
