Name,Washname,Distance,Elevation 2011,Elevation 2019
3+98,19,0,1026.11145,1026.119629
3+98,19,0.6,1025.889648,1025.917969
3+98,19,1.2,1025.685669,1025.706177
3+98,19,1.8,1025.510254,1025.560791
3+98,19,2.4000001,1025.403565,1025.58667
3+98,19,3,1025.274048,1025.504028
3+98,19,3.5999999,1025.25708,1025.38562
3+98,19,4.1999998,1025.212524,1025.212891
3+98,19,4.8000002,1025.199585,1025.1698
3+98,19,5.4000001,1025.189819,1025.132202
3+98,19,6,1025.180054,1025.152466
3+98,19,6.5999999,1025.168457,1025.098267
3+98,19,7.1999998,1024.983643,1024.950684
3+98,19,7.8000002,1024.797607,1024.867188
3+98,19,8.3999996,1024.830933,1024.904297
3+98,19,9,1024.912476,1024.950073
3+98,19,9.6000004,1025.017334,1025.08606
3+98,19,10.1999998,1025.158936,1025.17749
3+98,19,10.8000002,1025.23999,1025.299316
3+98,19,11.3999996,1025.317749,1025.381226
3+98,19,12,1025.24707,1025.262085
3+98,19,12.6000004,1025.097046,1025.088867
3+98,19,13.1999998,1024.936646,1025.016846
3+98,19,13.8000002,1024.96936,1024.978027
3+98,19,14.3999996,1025.039063,1025.088745
3+98,19,15,1025.221558,1025.270508
3+98,19,15.6000004,1025.442505,1025.538452
3+98,19,16.2000008,1025.620239,1025.660889
3+98,19,16.7999992,1025.748657,1025.782105
3+98,19,17.3999996,1025.832153,1025.888062
3+98,19,18,1025.92627,1025.937012
3+98,19,18.6000004,1025.971191,1025.958374
3+98,19,19.2000008,1026.012085,1025.977051
3+98,19,19.7999992,1025.94165,1025.970093
3+98,19,20.3999996,1025.950317,1025.943237
3+98,19,21,1025.934204,1026.015137
3+98,19,21.6000004,1026.098999,1026.113892
3+98,19,22.2000008,1026.190918,1026.186646
3+98,19,22.7999992,1026.233887,1026.271729
3+98,19,23.3999996,1026.288818,1026.334106
3+98,19,24,1026.369385,1026.402466
3+98,19,24.6000004,1026.461548,1026.453491
3+98,19,25.2000008,1026.48938,1026.496338
3+98,19,25.7999992,1026.514893,1026.500732
3+98,19,26.3999996,1026.486206,1026.474243
3+98,19,27,1026.453491,1026.512329
