Name,Washname,Distance,Elevation 2011,Elevation 2019
5+00,19,0,1027.620239,1027.695557
5+00,19,0.6,1027.543823,1027.627075
5+00,19,1.2,1027.504639,1027.575317
5+00,19,1.8,1027.446899,1027.509155
5+00,19,2.4000001,1027.398438,1027.457398
5+00,19,3,1027.359497,1027.422241
5+00,19,3.5999999,1027.32544,1027.357544
5+00,19,4.1999998,1027.291016,1027.333984
5+00,19,4.8000002,1027.276733,1027.31897
5+00,19,5.4000001,1027.152832,1027.236694
5+00,19,6,1027.088013,1027.177979
5+00,19,6.5999999,1027.055176,1027.100342
5+00,19,7.1999998,1027.02478,1027.064453
5+00,19,7.8000002,1027.013062,1027.046021
5+00,19,8.3999996,1026.934448,1026.993286
5+00,19,9,1026.775269,1026.880371
5+00,19,9.6000004,1026.64856,1026.713867
5+00,19,10.1999998,1026.356079,1026.497803
5+00,19,10.8000002,1026.115723,1026.261841
5+00,19,11.3999996,1025.854858,1026.100098
5+00,19,12,1025.664673,1025.807251
5+00,19,12.6000004,1025.55957,1025.604858
5+00,19,13.1999998,1025.525391,1025.51062
5+00,19,13.8000002,1025.59082,1025.545532
5+00,19,14.3999996,1025.564453,1025.583496
5+00,19,15,1025.463501,1025.50769
5+00,19,15.6000004,1025.533814,1025.515137
5+00,19,16.2000008,1025.863281,1025.755981
5+00,19,16.7999992,1026.42981,1026.222046
5+00,19,17.3999996,1026.704834,1026.577881
5+00,19,18,1026.733276,1026.762573
5+00,19,18.6000004,1026.737305,1026.790527
5+00,19,19.2000008,1026.723999,1026.678101
5+00,19,19.7999992,1026.685547,1026.675293
5+00,19,20.3999996,1026.652344,1026.642334
5+00,19,21,1026.613525,1026.665649
5+00,19,21.6000004,1026.565186,1026.644531
5+00,19,22.2000008,1026.615723,1026.600708
5+00,19,22.7999992,1026.631592,1026.592651
5+00,19,23.3999996,1026.702759,1026.684326
5+00,19,24,1026.754883,1026.710205
5+00,19,24.6000004,1026.834961,1026.80603
5+00,19,25.2000008,1026.88562,1026.879883
5+00,19,25.7999992,1026.9823,1026.940674
5+00,19,26.3999996,1027.028198,1026.98877
5+00,19,27,1027.062744,1027.030762
5+00,19,27.6000004,1027.071655,1027.081909
5+00,19,28.2000008,1027.107178,1027.111206
5+00,19,28.7999992,1027.169922,1027.131592
5+00,19,29.3999996,1027.151856,1027.161743
5+00,19,30,1027.17334,1027.159424
5+00,19,30.6000004,1027.074829,1027.093872
5+00,19,31.2000008,1027.074829,1027.093872
