Name,Washname,Distance,Elevation 2011,Elevation 2019
3+80,21,0,1029.351685,1029.467163
3+80,21,0.6,1029.275879,1029.384888
3+80,21,1.2,1029.153565,1029.2146
3+80,21,1.8,1028.951172,1028.984375
3+80,21,2.4000001,1029.081421,1028.984375
3+80,21,3,1029.059326,1029.040527
3+80,21,3.5999999,1029.085938,1029.092896
3+80,21,4.1999998,1029.164551,1029.167969
3+80,21,4.8000002,1029.187256,1029.234131
3+80,21,5.4000001,1029.259522,1029.325073
3+80,21,6,1029.384277,1029.461304
3+80,21,6.5999999,1029.485962,1029.519043
3+80,21,7.1999998,1029.457764,1029.504395
3+80,21,7.8000002,1029.449463,1029.494751
3+80,21,8.3999996,1029.470825,1029.494019
3+80,21,9,1029.456909,1029.469971
3+80,21,9.6000004,1029.357666,1029.426148
3+80,21,10.1999998,1029.34668,1029.436035
3+80,21,10.8000002,1029.421143,1029.523682
3+80,21,11.3999996,1029.368897,1029.546631
3+80,21,12,1029.456421,1029.484985
3+80,21,12.6000004,1029.255737,1029.356445
3+80,21,13.1999998,1028.944214,1028.920044
3+80,21,13.8000002,1028.804443,1028.701904
3+80,21,14.3999996,1028.971069,1028.876343
3+80,21,15,1028.907593,1028.796753
3+80,21,15.6000004,1028.945923,1028.855469
3+80,21,16.2000008,1028.730591,1028.627075
3+80,21,16.7999992,1028.486939,1028.203247
3+80,21,17.3999996,1028.013916,1027.975098
3+80,21,18,1027.601685,1027.356812
3+80,21,18.6000004,1027.303101,1027.356812
3+80,21,19.2000008,1027.117188,1027.297852
3+80,21,19.7999992,1027.004639,1027.346069
3+80,21,20.3999996,1027.134522,1027.381348
3+80,21,21,1027.196411,1027.455078
3+80,21,21.6000004,1027.232422,1027.455078
3+80,21,22.2000008,1027.526245,1027.62854
3+80,21,22.7999992,1027.926514,1027.807373
3+80,21,23.3999996,1028.291382,1028.438843
3+80,21,24,1028.752686,1028.858887
3+80,21,24.6000004,1028.752686,1028.858887
3+80,21,25.2000008,1029.012695,1029.129273
3+80,21,25.7999992,1029.118774,1029.152954
3+80,21,26.3999996,1029.27124,1029.280151
3+80,21,27,1029.382324,1029.374756
3+80,21,27.6000004,1029.382324,1029.374756
3+80,21,28.2000008,1029.369385,1029.396606
3+80,21,28.7999992,1029.298828,1029.389893
3+80,21,29.3999996,1029.317383,1029.354248
3+80,21,30,1029.347412,1029.380127
3+80,21,30.6000004,1029.347412,1029.400024
3+80,21,31.2000008,1029.311768,1029.444824
3+80,21,31.7999992,1029.225586,1029.328613
3+80,21,32.4000015,1029.126831,1029.215332
3+80,21,33,1029.080444,1029.17627
3+80,21,33.5999985,1029.080444,1029.204956
3+80,21,34.2000008,1029.149536,1029.257935
3+80,21,34.7999992,1029.208984,1029.305908
3+80,21,35.4000015,1029.288574,1029.443848
3+80,21,36,1029.369385,1029.482544
3+80,21,36.5999985,1029.369385,1029.44458
3+80,21,37.2000008,1029.375,1029.381958
3+80,21,37.7999992,1029.348633,1029.384277
3+80,21,38.4000015,1029.397827,1029.360596
3+80,21,39,1029.366211,1029.405762
3+80,21,39.5999985,1029.366211,1029.443726
3+80,21,40.2000008,1029.40564,1029.443726
3+80,21,40.7999992,1029.40564,1029.42273
