Name,Washname,Distance,Elevation 2011,Elevation 2019
3+31,13,0,1022.235962,1022.212647
3+31,13,0.6,1022.159241,1022.239929
3+31,13,1.2,1022.153259,1022.204529
3+31,13,1.8,1022.104004,1022.095154
3+31,13,2.4000001,1022.104004,1022.100708
3+31,13,3,1022.110046,1022.124695
3+31,13,3.5999999,1022.149414,1022.106628
3+31,13,4.1999998,1022.146179,1022.121155
3+31,13,4.8000002,1022.107117,1022.133972
3+31,13,5.4000001,1022.121521,1022.108765
3+31,13,6,1022.124695,1022.115051
3+31,13,6.5999999,1022.156189,1022.1521
3+31,13,7.1999998,1022.166321,1022.163574
3+31,13,7.8000002,1022.166321,1022.163574
3+31,13,8.3999996,1022.152161,1022.137024
3+31,13,9,1022.114136,1022.126404
3+31,13,9.6000004,1022.146423,1022.201172
3+31,13,10.1999998,1022.146301,1022.175476
3+31,13,10.8000002,1022.146301,1022.123779
3+31,13,11.3999996,1022.036377,1022.05072
3+31,13,12,1022.009155,1022.0271
3+31,13,12.6000004,1022.006592,1022.047669
3+31,13,13.1999998,1022.004273,1022.013733
3+31,13,13.8000002,1022.010437,1022.027039
3+31,13,14.3999996,1021.973389,1021.969055
3+31,13,15,1021.970154,1021.975952
3+31,13,15.6000004,1021.986328,1022.023804
3+31,13,16.2000008,1021.986511,1022.013855
3+31,13,16.7999992,1021.979675,1022.046021
3+31,13,17.3999996,1021.963379,1022.077515
3+31,13,18,1021.633545,1021.656677
3+31,13,18.6000004,1021.633545,1021.656677
3+31,13,19.2000008,1021.196594,1021.31189
3+31,13,19.7999992,1021.143616,1021.362366
3+31,13,20.3999996,1021.244629,1021.529968
3+31,13,21,1021.823914,1021.949524
3+31,13,21.6000004,1021.939453,1021.950684
3+31,13,22.2000008,1021.93396,1021.994141
3+31,13,22.7999992,1021.951416,1022.012085
3+31,13,23.3999996,1021.95282,1021.983582
3+31,13,24,1021.913757,1021.87384
3+31,13,24.6000004,1021.852112,1021.860718
3+31,13,25.2000008,1021.815186,1021.851318
3+31,13,25.7999992,1021.761902,1021.813171
3+31,13,26.3999996,1021.763062,1021.811829
3+31,13,27,1021.763062,1021.844116
3+31,13,27.6000004,1021.820007,1021.841065
3+31,13,28.2000008,1021.786926,1021.758362
3+31,13,28.7999992,1021.697937,1021.724976
3+31,13,29.3999996,1021.671692,1021.626526
3+31,13,30,1021.65686,1021.626526
3+31,13,30.6000004,1021.609802,1021.600098
3+31,13,31.2000008,1021.567261,1021.602112
3+31,13,31.7999992,1021.601135,1021.57544
3+31,13,32.4000015,1021.585877,1021.537781
3+31,13,33,1021.58905,1021.588501
3+31,13,33.5999985,1021.639221,1021.599487
3+31,13,34.2000008,1021.571899,1021.54419
3+31,13,34.7999992,1021.571899,1021.535339
3+31,13,35.4000015,1021.467041,1021.492676
3+31,13,36,1021.599487,1021.540222
3+31,13,36.5999985,1021.645569,1021.63324
3+31,13,37.2000008,1021.643799,1021.612244
3+31,13,37.7999992,1021.673828,1021.668396
3+31,13,38.4000015,1021.681885,1021.682556
3+31,13,39,1021.759399,1021.710754
3+31,13,39.5999985,1021.740845,1021.748901
3+31,13,40.2000008,1021.771912,1021.748901
