Name,Washname,Distance,Elevation 2011,Elevation 2019
3+63,19,0,1026.801636,1026.790039
3+63,19,0.6,1026.758057,1026.769409
3+63,19,1.2,1026.710449,1026.748901
3+63,19,1.8,1026.734375,1026.744629
3+63,19,2.4000001,1026.744873,1026.691284
3+63,19,3,1026.768555,1026.684692
3+63,19,3.5999999,1026.641113,1026.531616
3+63,19,4.1999998,1026.508667,1026.487183
3+63,19,4.8000002,1026.378174,1026.462647
3+63,19,5.4000001,1026.378174,1026.377808
3+63,19,6,1026.34668,1026.350708
3+63,19,6.5999999,1026.218628,1026.329712
3+63,19,7.1999998,1026.190918,1026.18457
3+63,19,7.8000002,1026.141724,1026.216919
3+63,19,8.3999996,1026.141724,1026.118164
3+63,19,9,1026.019409,1026.018799
3+63,19,9.6000004,1025.888062,1025.92395
3+63,19,10.1999998,1025.673706,1025.611206
3+63,19,10.8000002,1025.40625,1025.330933
3+63,19,11.3999996,1025.167969,1025.330933
3+63,19,12,1024.988892,1024.953491
3+63,19,12.6000004,1024.758667,1024.772339
3+63,19,13.1999998,1024.620117,1024.653076
3+63,19,13.8000002,1024.595215,1024.64209
3+63,19,14.3999996,1024.563965,1024.609375
3+63,19,15,1024.601685,1024.612427
3+63,19,15.6000004,1024.671753,1024.769898
3+63,19,16.2000008,1024.807007,1024.842896
3+63,19,16.7999992,1025.053345,1024.935303
3+63,19,17.3999996,1025.261108,1025.190064
3+63,19,18,1025.427612,1025.190064
3+63,19,18.6000004,1025.416016,1025.340576
3+63,19,19.2000008,1025.660767,1025.602783
3+63,19,19.7999992,1025.96167,1025.694336
3+63,19,20.3999996,1025.75708,1025.738403
3+63,19,21,1025.91272,1025.818359
3+63,19,21.6000004,1025.758057,1025.767334
3+63,19,22.2000008,1025.859253,1025.803955
3+63,19,22.7999992,1025.772217,1025.744873
3+63,19,23.3999996,1025.682007,1025.672974
3+63,19,24,1025.662842,1025.648682
3+63,19,24.6000004,1025.493408,1025.566406
3+63,19,25.2000008,1025.493408,1025.512451
3+63,19,25.7999992,1025.358521,1025.379639
3+63,19,26.3999996,1025.359375,1025.401123
3+63,19,27,1025.475464,1025.518799
3+63,19,27.6000004,1025.487427,1025.498901
3+63,19,28.2000008,1025.487427,1025.498901
3+63,19,28.7999992,1025.522095,1025.570923
