Name,Washname,Distance,Elevation 2011,Elevation 2019
2+16,13,0,1021.46814,1021.459534
2+16,13,0.6,1021.476074,1021.44574
2+16,13,1.2,1021.44574,1021.374207
2+16,13,1.8,1021.432068,1021.374207
2+16,13,2.4000001,1021.390686,1021.384705
2+16,13,3,1021.390686,1021.360718
2+16,13,3.5999999,1021.398071,1021.360718
2+16,13,4.1999998,1021.344849,1021.37323
2+16,13,4.8000002,1021.369995,1021.38031
2+16,13,5.4000001,1021.344971,1021.380737
2+16,13,6,1021.351685,1021.432129
2+16,13,6.5999999,1021.35321,1021.364746
2+16,13,7.1999998,1021.324707,1021.325867
2+16,13,7.8000002,1021.312866,1021.342957
2+16,13,8.3999996,1021.332153,1021.353943
2+16,13,9,1021.324646,1021.331543
2+16,13,9.6000004,1021.292236,1021.331604
2+16,13,10.1999998,1021.280029,1021.322205
2+16,13,10.8000002,1021.35669,1021.322205
2+16,13,11.3999996,1021.424622,1021.366272
2+16,13,12,1021.457336,1021.442322
2+16,13,12.6000004,1021.396118,1021.44458
2+16,13,13.1999998,1021.249329,1021.368958
2+16,13,13.8000002,1021.053955,1021.186096
2+16,13,14.3999996,1021.053955,1021.021301
2+16,13,15,1020.618469,1020.463074
2+16,13,15.6000004,1020.213623,1020.257019
2+16,13,16.2000008,1020.407166,1020.423889
2+16,13,16.7999992,1020.552063,1020.650452
2+16,13,17.3999996,1021.049072,1021.049194
2+16,13,18,1021.181763,1021.049194
2+16,13,18.6000004,1021.214966,1021.191956
2+16,13,19.2000008,1021.278381,1021.296326
2+16,13,19.7999992,1021.267151,1021.26532
2+16,13,20.3999996,1021.306397,1021.274536
2+16,13,21,1021.326294,1021.300903
2+16,13,21.6000004,1021.326294,1021.35022
2+16,13,22.2000008,1021.429565,1021.315674
2+16,13,22.7999992,1021.333435,1021.265442
2+16,13,23.3999996,1021.262268,1021.263855
2+16,13,24,1021.216309,1021.214905
2+16,13,24.6000004,1021.185364,1021.207886
2+16,13,25.2000008,1021.163208,1021.207886
2+16,13,25.7999992,1021.23938,1021.144226
2+16,13,26.3999996,1021.225159,1021.174622
2+16,13,27,1021.244263,1021.193604
2+16,13,27.6000004,1021.158447,1021.096924
2+16,13,28.2000008,1021.078308,1021.04773
2+16,13,28.7999992,1021.117737,1021.058472
2+16,13,29.3999996,1021.070129,1021.021179
2+16,13,30,1021.062134,1020.990784
2+16,13,30.6000004,1021.062134,1021.023071
2+16,13,31.2000008,1021.039429,1020.994324
2+16,13,31.7999992,1021.054077,1021.021729
2+16,13,32.4000015,1021.054077,1021.021729
