Name,Washname,Distance,Elevation 2011,Elevation 2019
1+71,13,0,1021.431824,1021.390808
1+71,13,0.6,1021.375488,1021.377869
1+71,13,1.2,1021.41394,1021.377136
1+71,13,1.8,1021.390259,1021.300781
1+71,13,2.4000001,1021.318787,1021.319946
1+71,13,3,1021.318787,1021.309753
1+71,13,3.5999999,1021.307617,1021.253235
1+71,13,4.1999998,1021.291931,1021.261108
1+71,13,4.8000002,1021.243286,1021.210205
1+71,13,5.4000001,1021.230286,1021.184876
1+71,13,6,1021.192383,1021.158936
1+71,13,6.5999999,1021.178528,1021.151856
1+71,13,7.1999998,1021.166382,1021.127747
1+71,13,7.8000002,1021.15979,1021.09259
1+71,13,8.3999996,1021.141296,1021.082642
1+71,13,9,1021.141235,1021.046509
1+71,13,9.6000004,1021.0578,1021.014587
1+71,13,10.1999998,1021.044495,1021.014587
1+71,13,10.8000002,1021.02124,1021.042664
1+71,13,11.3999996,1020.900696,1021.10553
1+71,13,12,1020.899719,1021.072022
1+71,13,12.6000004,1020.779602,1020.797485
1+71,13,13.1999998,1020.610535,1020.75885
1+71,13,13.8000002,1020.610535,1020.713379
1+71,13,14.3999996,1020.069824,1020.009949
1+71,13,15,1019.765015,1019.888184
1+71,13,15.6000004,1020.05249,1020.27301
1+71,13,16.2000008,1020.394959,1020.640198
1+71,13,16.7999992,1020.757324,1020.813416
1+71,13,17.3999996,1020.846619,1020.866211
1+71,13,18,1020.910461,1020.945618
1+71,13,18.6000004,1021.01294,1021.001038
1+71,13,19.2000008,1021.026672,1021.012695
1+71,13,19.7999992,1021.036377,1021.036682
1+71,13,20.3999996,1021.011841,1020.988953
1+71,13,21,1020.951843,1020.988953
1+71,13,21.6000004,1020.940674,1020.932129
1+71,13,22.2000008,1020.841614,1020.902954
1+71,13,22.7999992,1020.820862,1020.862488
1+71,13,23.3999996,1020.897217,1020.881104
1+71,13,24,1020.862854,1020.830139
1+71,13,24.6000004,1020.862854,1020.867371
1+71,13,25.2000008,1020.897095,1020.881531
1+71,13,25.7999992,1020.899719,1020.848206
1+71,13,26.3999996,1020.905151,1020.818054
1+71,13,27,1020.805359,1020.716003
1+71,13,27.6000004,1020.690735,1020.578003
1+71,13,28.2000008,1020.62439,1020.561035
1+71,13,28.7999992,1020.554871,1020.568359
1+71,13,29.3999996,1020.527649,1020.516968
1+71,13,30,1020.581604,1020.553894
1+71,13,30.6000004,1020.609314,1020.630676
