Name,Washname,Distance,Elevation 2011,Elevation 2019
6+13,19,0,1028.116333,1028.158081
6+13,19,0.6,1028.050537,1028.100586
6+13,19,1.2,1027.993774,1028.057251
6+13,19,1.8,1027.980347,1028.024902
6+13,19,2.4000001,1027.955322,1027.986206
6+13,19,3,1027.896729,1027.952515
6+13,19,3.5999999,1027.849609,1027.937134
6+13,19,4.1999998,1027.849609,1027.901489
6+13,19,4.8000002,1027.766113,1027.885864
6+13,19,5.4000001,1027.746948,1027.832275
6+13,19,6,1027.664795,1027.756104
6+13,19,6.5999999,1027.599976,1027.647827
6+13,19,7.1999998,1027.532593,1027.550781
6+13,19,7.8000002,1027.361694,1027.383179
6+13,19,8.3999996,1027.179077,1027.230103
6+13,19,9,1026.966797,1027.013672
6+13,19,9.6000004,1026.776245,1026.821289
6+13,19,10.1999998,1026.623291,1026.708862
6+13,19,10.8000002,1026.53894,1026.65332
6+13,19,11.3999996,1026.411133,1026.536255
6+13,19,12,1026.293091,1026.261353
6+13,19,12.6000004,1026.191528,1026.143189
6+13,19,13.1999998,1026.190796,1026.184326
6+13,19,13.8000002,1026.321289,1026.400391
6+13,19,14.3999996,1026.537842,1026.596436
6+13,19,15,1026.947632,1027.00708
6+13,19,15.6000004,1027.703125,1027.393555
6+13,19,16.2000008,1027.867432,1027.729004
6+13,19,16.7999992,1027.745728,1027.68103
6+13,19,17.3999996,1027.530151,1027.68103
6+13,19,18,1027.468506,1027.399536
6+13,19,18.6000004,1027.305054,1027.304443
6+13,19,19.2000008,1027.226563,1027.185181
6+13,19,19.7999992,1026.962524,1027.006836
6+13,19,20.3999996,1026.785156,1026.854126
6+13,19,21,1026.617188,1026.751465
6+13,19,21.6000004,1026.62915,1026.767578
6+13,19,22.2000008,1026.718262,1026.786621
6+13,19,22.7999992,1026.589356,1026.791504
6+13,19,23.3999996,1026.685059,1026.821411
6+13,19,24,1026.870361,1027.006836
6+13,19,24.6000004,1026.870361,1027.006836
6+13,19,25.2000008,1027.17273,1027.080444
6+13,19,25.7999992,1027.323242,1027.386841
6+13,19,26.3999996,1027.323242,1027.386841
