Name,Washname,Distance,Elevation 2011,Elevation 2019
4+00,12,0,1021.762878,1021.726807
4+00,12,0.6,1021.728149,1021.688477
4+00,12,1.2,1021.685547,1021.674377
4+00,12,1.8,1021.646301,1021.648987
4+00,12,2.4,1021.675964,1021.650879
4+00,12,3,1021.6745,1021.688599
4+00,12,3.6,1021.669556,1021.648865
4+00,12,4.2,1021.662293,1021.601318
4+00,12,4.8,1021.533081,1021.549316
4+00,12,5.4,1021.498108,1021.490418
4+00,12,6,1021.459534,1021.510498
4+00,12,6.6,1021.39093,1021.463989
4+00,12,7.2,1021.329712,1021.368774
4+00,12,7.8,1021.173279,1021.239929
4+00,12,8.4,1021.10083,1021.115845
4+00,12,9,1021.10083,1021.067017
4+00,12,9.6,1020.999023,1020.997376
4+00,12,10.2,1020.917664,1020.916809
4+00,12,10.8,1020.96991,1020.987793
4+00,12,11.4,1021.037109,1020.985657
4+00,12,12,1021.044678,1021.04596
4+00,12,12.6,1021.065369,1021.111389
4+00,12,13.2,1021.158814,1021.172791
4+00,12,13.8,1021.221375,1021.06427
4+00,12,14.4,1020.90094,1020.893677
4+00,12,15,1020.578186,1020.568543
4+00,12,15.6,1020.341248,1020.383972
4+00,12,16.2,1020.255676,1020.435364
4+00,12,16.8,1020.396484,1020.69165
4+00,12,17.4,1020.698486,1020.69165
4+00,12,18,1020.787598,1020.796204
4+00,12,18.6,1020.835327,1020.843323
4+00,12,19.2,1020.838379,1020.838623
4+00,12,19.8,1020.838379,1020.903442
4+00,12,20.4,1020.838562,1020.977295
4+00,12,21,1020.747315,1020.837952
4+00,12,21.6,1020.73468,1020.779968
4+00,12,22.2,1020.751404,1020.777222
4+00,12,22.8,1020.774414,1020.75293
4+00,12,23.4,1020.775635,1020.821777
4+00,12,24,1020.888916,1020.893921
4+00,12,24.6,1021.082642,1021.008118
4+00,12,25.2,1021.371643,1021.243408
4+00,12,25.8,1021.493897,1021.458313
4+00,12,26.4,1021.544434,1021.497681
4+00,12,27,1021.429321,1021.448669
4+00,12,27.6,1021.428223,1021.435669
4+00,12,28.2,1021.439087,1021.366882
4+00,12,28.8,1021.43457,1021.366882
4+00,12,29.4,1021.474487,1021.378662
4+00,12,30,1021.508911,1021.394531
4+00,12,30.6,1021.483887,1021.450562
4+00,12,31.2,1021.541321,1021.531494
4+00,12,31.8,1021.607422,1021.533691
4+00,12,32.4,1021.586975,1021.558777
4+00,12,33,1021.587219,1021.558777
