Name,Washname,Distance,Elevation 2011,Elevation 2019
2+98,12,0,1020.828735,1020.832398
2+98,12,0.6,1020.845886,1020.840393
2+98,12,1.2,1020.783325,1020.823608
2+98,12,1.8,1020.827393,1020.814514
2+98,12,2.4,1020.846375,1020.819153
2+98,12,3,1020.880371,1020.828735
2+98,12,3.6,1020.861877,1020.864746
2+98,12,4.2,1020.807983,1020.885864
2+98,12,4.8,1020.830078,1020.865173
2+98,12,5.4,1020.830261,1020.845093
2+98,12,6,1020.887878,1020.829163
2+98,12,6.6,1020.854309,1020.848267
2+98,12,7.2,1020.888001,1020.861389
2+98,12,7.8,1020.967529,1020.888306
2+98,12,8.4,1021.016663,1020.95398
2+98,12,9,1021.08783,1021.006348
2+98,12,9.6,1021.252625,1021.097656
2+98,12,10.2,1021.210327,1021.128174
2+98,12,10.8,1021.158997,1021.087585
2+98,12,11.4,1021.049805,1021.011108
2+98,12,12,1020.917603,1020.924439
2+98,12,12.6,1020.729614,1020.834229
2+98,12,13.2,1020.542297,1020.692505
2+98,12,13.8,1020.28833,1020.419861
2+98,12,14.4,1020.00592,1020.176148
2+98,12,15,1019.77832,1019.868225
2+98,12,15.6,1019.689819,1019.722107
2+98,12,16.2,1019.822205,1019.793701
2+98,12,16.8,1019.912293,1020.186523
2+98,12,17.4,1020.002319,1020.421692
2+98,12,18,1019.987793,1020.477783
2+98,12,18.6,1020.077881,1020.346619
2+98,12,19.2,1020.077881,1020.189758
2+98,12,19.8,1020.193115,1020.347839
2+98,12,20.4,1020.396668,1020.518738
2+98,12,21,1020.710815,1020.693298
2+98,12,21.6,1020.86908,1020.882385
2+98,12,22.2,1020.983521,1020.974243
2+98,12,22.8,1021.07898,1021.051575
2+98,12,23.4,1021.013306,1021.014282
2+98,12,24,1020.996582,1020.977417
2+98,12,24.6,1020.970642,1020.992676
2+98,12,25.2,1020.982422,1020.992676
2+98,12,25.8,1020.97522,1021.00238
2+98,12,26.4,1021.011658,1020.980713
2+98,12,27,1020.977051,1021.007202
2+98,12,27.6,1020.986084,1020.96637
2+98,12,28.2,1020.949829,1020.977295
2+98,12,28.8,1020.929993,1020.908752
2+98,12,29.4,1020.823914,1020.877075
2+98,12,30,1020.754211,1020.805664
2+98,12,30.6,1020.667847,1020.701355
2+98,12,31.2,1020.550781,1020.635071
2+98,12,31.8,1020.476624,1020.475281
2+98,12,32.4,1020.471252,1020.439453
2+98,12,33,1020.471252,1020.439453
