Name,Washname,Distance,Elevation 2011,Elevation 2019
4+90,21,0,1029.317993,1029.401001
4+90,21,0.6,1029.16687,1029.406738
4+90,21,1.2,1029.101563,1029.381836
4+90,21,1.8,1029.129517,1029.311279
4+90,21,2.4000001,1029.183838,1029.243042
4+90,21,3,1029.203491,1029.317627
4+90,21,3.5999999,1029.29773,1029.380127
4+90,21,4.1999998,1029.446289,1029.511597
4+90,21,4.8000002,1029.60437,1029.71582
4+90,21,5.4000001,1029.77478,1029.789551
4+90,21,6,1029.723755,1029.741577
4+90,21,6.5999999,1029.574463,1029.625732
4+90,21,7.1999998,1029.457764,1029.517212
4+90,21,7.8000002,1029.49939,1029.605591
4+90,21,8.3999996,1029.414063,1029.543945
4+90,21,9,1029.27417,1029.444336
4+90,21,9.6000004,1029.182251,1029.298584
4+90,21,10.1999998,1029.182251,1029.192749
4+90,21,10.8000002,1029.106445,1029.298828
4+90,21,11.3999996,1029.040894,1029.216553
4+90,21,12,1029.091431,1029.068359
4+90,21,12.6000004,1028.92627,1028.97229
4+90,21,13.1999998,1028.912231,1028.976196
4+90,21,13.8000002,1029.005737,1029.015381
4+90,21,14.3999996,1029.220093,1029.015381
4+90,21,15,1029.252686,1029.195068
4+90,21,15.6000004,1029.114746,1029.404907
4+90,21,16.2000008,1028.862549,1029.530151
4+90,21,16.7999992,1028.862549,1029.139038
4+90,21,17.3999996,1028.702637,1028.647095
4+90,21,18,1028.205811,1028.25
4+90,21,18.6000004,1027.999023,1027.999268
4+90,21,19.2000008,1027.849121,1027.992188
4+90,21,19.7999992,1027.873413,1028.044067
4+90,21,20.3999996,1028.000488,1028.16626
4+90,21,21,1028.341065,1028.477905
4+90,21,21.6000004,1028.494141,1028.529175
4+90,21,22.2000008,1028.990356,1028.892822
4+90,21,22.7999992,1029.404907,1029.630371
4+90,21,23.3999996,1029.634522,1029.832642
4+90,21,24,1029.941406,1029.931763
4+90,21,24.6000004,1029.980713,1030.033325
4+90,21,25.2000008,1030.008545,1030.047974
4+90,21,25.7999992,1030.020264,1030.021118
4+90,21,26.3999996,1029.965698,1030.031616
4+90,21,27,1030.033936,1030.106567
4+90,21,27.6000004,1030.103516,1030.135864
4+90,21,28.2000008,1030.142578,1030.187744
4+90,21,28.7999992,1030.184326,1030.190186
4+90,21,29.3999996,1030.234863,1030.247437
4+90,21,30,1030.268921,1030.293457
4+90,21,30.6000004,1030.268921,1030.356567
4+90,21,31.2000008,1030.361694,1030.424194
4+90,21,31.7999992,1030.41394,1030.448486
4+90,21,32.4000015,1030.425781,1030.494263
4+90,21,33,1030.436401,1030.51709
4+90,21,33.5999985,1030.536743,1030.538696
4+90,21,34.2000008,1030.662476,1030.571899
4+90,21,34.7999992,1030.794922,1030.660278
4+90,21,35.4000015,1030.70752,1030.699951
4+90,21,36,1030.618774,1030.696899
4+90,21,36.5999985,1030.631226,1030.684326
4+90,21,37.2000008,1030.631226,1030.705689
4+90,21,37.7999992,1030.651733,1030.766113
4+90,21,38.4000015,1030.768066,1030.798828
4+90,21,39,1030.861084,1030.882446
4+90,21,39.5999985,1030.898438,1030.911133
4+90,21,40.2000008,1030.926148,1030.933472
4+90,21,40.7999992,1031.03064,1030.976196
4+90,21,41.4000015,1030.920532,1030.980225
4+90,21,42,1030.920532,1030.980225
