Name,Washname,Distance,Elevation 2011,Elevation 2019
5+62,19,0,1028.095093,1028.122559
5+62,19,0.6,1028.061768,1028.075806
5+62,19,1.2,1028.035645,1028.061035
5+62,19,1.8,1028.060913,1028.060181
5+62,19,2.4000001,1028.057739,1028.167481
5+62,19,3,1027.997803,1028.12793
5+62,19,3.5999999,1027.997803,1028.021606
5+62,19,4.1999998,1027.881714,1027.938721
5+62,19,4.8000002,1027.804565,1027.901001
5+62,19,5.4000001,1027.763672,1027.898315
5+62,19,6,1027.73523,1027.733521
5+62,19,6.5999999,1027.697022,1027.647339
5+62,19,7.1999998,1027.590088,1027.636475
5+62,19,7.8000002,1027.588379,1027.443726
5+62,19,8.3999996,1027.428955,1027.446167
5+62,19,9,1027.389038,1027.216431
5+62,19,9.6000004,1026.992065,1027.0802
5+62,19,10.1999998,1026.875,1026.614258
5+62,19,10.8000002,1026.386719,1026.412964
5+62,19,11.3999996,1026.140259,1026.218994
5+62,19,12,1026.089233,1026.026978
5+62,19,12.6000004,1026.189331,1026.071411
5+62,19,13.1999998,1026.110962,1026.123169
5+62,19,13.8000002,1026.343628,1026.235596
5+62,19,14.3999996,1026.848023,1026.852905
5+62,19,15,1027.344238,1027.273071
5+62,19,15.6000004,1027.504395,1027.602051
5+62,19,16.2000008,1027.627808,1027.650879
5+62,19,16.7999992,1027.606812,1027.607178
5+62,19,17.3999996,1027.606812,1027.508911
5+62,19,18,1027.378052,1027.465088
5+62,19,18.6000004,1027.282715,1027.355347
5+62,19,19.2000008,1027.051392,1027.213745
5+62,19,19.7999992,1026.917725,1027.059326
5+62,19,20.3999996,1026.671997,1026.720825
5+62,19,21,1026.681397,1026.634766
5+62,19,21.6000004,1026.500855,1026.521606
5+62,19,22.2000008,1026.500855,1026.538086
5+62,19,22.7999992,1026.386719,1026.48645
5+62,19,23.3999996,1026.385254,1026.450073
5+62,19,24,1026.299805,1026.368652
5+62,19,24.6000004,1026.299805,1026.368652
