Name,Washname,Distance,Elevation 2011,Elevation 2019
8+62,21,0,1032.567383,1032.582275
8+62,21,0.6,1032.51709,1032.526367
8+62,21,1.2,1032.4729,1032.523315
8+62,21,1.8,1032.466553,1032.496094
8+62,21,2.4000001,1032.402954,1032.455566
8+62,21,3,1032.393189,1032.426392
8+62,21,3.5999999,1032.339356,1032.385376
8+62,21,4.1999998,1032.336792,1032.376587
8+62,21,4.8000002,1032.357666,1032.345703
8+62,21,5.4000001,1032.303711,1032.345215
8+62,21,6,1032.279663,1032.340332
8+62,21,6.5999999,1032.23877,1032.299683
8+62,21,7.1999998,1032.222168,1032.262329
8+62,21,7.8000002,1032.266846,1032.240845
8+62,21,8.3999996,1032.298462,1032.234863
8+62,21,9,1032.309692,1032.234863
8+62,21,9.6000004,1032.092529,1032.185303
8+62,21,10.1999998,1031.958374,1032.049194
8+62,21,10.8000002,1031.902466,1031.953491
8+62,21,11.3999996,1031.831909,1031.886597
8+62,21,12,1031.794678,1031.854614
8+62,21,12.6000004,1031.741699,1031.831543
8+62,21,13.1999998,1031.57251,1031.751343
8+62,21,13.8000002,1031.260376,1031.582031
8+62,21,14.3999996,1031.001343,1031.269165
8+62,21,15,1030.991455,1031.091431
8+62,21,15.6000004,1030.91919,1031.032227
8+62,21,16.2000008,1030.859741,1031.016724
8+62,21,16.7999992,1030.797241,1030.949097
8+62,21,17.3999996,1030.724243,1030.852661
8+62,21,18,1030.619019,1030.755981
8+62,21,18.6000004,1030.532471,1030.644653
8+62,21,19.2000008,1030.518066,1030.657349
8+62,21,19.7999992,1030.581909,1030.726074
8+62,21,20.3999996,1030.783447,1030.849854
8+62,21,21,1031.024536,1031.001587
8+62,21,21.6000004,1031.223877,1031.283447
8+62,21,22.2000008,1031.312988,1031.503052
8+62,21,22.7999992,1031.401611,1031.537964
8+62,21,23.3999996,1031.436523,1031.601074
8+62,21,24,1031.337158,1031.65332
8+62,21,24.6000004,1031.300415,1031.625488
8+62,21,25.2000008,1031.486694,1031.630493
8+62,21,25.7999992,1031.877441,1031.643555
8+62,21,26.3999996,1031.874756,1031.704224
8+62,21,27,1032.018799,1031.869141
8+62,21,27.6000004,1032.195435,1032.191895
8+62,21,28.2000008,1032.281494,1032.262085
8+62,21,28.7999992,1032.307373,1032.286865
8+62,21,29.3999996,1032.272705,1032.288574
8+62,21,30,1032.199829,1032.244629
8+62,21,30.6000004,1032.173462,1032.227539
8+62,21,31.2000008,1032.1427,1032.210938
8+62,21,31.7999992,1032.1698,1032.208008
8+62,21,32.4000015,1032.11731,1032.212524
8+62,21,33,1031.957031,1032.110718
8+62,21,33.5999985,1031.792114,1031.933594
8+62,21,34.2000008,1031.605225,1031.699097
8+62,21,34.7999992,1031.50708,1031.547852
8+62,21,35.4000015,1031.632568,1031.574951
8+62,21,36,1031.794312,1031.718628
8+62,21,36.5999985,1031.85791,1031.912964
8+62,21,37.2000008,1032.04541,1032.044067
8+62,21,37.7999992,1032.009888,1032.216187
8+62,21,38.4000015,1031.956177,1032.142456
8+62,21,39,1031.843872,1031.985474
