Name,Washname,Distance,Elevation 2011,Elevation 2019
9+05,19,0,1029.955933,1029.987793
9+05,19,0.6,1029.967407,1029.994141
9+05,19,1.2,1030.046387,1030.043945
9+05,19,1.8,1030.048096,1030.080322
9+05,19,2.4000001,1029.995728,1030.008667
9+05,19,3,1029.90979,1029.925659
9+05,19,3.5999999,1029.855347,1029.883179
9+05,19,4.1999998,1029.691895,1029.778442
9+05,19,4.8000002,1029.474487,1029.661743
9+05,19,5.4000001,1029.265381,1029.42273
9+05,19,6,1029.0271,1029.206421
9+05,19,6.5999999,1029.0271,1029.071289
9+05,19,7.1999998,1028.932129,1028.96814
9+05,19,7.8000002,1029.041626,1029.159546
9+05,19,8.3999996,1029.283203,1029.333252
9+05,19,9,1029.555664,1029.642456
9+05,19,9.6000004,1029.782471,1029.872315
9+05,19,10.1999998,1029.989136,1029.962891
9+05,19,10.8000002,1029.949219,1029.961304
9+05,19,11.3999996,1029.88855,1029.854736
9+05,19,12,1029.792236,1029.743897
9+05,19,12.6000004,1029.570801,1029.574951
9+05,19,13.1999998,1029.351074,1029.312378
9+05,19,13.8000002,1029.245361,1029.168701
9+05,19,14.3999996,1028.966797,1028.996338
9+05,19,15,1028.750732,1028.676636
9+05,19,15.6000004,1028.492065,1028.676636
9+05,19,16.2000008,1028.278931,1028.508545
9+05,19,16.7999992,1028.168335,1028.310425
9+05,19,17.3999996,1028.118042,1028.194702
9+05,19,18,1028.118042,1028.128784
9+05,19,18.6000004,1028.166748,1028.213379
9+05,19,19.2000008,1028.271973,1028.537231
9+05,19,19.7999992,1028.603027,1028.812866
9+05,19,20.3999996,1029.073486,1029.08606
9+05,19,21,1029.426758,1029.502808
9+05,19,21.6000004,1029.532105,1029.65918
9+05,19,22.2000008,1029.820068,1029.666138
9+05,19,22.7999992,1029.807129,1029.885376
9+05,19,23.3999996,1029.750488,1029.895264
9+05,19,24,1029.864624,1029.860962
9+05,19,24.6000004,1029.815918,1029.974854
9+05,19,25.2000008,1029.828125,1030.07898
9+05,19,25.7999992,1029.967163,1030.083862
9+05,19,26.3999996,1030.021729,1030.016602
9+05,19,27,1030.075684,1030.103394
9+05,19,27.6000004,1030.136353,1030.103394
9+05,19,28.2000008,1030.100586,1030.120117
9+05,19,28.7999992,1030.118286,1030.172607
9+05,19,29.3999996,1030.136719,1030.186035
9+05,19,30,1030.191528,1030.245361
9+05,19,30.6000004,1030.257446,1030.311768
9+05,19,31.2000008,1030.258667,1030.338989
9+05,19,31.7999992,1030.222168,1030.337036
9+05,19,32.4000015,1030.167114,1030.138184
9+05,19,33,1030.068848,1030.058106
9+05,19,33.5999985,1029.98877,1030.075317
9+05,19,34.2000008,1030.08374,1030.174561
9+05,19,34.7999992,1030.184326,1030.282959
9+05,19,35.4000015,1030.225098,1030.38916
9+05,19,36,1030.225098,1030.38916
