Name,Washname,Distance,Elevation 2011,Elevation 2019
4+36,13,0,1022.734863,1022.787231
4+36,13,0.6,1022.72876,1022.767761
4+36,13,1.2,1022.691223,1022.745361
4+36,13,1.8,1022.711182,1022.733276
4+36,13,2.4000001,1022.700623,1022.740479
4+36,13,3,1022.691284,1022.707398
4+36,13,3.5999999,1022.691284,1022.697632
4+36,13,4.1999998,1022.648987,1022.673157
4+36,13,4.8000002,1022.653748,1022.678711
4+36,13,5.4000001,1022.678284,1022.646301
4+36,13,6,1022.568604,1022.646301
4+36,13,6.5999999,1022.575989,1022.569885
4+36,13,7.1999998,1022.536133,1022.584351
4+36,13,7.8000002,1022.56366,1022.575317
4+36,13,8.3999996,1022.603943,1022.662354
4+36,13,9,1022.715149,1022.725891
4+36,13,9.6000004,1022.777771,1022.659302
4+36,13,10.1999998,1022.682617,1022.659302
4+36,13,10.8000002,1022.610535,1022.640564
4+36,13,11.3999996,1022.610535,1022.611084
4+36,13,12,1022.598755,1022.63916
4+36,13,12.6000004,1022.60846,1022.639648
4+36,13,13.1999998,1022.535278,1022.70697
4+36,13,13.8000002,1022.517212,1022.70697
4+36,13,14.3999996,1022.535584,1022.733643
4+36,13,15,1022.553772,1022.670471
4+36,13,15.6000004,1022.374573,1022.479431
4+36,13,16.2000008,1022.098511,1022.272034
4+36,13,16.7999992,1022.015381,1021.938965
4+36,13,17.3999996,1021.833618,1021.884888
4+36,13,18,1021.864746,1021.89386
4+36,13,18.6000004,1022.259583,1022.003052
4+36,13,19.2000008,1022.259583,1022.344849
4+36,13,19.7999992,1022.476135,1022.449768
4+36,13,20.3999996,1022.553955,1022.587158
4+36,13,21,1022.635559,1022.616577
4+36,13,21.6000004,1022.615784,1022.642639
4+36,13,22.2000008,1022.619263,1022.684876
4+36,13,22.7999992,1022.627869,1022.697144
4+36,13,23.3999996,1022.694763,1022.719421
4+36,13,24,1022.689514,1022.631043
4+36,13,24.6000004,1022.525635,1022.534119
4+36,13,25.2000008,1022.457825,1022.501221
4+36,13,25.7999992,1022.433472,1022.464905
4+36,13,26.3999996,1022.412354,1022.464905
4+36,13,27,1022.412354,1022.440247
4+36,13,27.6000004,1022.459839,1022.482666
4+36,13,28.2000008,1022.519043,1022.497498
4+36,13,28.7999992,1022.504211,1022.552856
4+36,13,29.3999996,1022.60199,1022.624085
4+36,13,30,1022.761658,1022.624085
4+36,13,30.6000004,1022.831482,1022.752319
4+36,13,31.2000008,1022.801331,1022.889099
4+36,13,31.7999992,1022.843384,1022.9776
4+36,13,32.4000015,1022.807922,1022.857727
4+36,13,33,1022.746582,1022.687866
4+36,13,33.5999985,1022.614746,1022.679688
4+36,13,34.2000008,1022.578491,1022.641357
4+36,13,34.7999992,1022.587219,1022.587097
4+36,13,35.4000015,1022.558228,1022.510315
