Name,Washname,Distance,Elevation 2011,Elevation 2019
4+56,12,0,1022.153748,1022.211609
4+56,12,0.6,1022.153748,1022.220764
4+56,12,1.2,1022.273377,1022.222229
4+56,12,1.8,1022.321594,1022.133667
4+56,12,2.4,1022.119568,1022.158936
4+56,12,3,1021.963989,1022.022095
4+56,12,3.6,1021.963989,1021.849854
4+56,12,4.2,1021.708008,1021.702942
4+56,12,4.8,1021.58728,1021.570129
4+56,12,5.4,1021.410645,1021.570129
4+56,12,6,1021.356079,1021.45166
4+56,12,6.6,1021.356079,1021.332886
4+56,12,7.2,1021.303833,1021.315491
4+56,12,7.8,1021.14978,1021.269714
4+56,12,8.4,1021.034119,1021.269714
4+56,12,9,1021.218506,1021.107483
4+56,12,9.6,1021.391846,1021.16803
4+56,12,10.2,1021.269043,1021.247681
4+56,12,10.8,1021.295349,1021.303101
4+56,12,11.4,1021.044983,1021.130127
4+56,12,12,1020.880554,1020.930603
4+56,12,12.6,1020.632568,1020.803406
4+56,12,13.2,1020.545349,1020.56842
4+56,12,13.8,1020.583557,1020.757568
4+56,12,14.4,1020.85791,1021.073547
4+56,12,15,1021.056885,1021.073547
4+56,12,15.6,1021.320618,1021.450501
4+56,12,16.2,1021.320618,1021.635437
4+56,12,16.8,1021.511902,1021.655762
4+56,12,17.4,1021.703125,1021.744446
4+56,12,18,1021.795532,1021.828919
4+56,12,18.6,1021.823975,1021.821106
4+56,12,19.2,1021.956482,1021.941284
4+56,12,19.8,1022.004822,1022.00116
4+56,12,20.4,1021.914978,1021.964172
4+56,12,21,1021.958679,1021.93634
4+56,12,21.6,1021.944885,1021.921814
4+56,12,22.2,1021.963196,1021.94397
4+56,12,22.8,1022.004211,1021.963989
4+56,12,23.4,1021.971252,1021.955689
4+56,12,24,1021.885986,1021.890991
4+56,12,24.6,1021.822449,1021.869446
4+56,12,25.2,1021.823059,1021.851929
4+56,12,25.8,1021.81012,1021.843994
4+56,12,26.4,1021.817627,1021.826111
4+56,12,27,1021.817627,1021.826111
