Name,Washname,Distance,Elevation 2011,Elevation 2019
6+36,21,0,1030.494019,1030.557495
6+36,21,0.6,1030.375,1030.480957
6+36,21,1.2,1030.307007,1030.383545
6+36,21,1.8,1030.22522,1030.330322
6+36,21,2.4000001,1030.337036,1030.380737
6+36,21,3,1030.39978,1030.417236
6+36,21,3.5999999,1030.437012,1030.41626
6+36,21,4.1999998,1030.394409,1030.381958
6+36,21,4.8000002,1030.385864,1030.416504
6+36,21,5.4000001,1030.453125,1030.462647
6+36,21,6,1030.509277,1030.527466
6+36,21,6.5999999,1030.549805,1030.575317
6+36,21,7.1999998,1030.596069,1030.632324
6+36,21,7.8000002,1030.656006,1030.679199
6+36,21,8.3999996,1030.628662,1030.69104
6+36,21,9,1030.641113,1030.666504
6+36,21,9.6000004,1030.518433,1030.630127
6+36,21,10.1999998,1030.365845,1030.540283
6+36,21,10.8000002,1030.226929,1030.402832
6+36,21,11.3999996,1030.034058,1030.245239
6+36,21,12,1029.734253,1030.129028
6+36,21,12.6000004,1029.643066,1029.990234
6+36,21,13.1999998,1029.580689,1029.811035
6+36,21,13.8000002,1029.518433,1029.593994
6+36,21,14.3999996,1029.314209,1029.447632
6+36,21,15,1029.082398,1029.365234
6+36,21,15.6000004,1028.959961,1029.296631
6+36,21,16.2000008,1028.950684,1029.213623
6+36,21,16.7999992,1028.973389,1029.125488
6+36,21,17.3999996,1029.04834,1029.079224
6+36,21,18,1029.138306,1029.11377
6+36,21,18.6000004,1029.305542,1029.254517
6+36,21,19.2000008,1029.473389,1029.469971
6+36,21,19.7999992,1029.712769,1029.794312
6+36,21,20.3999996,1029.921265,1030.083862
6+36,21,21,1030.046997,1030.271851
6+36,21,21.6000004,1030.194824,1030.374146
6+36,21,22.2000008,1030.365356,1030.485962
6+36,21,22.7999992,1030.510864,1030.595703
6+36,21,23.3999996,1030.648438,1030.633911
6+36,21,24,1030.792481,1030.779419
6+36,21,24.6000004,1030.887695,1030.908447
6+36,21,25.2000008,1030.932861,1030.956421
6+36,21,25.7999992,1030.91272,1030.949341
6+36,21,26.3999996,1030.819702,1030.909546
6+36,21,27,1030.698608,1030.799072
6+36,21,27.6000004,1030.552368,1030.637573
6+36,21,28.2000008,1030.477661,1030.568237
6+36,21,28.7999992,1030.688355,1030.683594
6+36,21,29.3999996,1030.936157,1030.898682
6+36,21,30,1031.073853,1031.019409
6+36,21,30.6000004,1031.173218,1031.087891
6+36,21,31.2000008,1031.197754,1031.158691
6+36,21,31.7999992,1031.210327,1031.211426
6+36,21,32.4000015,1031.258179,1031.22937
6+36,21,33,1031.258179,1031.22937
