Name,Washname,Distance,Elevation 2011,Elevation 2019
2+52,19,0,1025.646362,1025.672241
2+52,19,0.6,1025.589478,1025.642334
2+52,19,1.2,1025.537598,1025.596924
2+52,19,1.8,1025.498413,1025.523193
2+52,19,2.4000001,1025.478394,1025.439575
2+52,19,3,1025.356323,1025.408325
2+52,19,3.5999999,1025.285156,1025.332642
2+52,19,4.1999998,1025.163696,1025.168823
2+52,19,4.8000002,1024.92749,1025.032349
2+52,19,5.4000001,1024.753174,1024.894898
2+52,19,6,1024.598511,1024.760132
2+52,19,6.5999999,1024.429321,1024.542358
2+52,19,7.1999998,1024.32544,1024.388428
2+52,19,7.8000002,1024.371704,1024.334595
2+52,19,8.3999996,1024.371704,1024.269409
2+52,19,9,1024.286499,1024.313355
2+52,19,9.6000004,1024.315308,1024.381714
2+52,19,10.1999998,1024.364746,1024.363525
2+52,19,10.8000002,1024.386841,1024.327759
2+52,19,11.3999996,1024.439941,1024.2948
2+52,19,12,1024.493042,1024.248291
2+52,19,12.6000004,1024.391602,1024.086182
2+52,19,13.1999998,1024.150024,1024.070923
2+52,19,13.8000002,1024.008667,1023.951294
2+52,19,14.3999996,1023.976502,1023.929321
2+52,19,15,1024.124878,1024.101685
2+52,19,15.6000004,1024.405884,1024.357666
2+52,19,16.2000008,1024.616699,1024.556274
2+52,19,16.7999992,1024.764404,1024.787964
2+52,19,17.3999996,1025.161377,1025.034302
2+52,19,18,1025.227661,1025.112549
2+52,19,18.6000004,1025.33728,1025.249268
2+52,19,19.2000008,1025.386963,1025.361206
2+52,19,19.7999992,1025.432251,1025.396973
2+52,19,20.3999996,1025.415527,1025.399414
2+52,19,21,1025.390381,1025.387085
2+52,19,21.6000004,1025.377808,1025.404785
2+52,19,22.2000008,1025.327881,1025.342407
2+52,19,22.7999992,1025.327881,1025.316406
2+52,19,23.3999996,1025.290527,1025.247559
2+52,19,24,1025.223511,1025.197754
2+52,19,24.6000004,1025.161133,1025.165649
2+52,19,25.2000008,1025.081299,1025.141968
2+52,19,25.7999992,1025.005981,1025.10144
2+52,19,26.3999996,1024.970825,1025.06311
2+52,19,27,1024.950928,1025.013184
2+52,19,27.6000004,1024.992432,1025.080444
2+52,19,28.2000008,1025.034912,1025.080444
