Name,Washname,Distance,Elevation 2011,Elevation 2019
1+04,19,0,1024.592896,1024.645386
1+04,19,0.6,1024.463379,1024.561035
1+04,19,1.2,1024.477051,1024.492432
1+04,19,1.8,1024.441162,1024.457153
1+04,19,2.4000001,1024.411133,1024.456787
1+04,19,3,1024.412964,1024.434692
1+04,19,3.5999999,1024.401611,1024.433838
1+04,19,4.1999998,1024.354736,1024.389771
1+04,19,4.8000002,1024.333252,1024.315674
1+04,19,5.4000001,1024.269287,1024.27478
1+04,19,6,1024.219971,1024.256714
1+04,19,6.5999999,1024.175781,1024.165161
1+04,19,7.1999998,1024.157593,1024.155762
1+04,19,7.8000002,1024.091797,1024.094971
1+04,19,8.3999996,1024.046387,1024.067871
1+04,19,9,1023.996399,1024.016724
1+04,19,9.6000004,1023.905518,1023.971863
1+04,19,10.1999998,1023.862244,1023.894226
1+04,19,10.8000002,1023.746033,1023.758728
1+04,19,11.3999996,1023.687134,1023.634277
1+04,19,12,1023.515076,1023.583374
1+04,19,12.6000004,1023.355042,1023.405579
1+04,19,13.1999998,1023.161926,1023.186401
1+04,19,13.8000002,1023.034424,1022.992004
1+04,19,14.3999996,1022.975403,1022.837769
1+04,19,15,1022.987488,1022.865234
1+04,19,15.6000004,1023.059204,1023.045349
1+04,19,16.2000008,1023.303467,1023.386658
1+04,19,16.7999992,1023.541687,1023.573425
1+04,19,17.3999996,1023.754273,1023.732178
1+04,19,18,1023.871887,1023.827637
1+04,19,18.6000004,1023.883057,1023.870056
1+04,19,19.2000008,1023.927246,1023.871521
1+04,19,19.7999992,1023.926819,1023.900757
1+04,19,20.3999996,1023.887085,1023.900757
1+04,19,21,1023.901062,1023.896179
1+04,19,21.6000004,1023.864197,1023.889343
1+04,19,22.2000008,1023.774658,1023.883789
1+04,19,22.7999992,1023.652161,1023.791443
1+04,19,23.3999996,1023.588806,1023.706055
1+04,19,24,1023.530579,1023.604736
1+04,19,24.6000004,1023.522278,1023.561279
1+04,19,25.2000008,1023.653809,1023.631165
1+04,19,25.7999992,1023.837402,1023.653748
1+04,19,26.3999996,1023.771851,1023.792725
1+04,19,27,1023.894836,1023.916626
1+04,19,27.6000004,1023.969116,1023.942017
1+04,19,28.2000008,1024.058106,1024.046143
1+04,19,28.7999992,1024.121338,1024.100586
1+04,19,29.3999996,1024.175781,1024.146118
1+04,19,30,1024.175781,1024.21167
