Name,Washname,Distance,Elevation 2011,Elevation 2019
7+30,19,0,1028.934204,1028.960571
7+30,19,0.6,1028.98169,1028.990967
7+30,19,1.2,1028.95752,1028.967041
7+30,19,1.8,1028.936279,1028.957764
7+30,19,2.4000001,1028.930542,1028.929932
7+30,19,3,1028.904663,1028.929932
7+30,19,3.5999999,1028.885254,1028.906494
7+30,19,4.1999998,1029.045898,1028.942139
7+30,19,4.8000002,1028.822632,1028.839966
7+30,19,5.4000001,1028.822632,1028.725464
7+30,19,6,1028.588745,1028.529175
7+30,19,6.5999999,1028.435425,1028.43689
7+30,19,7.1999998,1028.456421,1028.538818
7+30,19,7.8000002,1028.380371,1028.45044
7+30,19,8.3999996,1028.393921,1028.37439
7+30,19,9,1028.237549,1028.084229
7+30,19,9.6000004,1028.141602,1027.848023
7+30,19,10.1999998,1028.141602,1027.751221
7+30,19,10.8000002,1027.848145,1027.654297
7+30,19,11.3999996,1027.649658,1027.656494
7+30,19,12,1027.514526,1027.612671
7+30,19,12.6000004,1027.518311,1027.637085
7+30,19,13.1999998,1027.400391,1027.411133
7+30,19,13.8000002,1027.37146,1027.361694
7+30,19,14.3999996,1027.264282,1027.229248
7+30,19,15,1027.233398,1027.171509
7+30,19,15.6000004,1027.03894,1027.075806
7+30,19,16.2000008,1027.034058,1027.094482
7+30,19,16.7999992,1027.140991,1027.149048
7+30,19,17.3999996,1027.219238,1027.249878
7+30,19,18,1028.226807,1027.908569
7+30,19,18.6000004,1028.226807,1028.155518
7+30,19,19.2000008,1028.509399,1028.494629
7+30,19,19.7999992,1028.552124,1028.572022
7+30,19,20.3999996,1028.479492,1028.4729
7+30,19,21,1028.469605,1028.4729
7+30,19,21.6000004,1028.398804,1028.416626
7+30,19,22.2000008,1028.438232,1028.423096
7+30,19,22.7999992,1028.334595,1028.2677
7+30,19,23.3999996,1028.334595,1028.192871
7+30,19,24,1028.032471,1028.054199
7+30,19,24.6000004,1028.039917,1028.108154
7+30,19,25.2000008,1028.21875,1028.352173
7+30,19,25.7999992,1028.364502,1028.352173
7+30,19,26.3999996,1028.557007,1028.591553
7+30,19,27,1028.623657,1028.601196
7+30,19,27.6000004,1028.59729,1028.588867
7+30,19,28.2000008,1028.563232,1028.552124
7+30,19,28.7999992,1028.467163,1028.398438
7+30,19,29.3999996,1028.339356,1028.236328
7+30,19,30,1027.988037,1028.150269
7+30,19,30.6000004,1027.790772,1027.949707
7+30,19,31.2000008,1027.773315,1027.823731
7+30,19,31.7999992,1027.773315,1027.851074
7+30,19,32.4000015,1028.00061,1027.851074
