Name,Washname,Distance,Elevation 2011,Elevation 2019
5+13,12,0.0,1022.242554,1022.302979
5+13,12,0.6,1022.243713,1022.282593
5+13,12,1.2,1022.204956,1022.247498
5+13,12,1.8,1022.251282,1022.246948
5+13,12,2.4,1022.149658,1022.187195
5+13,12,3.0,1022.070801,1022.156067
5+13,12,3.6,1022.070801,1022.05542
5+13,12,4.2,1021.986023,1021.968872
5+13,12,4.8,1021.967285,1021.966553
5+13,12,5.4,1021.994263,1022.034729
5+13,12,6.0,1022.068909,1022.11084
5+13,12,6.6,1022.101868,1022.133301
5+13,12,7.2,1022.111755,1022.096924
5+13,12,7.8,1022.105408,1022.106445
5+13,12,8.4,1022.086792,1022.087219
5+13,12,9.0,1022.044312,1022.087219
5+13,12,9.6,1021.891846,1021.986206
5+13,12,10.2,1021.748535,1021.898315
5+13,12,10.8,1021.548096,1021.697266
5+13,12,11.4,1021.394226,1021.435425
5+13,12,12.0,1021.085327,1021.236084
5+13,12,12.6,1020.854919,1021.023621
5+13,12,13.2,1020.966736,1020.949646
5+13,12,13.8,1021.299866,1021.252014
5+13,12,14.4,1021.611389,1021.560547
5+13,12,15.0,1021.916382,1021.839233
5+13,12,15.6,1022.07428,1022.023987
5+13,12,16.2,1022.138062,1022.144653
5+13,12,16.8,1022.151794,1022.178772
5+13,12,17.4,1022.146118,1022.151367
5+13,12,18.0,1022.08075,1022.125732
5+13,12,18.6,1022.073669,1022.113525
5+13,12,19.2,1022.046265,1022.139343
5+13,12,19.8,1022.090332,1022.17334
5+13,12,20.4,1022.274475,1022.316834
5+13,12,21.0,1022.455689,1022.417725
5+13,12,21.6,1022.487488,1022.368958
5+13,12,22.2,1022.358337,1022.322571
5+13,12,22.8,1022.239197,1022.258789
5+13,12,23.4,1022.24292,1022.289673
5+13,12,24.0,1022.304627,1022.275574
5+13,12,24.6,1022.293335,1022.275452
5+13,12,25.2,1022.257202,1022.270508
5+13,12,25.8,1022.270752,1022.277893
