Name,Washname,Distance,Elevation 2011,Elevation 2019
5+48,12,0,1022.520874,1022.543152
5+48,12,0.6,1022.484558,1022.51355
5+48,12,1.2,1022.465942,1022.488953
5+48,12,1.8,1022.456055,1022.494141
5+48,12,2.4,1022.425781,1022.459473
5+48,12,3,1022.371155,1022.406677
5+48,12,3.6,1022.371033,1022.434448
5+48,12,4.2,1022.420837,1022.47168
5+48,12,4.8,1022.481384,1022.480713
5+48,12,5.4,1022.458984,1022.49884
5+48,12,6,1022.453674,1022.511597
5+48,12,6.6,1022.49054,1022.511169
5+48,12,7.2,1022.510864,1022.489807
5+48,12,7.8,1022.467041,1022.502747
5+48,12,8.4,1022.467102,1022.493958
5+48,12,9,1022.467102,1022.456726
5+48,12,9.6,1022.453125,1022.464294
5+48,12,10.2,1022.476318,1022.439636
5+48,12,10.8,1022.50293,1022.44812
5+48,12,11.4,1022.400635,1022.322571
5+48,12,12,1022.382019,1022.322571
5+48,12,12.6,1022.226746,1022.283386
5+48,12,13.2,1021.67688,1021.890442
5+48,12,13.8,1021.362976,1021.572754
5+48,12,14.4,1021.042908,1021.335754
5+48,12,15,1021.045593,1021.133972
5+48,12,15.6,1021.156982,1021.122986
5+48,12,16.2,1021.606812,1021.491516
5+48,12,16.8,1021.984436,1021.904114
5+48,12,17.4,1022.322205,1022.218933
5+48,12,18,1022.409241,1022.30542
5+48,12,18.6,1022.409241,1022.363525
5+48,12,19.2,1022.282654,1022.32959
5+48,12,19.8,1022.176331,1022.302856
5+48,12,20.4,1022.068787,1022.203919
5+48,12,21,1021.968323,1021.960754
5+48,12,21.6,1022.046326,1021.96521
5+48,12,22.2,1022.046326,1022.138611
5+48,12,22.8,1022.161987,1022.228333
5+48,12,23.4,1022.269043,1022.311523
5+48,12,24,1022.328369,1022.380005
5+48,12,24.6,1022.412354,1022.467102
5+48,12,25.2,1022.388428,1022.414368
5+48,12,25.8,1022.346802,1022.321533
5+48,12,26.4,1022.327637,1022.267639
5+48,12,27,1022.328308,1022.297913
5+48,12,27.6,1022.335388,1022.343567
5+48,12,28.2,1022.323975,1022.359619
5+48,12,28.8,1022.387207,1022.388428
5+48,12,29.4,1022.406494,1022.396912
5+48,12,30,1022.406494,1022.434815
