Name,Washname,Distance,Elevation 2011,Elevation 2019
10+13,21,0,1033.243286,1033.155029
10+13,21,0.6,1033.32959,1033.253418
10+13,21,1.2,1033.254883,1033.350586
10+13,21,1.8,1033.325562,1033.433716
10+13,21,2.4000001,1033.364258,1033.411011
10+13,21,3,1033.284302,1033.417236
10+13,21,3.5999999,1033.302734,1033.393555
10+13,21,4.1999998,1033.288086,1033.37561
10+13,21,4.8000002,1033.288086,1033.316528
10+13,21,5.4000001,1033.227783,1033.273682
10+13,21,6,1033.22522,1033.262207
10+13,21,6.5999999,1033.191895,1033.216309
10+13,21,7.1999998,1033.131592,1033.186401
10+13,21,7.8000002,1033.132202,1033.187988
10+13,21,8.3999996,1033.201782,1033.241821
10+13,21,9,1033.189697,1033.29419
10+13,21,9.6000004,1033.315064,1033.231445
10+13,21,10.1999998,1033.348511,1033.190308
10+13,21,10.8000002,1033.086182,1033.14502
10+13,21,11.3999996,1033.019898,1033.082642
10+13,21,12,1032.973511,1033.082642
10+13,21,12.6000004,1032.901856,1033.006714
10+13,21,13.1999998,1032.92688,1032.982422
10+13,21,13.8000002,1032.989136,1033.004395
10+13,21,14.3999996,1033.031982,1033.047607
10+13,21,15,1033.045166,1033.088135
10+13,21,15.6000004,1033.111816,1033.192993
10+13,21,16.2000008,1033.163818,1033.231079
10+13,21,16.7999992,1033.176514,1033.24585
10+13,21,17.3999996,1033.179199,1033.198486
10+13,21,18,1033.132324,1033.167603
10+13,21,18.6000004,1033.07959,1033.071411
10+13,21,19.2000008,1032.927612,1032.949341
10+13,21,19.7999992,1032.788696,1032.818237
10+13,21,20.3999996,1032.624023,1032.589966
10+13,21,21,1032.264038,1032.347778
10+13,21,21.6000004,1031.868164,1032.188721
10+13,21,22.2000008,1031.947266,1032.114136
10+13,21,22.7999992,1032.055786,1032.068359
10+13,21,23.3999996,1032.209106,1032.185425
10+13,21,24,1032.327515,1032.185425
10+13,21,24.6000004,1032.528198,1032.369507
10+13,21,25.2000008,1032.816406,1032.768677
10+13,21,25.7999992,1033.099731,1033.105469
10+13,21,26.3999996,1033.170898,1033.274414
10+13,21,27,1033.233276,1033.367065
10+13,21,27.6000004,1033.297119,1033.368164
10+13,21,28.2000008,1033.325806,1033.372925
10+13,21,28.7999992,1033.325806,1033.391602
10+13,21,29.3999996,1033.363648,1033.447754
10+13,21,30,1033.391602,1033.48877
10+13,21,30.6000004,1033.411865,1033.518433
10+13,21,31.2000008,1033.48999,1033.557129
10+13,21,31.7999992,1033.517578,1033.595703
10+13,21,32.4000015,1033.585815,1033.6604
10+13,21,33,1033.664795,1033.660523
10+13,21,33.5999985,1033.589722,1033.678223
10+13,21,34.2000008,1033.628906,1033.710938
10+13,21,34.7999992,1033.638672,1033.737305
10+13,21,35.4000015,1033.656616,1033.790894
10+13,21,36,1033.692627,1033.817505
10+13,21,36.5999985,1033.738892,1033.817505
10+13,21,37.2000008,1033.768799,1033.872559
10+13,21,37.7999992,1033.79187,1033.874878
10+13,21,38.4000015,1033.815552,1033.88269
10+13,21,39,1033.842407,1033.899658
10+13,21,39.5999985,1033.859009,1033.927002
10+13,21,40.2000008,1033.871704,1033.964844
10+13,21,40.7999992,1033.871704,1033.964844
