Name,Washname,Distance,Elevation 2011,Elevation 2019
2+67,13,0,1021.776794,1021.763184
2+67,13,0.6,1021.770691,1021.746216
2+67,13,1.2,1021.763245,1021.748047
2+67,13,1.8,1021.765503,1021.77771
2+67,13,2.4000001,1021.775513,1021.734924
2+67,13,3,1021.756409,1021.710999
2+67,13,3.5999999,1021.737244,1021.701416
2+67,13,4.1999998,1021.740173,1021.745667
2+67,13,4.8000002,1021.713867,1021.72168
2+67,13,5.4000001,1021.722473,1021.703919
2+67,13,6,1021.744934,1021.743164
2+67,13,6.5999999,1021.760803,1021.716553
2+67,13,7.1999998,1021.733582,1021.716553
2+67,13,7.8000002,1021.721069,1021.676636
2+67,13,8.3999996,1021.725159,1021.670654
2+67,13,9,1021.725159,1021.670654
2+67,13,9.6000004,1021.707886,1021.667847
2+67,13,10.1999998,1021.720337,1021.671021
2+67,13,10.8000002,1021.720337,1021.598633
2+67,13,11.3999996,1021.584412,1021.598633
2+67,13,12,1021.592285,1021.639282
2+67,13,12.6000004,1021.646729,1021.656799
2+67,13,13.1999998,1021.601074,1021.656799
2+67,13,13.8000002,1021.530457,1021.587524
2+67,13,14.3999996,1021.44635,1021.479981
2+67,13,15,1021.44635,1021.45874
2+67,13,15.6000004,1021.278076,1021.435303
2+67,13,16.2000008,1020.900513,1021.099915
2+67,13,16.7999992,1020.803162,1020.791382
2+67,13,17.3999996,1020.746277,1020.791382
2+67,13,18,1020.865234,1020.880249
2+67,13,18.6000004,1021.026123,1021.351929
2+67,13,19.2000008,1021.328613,1021.424072
2+67,13,19.7999992,1021.426758,1021.465393
2+67,13,20.3999996,1021.449463,1021.5224
2+67,13,21,1021.582214,1021.554321
2+67,13,21.6000004,1021.57843,1021.588745
2+67,13,22.2000008,1021.582947,1021.548096
2+67,13,22.7999992,1021.582581,1021.581543
2+67,13,23.3999996,1021.607849,1021.583374
2+67,13,24,1021.649597,1021.590332
2+67,13,24.6000004,1021.629028,1021.609863
2+67,13,25.2000008,1021.648987,1021.638062
2+67,13,25.7999992,1021.607361,1021.663452
2+67,13,26.3999996,1021.607361,1021.65863
2+67,13,27,1021.51294,1021.573303
2+67,13,27.6000004,1021.455261,1021.469788
2+67,13,28.2000008,1021.455261,1021.425903
2+67,13,28.7999992,1021.373047,1021.42749
2+67,13,29.3999996,1021.336914,1021.358948
2+67,13,30,1021.359375,1021.302979
2+67,13,30.6000004,1021.375244,1021.347778
2+67,13,31.2000008,1021.402405,1021.304993
2+67,13,31.7999992,1021.258911,1021.248962
2+67,13,32.4000015,1021.258911,1021.178711
2+67,13,33,1021.107727,1021.150208
2+67,13,33.5999985,1021.252136,1021.22229
2+67,13,34.2000008,1021.278565,1021.340027
2+67,13,34.7999992,1021.477539,1021.340027
