Name,Washname,Distance,Elevation 2011,Elevation 2019
1+04,12,0,1019.827332,1019.808289
1+04,12,0.6,1019.69989,1019.873291
1+04,12,1.2,1019.69989,1019.761414
1+04,12,1.8,1019.588196,1019.586304
1+04,12,2.4,1019.527039,1019.45813
1+04,12,3,1019.566284,1019.479736
1+04,12,3.6,1019.604736,1019.486328
1+04,12,4.2,1019.692017,1019.598694
1+04,12,4.8,1019.812073,1019.739014
1+04,12,5.4,1019.890076,1019.860718
1+04,12,6,1019.895752,1019.746338
1+04,12,6.6,1019.793701,1019.793823
1+04,12,7.2,1019.905823,1019.928223
1+04,12,7.8,1020.075501,1019.989197
1+04,12,8.4,1019.986939,1020.011414
1+04,12,9,1019.917542,1019.938721
1+04,12,9.6,1019.859314,1019.845947
1+04,12,10.2,1019.708435,1019.721436
1+04,12,10.8,1019.619629,1019.646301
1+04,12,11.4,1019.49231,1019.537659
1+04,12,12,1019.379517,1019.495789
1+04,12,12.6,1019.371948,1019.380737
1+04,12,13.2,1019.244202,1019.320435
1+04,12,13.8,1019.209168,1019.28363
1+04,12,14.4,1019.182861,1019.199585
1+04,12,15,1019.182861,1019.199585
1+04,12,15.6,1019.045105,1018.995361
1+04,12,16.2,1018.753174,1018.796448
1+04,12,16.8,1018.752258,1018.725525
1+04,12,17.4,1018.91095,1018.936523
1+04,12,18,1018.977966,1018.936523
1+04,12,18.6,1019.076538,1019.115784
1+04,12,19.2,1019.20105,1019.239319
1+04,12,19.8,1019.300903,1019.294434
1+04,12,20.4,1019.27594,1019.206421
1+04,12,21,1019.161438,1019.206421
1+04,12,21.6,1019.194824,1019.276245
1+04,12,22.2,1019.309937,1019.302856
1+04,12,22.8,1019.3479,1019.472168
1+04,12,23.4,1019.523499,1019.624512
1+04,12,24,1019.58551,1019.624512
1+04,12,24.6,1019.611877,1019.700745
1+04,12,25.2,1019.733887,1019.711121
1+04,12,25.8,1019.788696,1019.771301
1+04,12,26.4,1019.788696,1019.781921
1+04,12,27,1019.838501,1019.797913
1+04,12,27.6,1019.823303,1019.818787
1+04,12,28.2,1019.826355,1019.788391
1+04,12,28.8,1019.820374,1019.791565
1+04,12,29.4,1019.820374,1019.773377
1+04,12,30,1019.79126,1019.775757
1+04,12,30.6,1019.765808,1019.774841
1+04,12,31.2,1019.734863,1019.758667
1+04,12,31.8,1019.721436,1019.741455
1+04,12,32.4,1019.721436,1019.727234
1+04,12,33,1019.691589,1019.71759
