Name,Washname,Distance,Elevation 2011,Elevation 2019
2+15,21,0,1028.64978,1028.62793
2+15,21,0.6,1028.605713,1028.58374
2+15,21,1.2,1028.542114,1028.556885
2+15,21,1.8,1028.47876,1028.505127
2+15,21,2.4000001,1028.47583,1028.466553
2+15,21,3,1028.415772,1028.417236
2+15,21,3.5999999,1028.351318,1028.401367
2+15,21,4.1999998,1028.28479,1028.343384
2+15,21,4.8000002,1028.28125,1028.343384
2+15,21,5.4000001,1028.266235,1028.293457
2+15,21,6,1028.217041,1028.234497
2+15,21,6.5999999,1028.172241,1028.216065
2+15,21,7.1999998,1028.167481,1028.197632
2+15,21,7.8000002,1028.157959,1028.207398
2+15,21,8.3999996,1028.148682,1028.23169
2+15,21,9,1028.148682,1028.217285
2+15,21,9.6000004,1028.1604,1028.074463
2+15,21,10.1999998,1028.096436,1028.022217
2+15,21,10.8000002,1028.136475,1028.04126
2+15,21,11.3999996,1028.090332,1028.118408
2+15,21,12,1028.209351,1028.198608
2+15,21,12.6000004,1028.261353,1028.214233
2+15,21,13.1999998,1028.389038,1027.860718
2+15,21,13.8000002,1028.033447,1027.705078
2+15,21,14.3999996,1027.595215,1027.498169
2+15,21,15,1027.343384,1027.212524
2+15,21,15.6000004,1026.95752,1026.914551
2+15,21,16.2000008,1026.610474,1026.914551
2+15,21,16.7999992,1026.324463,1026.616577
2+15,21,17.3999996,1026.290283,1026.501709
2+15,21,18,1026.242188,1026.481201
2+15,21,18.6000004,1026.202271,1026.475098
2+15,21,19.2000008,1026.064697,1026.27124
2+15,21,19.7999992,1026.064697,1026.264038
2+15,21,20.3999996,1025.912964,1026.228516
2+15,21,21,1025.952271,1026.134766
2+15,21,21.6000004,1026.039185,1026.136719
2+15,21,22.2000008,1026.198242,1026.154297
2+15,21,22.7999992,1026.755249,1026.799316
2+15,21,23.3999996,1027.213013,1027.219605
2+15,21,24,1027.5,1027.496582
2+15,21,24.6000004,1027.677368,1027.655151
2+15,21,25.2000008,1027.755615,1027.702271
2+15,21,25.7999992,1027.77063,1027.743286
2+15,21,26.3999996,1027.768311,1027.710205
2+15,21,27,1027.811646,1027.755737
2+15,21,27.6000004,1027.776245,1027.755737
2+15,21,28.2000008,1027.4646,1027.285034
2+15,21,28.7999992,1027.275635,1027.216065
2+15,21,29.3999996,1027.179688,1027.177856
2+15,21,30,1027.119019,1027.172607
2+15,21,30.6000004,1027.119019,1027.178589
2+15,21,31.2000008,1027.204956,1027.199829
2+15,21,31.7999992,1027.471802,1027.609009
2+15,21,32.4000015,1027.551148,1027.717163
2+15,21,33,1027.682373,1027.802368
2+15,21,33.5999985,1027.943604,1028.02002
2+15,21,34.2000008,1028.107422,1028.106079
2+15,21,34.7999992,1028.199219,1028.194336
2+15,21,35.4000015,1028.205566,1028.198975
2+15,21,36,1028.178467,1028.213501
2+15,21,36.5999985,1028.137695,1028.137817
2+15,21,37.2000008,1028.011719,1028.084961
2+15,21,37.7999992,1028.148926,1028.110718
2+15,21,38.4000015,1028.179688,1028.179199
2+15,21,39,1028.202271,1028.179199
2+15,21,39.5999985,1028.259522,1028.224487
2+15,21,40.2000008,1028.255737,1028.313355
