Name,Washname,Distance,Elevation 2011,Elevation 2019
7+66,21,0,1031.880371,1031.869873
7+66,21,0.6,1031.86853,1031.910156
7+66,21,1.2,1031.836792,1031.864868
7+66,21,1.8,1031.795532,1031.760132
7+66,21,2.4000001,1031.695557,1031.736328
7+66,21,3,1031.618652,1031.718384
7+66,21,3.5999999,1031.623901,1031.691284
7+66,21,4.1999998,1031.495483,1031.598267
7+66,21,4.8000002,1031.455078,1031.533936
7+66,21,5.4000001,1031.438477,1031.518066
7+66,21,6,1031.471069,1031.474487
7+66,21,6.5999999,1031.430054,1031.482666
7+66,21,7.1999998,1031.368042,1031.479492
7+66,21,7.8000002,1031.338135,1031.471314
7+66,21,8.3999996,1031.3302,1031.476685
7+66,21,9,1031.343262,1031.488525
7+66,21,9.6000004,1031.324463,1031.488525
7+66,21,10.1999998,1031.339722,1031.459595
7+66,21,10.8000002,1031.388428,1031.439331
7+66,21,11.3999996,1031.430298,1031.456177
7+66,21,12,1031.502808,1031.534424
7+66,21,12.6000004,1031.576172,1031.61145
7+66,21,13.1999998,1031.6427,1031.612549
7+66,21,13.8000002,1031.637207,1031.655396
7+66,21,14.3999996,1031.5979,1031.670776
7+66,21,15,1031.571167,1031.667358
7+66,21,15.6000004,1031.421143,1031.564575
7+66,21,16.2000008,1031.159058,1031.563355
7+66,21,16.7999992,1030.909668,1031.317017
7+66,21,17.3999996,1030.490601,1030.854858
7+66,21,18,1030.22522,1030.571777
7+66,21,18.6000004,1030.114868,1030.375
7+66,21,19.2000008,1030.080933,1030.283203
7+66,21,19.7999992,1030.008911,1030.211792
7+66,21,20.3999996,1029.859497,1030.165161
7+66,21,21,1029.824829,1030.102417
7+66,21,21.6000004,1029.824829,1030.071411
7+66,21,22.2000008,1029.912354,1029.991211
7+66,21,22.7999992,1029.994019,1030.011963
7+66,21,23.3999996,1030.157349,1030.106201
7+66,21,24,1030.237671,1030.300781
7+66,21,24.6000004,1030.307983,1030.45105
7+66,21,25.2000008,1030.25708,1030.394898
7+66,21,25.7999992,1030.33606,1030.465942
7+66,21,26.3999996,1030.505493,1030.637573
7+66,21,27,1030.695068,1030.855103
7+66,21,27.6000004,1030.907593,1031.090454
7+66,21,28.2000008,1031.109863,1031.21167
7+66,21,28.7999992,1031.311523,1031.376343
7+66,21,29.3999996,1031.328003,1031.52124
7+66,21,30,1031.47876,1031.646362
7+66,21,30.6000004,1031.6521,1031.668579
7+66,21,31.2000008,1031.749634,1031.736939
7+66,21,31.7999992,1031.729126,1031.787598
7+66,21,32.4000015,1031.735352,1031.820068
7+66,21,33,1031.793823,1031.853149
7+66,21,33.5999985,1031.812134,1031.873169
7+66,21,34.2000008,1031.816895,1031.871094
7+66,21,34.7999992,1031.776733,1031.824341
7+66,21,35.4000015,1031.799439,1031.836914
7+66,21,36,1031.862671,1031.877441
7+66,21,36.5999985,1031.917114,1031.917114
7+66,21,37.2000008,1031.778442,1031.840576
7+66,21,37.7999992,1031.698242,1031.840576
7+66,21,38.4000015,1031.835205,1031.752564
7+66,21,39,1031.761719,1031.749512
7+66,21,39.5999985,1031.594971,1031.728516
7+66,21,40.2000008,1031.525024,1031.616577
7+66,21,40.7999992,1031.582031,1031.619995
7+66,21,41.4000015,1031.728149,1031.723145
7+66,21,42,1031.871582,1031.872192
7+66,21,42.5999985,1031.940552,1031.979736
7+66,21,43.2000008,1032.003662,1032.041504
