Name,Washname,Distance,Elevation 2011,Elevation 2019
11+24,21,0,1034.14502,1034.133545
11+24,21,0.6,1034.134033,1034.165894
11+24,21,1.2,1034.09729,1034.213013
11+24,21,1.8,1034.092896,1034.193604
11+24,21,2.4000001,1034.027222,1034.050781
11+24,21,3,1033.841919,1033.955933
11+24,21,3.5999999,1033.746094,1033.866089
11+24,21,4.1999998,1033.625732,1033.753906
11+24,21,4.8000002,1033.532959,1033.647339
11+24,21,5.4000001,1033.429932,1033.512817
11+24,21,6,1033.465088,1033.467896
11+24,21,6.5999999,1033.43042,1033.471924
11+24,21,7.1999998,1033.442383,1033.508789
11+24,21,7.8000002,1033.394043,1033.521851
11+24,21,8.3999996,1033.311523,1033.463867
11+24,21,9,1033.3302,1033.400391
11+24,21,9.6000004,1033.393311,1033.489014
11+24,21,10.1999998,1033.515015,1033.570435
11+24,21,10.8000002,1033.734619,1033.699463
11+24,21,11.3999996,1033.924194,1033.880981
11+24,21,12,1033.989868,1034.132935
11+24,21,12.6000004,1034.027588,1034.095947
11+24,21,13.1999998,1034.042358,1034.056763
11+24,21,13.8000002,1033.998657,1034.03894
11+24,21,14.3999996,1033.96582,1034.047241
11+24,21,15,1033.906494,1034.072022
11+24,21,15.6000004,1033.842041,1033.967896
11+24,21,16.2000008,1033.701172,1033.766846
11+24,21,16.7999992,1033.55896,1033.616699
11+24,21,17.3999996,1033.37854,1033.489746
11+24,21,18,1033.400024,1033.458862
11+24,21,18.6000004,1033.327393,1033.376221
11+24,21,19.2000008,1033.210571,1033.266113
11+24,21,19.7999992,1032.995728,1033.145874
11+24,21,20.3999996,1032.831177,1032.986328
11+24,21,21,1032.86023,1033.014771
11+24,21,21.6000004,1032.909302,1033.156128
11+24,21,22.2000008,1033.076416,1033.237427
11+24,21,22.7999992,1033.248413,1033.29541
11+24,21,23.3999996,1033.298828,1033.34082
11+24,21,24,1033.298828,1033.371704
11+24,21,24.6000004,1033.299194,1033.36731
11+24,21,25.2000008,1033.319946,1033.515259
11+24,21,25.7999992,1033.53833,1033.70105
11+24,21,26.3999996,1033.761108,1033.927246
11+24,21,27,1033.885498,1034.035889
11+24,21,27.6000004,1033.993652,1033.890625
11+24,21,28.2000008,1033.907837,1033.791992
11+24,21,28.7999992,1033.702515,1033.791992
11+24,21,29.3999996,1033.630737,1033.715942
11+24,21,30,1033.68335,1033.604126
11+24,21,30.6000004,1033.720581,1033.767822
11+24,21,31.2000008,1033.823731,1033.944336
11+24,21,31.7999992,1034.062744,1034.051025
11+24,21,32.4000015,1034.168457,1034.12439
11+24,21,33,1034.153198,1034.148193
11+24,21,33.5999985,1034.178955,1034.195923
11+24,21,34.2000008,1034.246826,1034.27063
11+24,21,34.7999992,1034.304199,1034.326416
11+24,21,35.4000015,1034.311646,1034.302246
11+24,21,36,1034.175293,1034.253296
11+24,21,36.5999985,1034.12207,1034.182861
11+24,21,37.2000008,1034.088989,1034.108154
11+24,21,37.7999992,1034.060669,1034.062744
11+24,21,38.4000015,1034.058228,1034.062012
11+24,21,39,1034.06958,1034.057251
11+24,21,39.5999985,1034.110474,1034.095215
11+24,21,40.2000008,1034.142578,1034.171143
11+24,21,40.7999992,1034.156616,1034.192505
11+24,21,41.4000015,1034.180176,1034.229858
11+24,21,42,1034.214966,1034.264038
11+24,21,42.5999985,1034.259766,1034.292236
11+24,21,43.2000008,1034.259766,1034.292236
